year,rank,city_be,city_lat,pop
1897,1,Мінск,Minsk,90912
1897,2,Віцебск,Viciebsk,65871
1897,3,Гродна,Hrodna,46919
1897,4,Брэст,Brest,46568
1897,5,Магілёў,Mahiloŭ,43119
1897,6,Гомель,Homiel,36775
1897,7,Бабруйск,Babrujsk,34336
1897,8,Пінск,Pinsk,28368
1897,9,Полацк,Połack,20294
1897,10,Слонім,Słonim,15863
1897,11,Барысаў,Barysaŭ,15063
1897,12,Слуцк,Słuck,14349
1897,13,Орша,Orša,13061
1897,14,Кобрын,Kobryn,10408
1897,15,Ваўкавыск,Vaŭkavysk,10323
1897,16,Ліда,Lida,9323
1897,17,Рэчыца,Rečyca,9280
1897,18,Рагачоў,Rahačoŭ,9038
1897,19,Мсціслаў,Mscisłaŭ,8514
1897,20,Нясвіж,Niasviž,8459
1897,21,Мазыр,Mazyr,8076
1897,22,Навагрудак,Navahrudak,7887
1897,23,Пружаны,Pružany,7633
1897,24,Ашмяны,Ašmiany,7214
1897,25,Дзісна,Dzisna,6756
1897,26,Горкі,Horki,6735
1897,27,Быхаў,Bychaŭ,6381
1897,28,Лепель,Lepiel,6284
1897,29,Чэрыкаў,Čerykaŭ,5249
1897,30,Відзы,Vidzy,5104
1897,31,Гарадок,Haradok,5023
1897,32,Чавусы,Čavusy,4960
1897,33,Клімавічы,Klimavičy,4714
1897,34,Чэрвень,Červień,4573
1897,35,Верхнядзвінск,Vierchniadzvinsk,4238
1897,36,Сянно,Sianno,4100
1897,37,Докшыцы,Dokšycy,3642
1897,38,Вілейка,Vilejka,3560
1897,39,Копысь,Kopyś,3384
1897,40,Сураж,Suraž,2731
1897,41,Радашковічы,Radaškovičy,2615
1897,42,Драгічын,Drahičyn,1707
1897,43,Бабінавічы,Babinavičy,1157
1923,1,Мінск,Minsk,106056
1923,2,Віцебск,Viciebsk,86641
1923,3,Гомель,Homiel,75401
1923,4,Магілёў,Mahiloŭ,41622
1923,5,Бабруйск,Babrujsk,33015
1923,6,Орша,Orša,18185
1923,7,Полацк,Połack,17735
1923,8,Барысаў,Barysaŭ,17613
1923,9,Рэчыца,Rečyca,14612
1923,10,Слуцк,Słuck,13666
1923,11,Рагачоў,Rahačoŭ,11234
1923,12,Жлобін,Žłobin,9701
1923,13,Мсціслаў,Mscisłaŭ,8874
1923,14,Мазыр,Mazyr,8290
1923,15,Быхаў,Bychaŭ,7987
1923,16,Горкі,Horki,7829
1923,17,Дуброўна,Dubroŭna,7528
1923,18,Шклоў,Škłoŭ,6617
1923,19,Клімавічы,Klimavičy,6506
1923,20,Гарадок,Haradok,6421
1923,21,Тураў,Turaŭ,6212
1923,22,Крычаў,Kryčaŭ,6199
1923,23,Ветка,Vietka,5974
1923,24,Петрыкаў,Pietrykaŭ,5771
1923,25,Чэрыкаў,Čerykaŭ,5547
1923,26,Чэрвень,Červień,5369
1923,27,Калінкавічы,Kalinkavičy,5182
1923,28,Чавусы,Čavusy,5090
1923,29,Добруш,Dobruš,4595
1923,30,Глуск,Hłusk,4555
1923,31,Сянно,Sianno,4239
1923,32,Хойнікі,Chojniki,4220
1923,33,Лоеў,Łojeŭ,4173
1923,34,Лепель,Lepiel,4143
1923,35,Брагін,Brahin,3992
1923,36,Парычы,Paryčy,3932
1923,37,Капыль,Kapyl,3563
1923,38,Асіповічы,Asipovičy,3550
1923,39,Талачын,Tałačyn,3384
1923,40,Копысь,Kopyś,3382
1923,41,Смалявічы,Smalavičy,3333
1923,42,Касцюковічы,Kasciukovičy,3206
1923,43,Смілавічы,Smiłavičy,3003
1923,44,Верхнядзвінск,Vierchniadzvinsk,2785
1923,45,Хоцімск,Chocimsk,2690
1923,46,Краснаполле,Krasnapolle,2640
1923,47,Нароўля,Naroŭla,2550
1923,48,Лёзна,Lozna,2544
1923,49,Бобр,Bobr,2508
1923,50,Старобін,Starobin,2506
1923,51,Стрэшын,Strešyn,2485
1923,52,Капаткевічы,Kapatkievičy,2437
1923,53,Чашнікі,Čašniki,2430
1923,54,Жыткавічы,Žytkavičy,2421
1923,55,Узда,Uzda,2374
1923,56,Сураж,Suraž,2328
1923,57,Беразіно,Bierazino,2270
1923,58,Бялынічы,Białyničy,2209
1923,59,Янавічы,Janavičy,2203
1923,60,Бешанковічы,Biešankovičy,2162
1923,61,Халапенічы,Chałapieničy,2109
1923,62,Ула,Uła,1965
1923,63,Старыя Дарогі,Staryja Darohi,1854
1923,64,Чачэрск,Čačersk,1766
1923,65,Асвея,Asvieja,1715
1923,66,Свіслач,Svisłač,1664
1923,67,Карма,Karma,1480
1923,68,Любань,Lubań,1468
1923,69,Крупкі,Krupki,1417
1923,70,Заслаўе,Zasłaŭje,1342
1923,71,Коханава,Kochanava,1253
1923,72,Ушачы,Ušačy,1239
1923,73,Бабінавічы,Babinavičy,1222
1923,74,Азарычы,Azaryčy,1166
1923,75,Плешчаніцы,Pleščanicy,1072
1923,76,Урэчча,Urečča,884
1923,77,Багушэўск,Bahušeŭsk,847
1923,78,Шуміліна,Šumilina,840
1926,1,Мінск,Minsk,123613
1926,2,Віцебск,Viciebsk,91201
1926,3,Гомель,Homiel,82952
1926,4,Магілёў,Mahiloŭ,46562
1926,5,Бабруйск,Babrujsk,39280
1926,6,Барысаў,Barysaŭ,23954
1926,7,Полацк,Połack,21455
1926,8,Орша,Orša,21311
1926,9,Рэчыца,Rečyca,16487
1926,10,Слуцк,Słuck,14299
1926,11,Жлобін,Žłobin,10718
1926,12,Рагачоў,Rahačoŭ,10332
1926,13,Мазыр,Mazyr,9535
1926,14,Горкі,Horki,8527
1926,15,Шклоў,Škłoŭ,8294
1926,16,Мсціслаў,Mscisłaŭ,8085
1926,17,Дуброўна,Dubroŭna,7923
1926,18,Клімавічы,Klimavičy,7590
1926,19,Быхаў,Bychaŭ,7257
1926,20,Крычаў,Kryčaŭ,6364
1926,21,Калінкавічы,Kalinkavičy,6103
1926,22,Ветка,Vietka,5925
1926,23,Добруш,Dobruš,5915
1926,24,Петрыкаў,Pietrykaŭ,5819
1926,25,Гарадок,Haradok,5516
1926,26,Тураў,Turaŭ,5363
1926,27,Чавусы,Čavusy,5097
1926,28,Чэрыкаў,Čerykaŭ,4947
1926,29,Брагін,Brahin,4882
1926,30,Лепель,Lepiel,4800
1926,31,Хойнікі,Chojniki,4761
1926,32,Чэрвень,Červień,4546
1926,33,Глуск,Hłusk,4413
1926,34,Лоеў,Łojeŭ,4112
1926,35,Асіповічы,Asipovičy,4007
1926,36,Капыль,Kapyl,3927
1926,37,Чачэрск,Čačersk,3685
1926,38,Талачын,Tałačyn,3604
1926,39,Копысь,Kopyś,3581
1926,40,Парычы,Paryčy,3548
1926,41,Сянно,Sianno,3448
1926,42,Касцюковічы,Kasciukovičy,3238
1926,43,Смілавічы,Smiłavičy,3173
1926,44,Смалявічы,Smalavičy,3120
1926,45,Беразіно,Bierazino,2969
1926,46,Хоцімск,Chocimsk,2897
1926,47,Жыткавічы,Žytkavičy,2881
1926,48,Чашнікі,Čašniki,2865
1926,49,Бешанковічы,Biešankovičy,2693
1926,50,Старобін,Starobin,2640
1926,51,Капаткевічы,Kapatkievičy,2613
1926,52,Лёзна,Lozna,2595
1926,53,Краснаполле,Krasnapolle,2551
1926,54,Нароўля,Naroŭla,2518
1926,55,Узда,Uzda,2490
1926,56,Бобр,Bobr,2479
1926,57,Бялынічы,Białyničy,2425
1926,58,Верхнядзвінск,Vierchniadzvinsk,2247
1926,59,Стрэшын,Strešyn,2225
1926,60,Ула,Uła,2187
1926,61,Янавічы,Janavičy,2162
1926,62,Любань,Lubań,2160
1926,63,Сураж,Suraž,2112
1926,64,Крупкі,Krupki,2078
1926,65,Урэчча,Urečča,2053
1926,66,Халапенічы,Chałapieničy,2031
1926,67,Свіслач,Svisłač,1830
1926,68,Асвея,Asvieja,1799
1926,69,Старыя Дарогі,Staryja Darohi,1771
1926,70,Карма,Karma,1748
1926,71,Азарычы,Azaryčy,1667
1926,72,Заслаўе,Zasłaŭje,1478
1926,73,Плешчаніцы,Pleščanicy,1444
1926,74,Ушачы,Ušačy,1251
1926,75,Коханава,Kochanava,1248
1926,76,Багушэўск,Bahušeŭsk,1177
1926,77,Шуміліна,Šumilina,1042
1926,78,Бабінавічы,Babinavičy,1037
1926,79,Барань,Barań,882
1926,80,Глуша,Hłuša,793
1926,81,Елізава,Jelizava,738
1939,1,Мінск,Minsk,238948
1939,2,Віцебск,Viciebsk,167299
1939,3,Гомель,Homiel,139120
1939,4,Магілёў,Mahiloŭ,99428
1939,5,Бабруйск,Babrujsk,84078
1939,6,Гродна,Hrodna,49200
1939,7,Барысаў,Barysaŭ,49108
1939,8,Брэст,Brest,41400
1939,9,Орша,Orša,37578
1939,10,Ліда,Lida,33400
1939,11,Рэчыца,Rečyca,29796
1939,12,Полацк,Połack,29577
1939,13,Пінск,Pinsk,29500
1939,14,Баранавічы,Baranavičy,27400
1939,15,Слонім,Słonim,26700
1939,16,Слуцк,Słuck,21947
1939,17,Жлобін,Žłobin,19301
1939,18,Мазыр,Mazyr,17477
1939,19,Ваўкавыск,Vaŭkavysk,16700
1939,20,Аршанскі-Чыгуначны,Aršanski-Čyhunačny,16176
1939,21,Крычаў,Kryčaŭ,15993
1939,22,Кобрын,Kobryn,15300
1939,23,Рагачоў,Rahačoŭ,15168
1939,24,Добруш,Dobruš,13815
1939,25,Навагрудак,Navahrudak,13800
1939,26,Лепель,Lepiel,13784
1939,27,Асіповічы,Asipovičy,13723
1939,28,Горкі,Horki,12475
1939,29,Быхаў,Bychaŭ,11026
1939,30,Мсціслаў,Mscisłaŭ,10515
1939,31,Дуброўна,Dubroŭna,9915
1939,32,Калінкавічы,Kalinkavičy,9799
1939,33,Клімавічы,Klimavičy,9551
1939,34,Дзяржынск,Dziaržynsk,8673
1939,35,Лунінец,Łuniniec,8300
1939,36,Шклоў,Škłoŭ,8148
1939,37,Гарадок,Haradok,7297
1939,38,Чавусы,Čavusy,7222
1939,39,Смалявічы,Smalavičy,6752
1939,40,Маладзечна,Maładziečna,6600
1939,41,Мар'іна Горка,Marjina Horka,6547
1939,42,Чэрыкаў,Čerykaŭ,6411
1939,43,Чэрвень,Červień,6376
1939,44,Касцюкоўка,Kasciukoŭka,6097
1939,45,Талачын,Tałačyn,6095
1939,46,Касцюковічы,Kasciukovičy,6092
1939,47,Ветка,Vietka,5999
1939,48,Петрыкаў,Pietrykaŭ,5782
1939,49,Урэчча,Urečča,5591
1939,50,Тураў,Turaŭ,5455
1939,51,Чачэрск,Čačersk,5138
1939,52,Капыль,Kapyl,5133
1939,53,Глуск,Hłusk,5125
1939,54,Беразіно,Bierazino,4830
1939,55,Слаўгарад,Słaŭharad,4712
1939,56,Брагін,Brahin,4677
1939,57,Лоеў,Łojeŭ,4528
1939,58,Елізава,Jelizava,4502
1939,59,Васілевічы,Vasilevičy,4410
1939,60,Жыткавічы,Žytkavičy,4349
1939,61,Сянно,Sianno,4305
1939,62,Бешанковічы,Biešankovičy,4252
1939,63,Старыя Дарогі,Staryja Darohi,4241
1939,64,Лёзна,Lozna,4111
1939,65,Асінторф,Asintorf,4104
1939,66,Копысь,Kopyś,4087
1939,67,Нароўля,Naroŭla,3917
1939,68,Уваравічы,Uvaravičy,3887
1939,69,Ельск,Jelsk,3878
1939,70,Парычы,Paryčy,3736
1939,71,Плешчаніцы,Pleščanicy,3669
1939,72,Арэхаўск,Arechaŭsk,3668
1939,73,Краснаполле,Krasnapolle,3572
1939,74,Чашнікі,Čašniki,3505
1939,75,Узда,Uzda,3459
1939,76,Крупкі,Krupki,3455
1939,77,Хойнікі,Chojniki,3439
1939,78,Старобін,Starobin,3415
1939,79,Паставы,Pastavy,3400
1939,80,Лагойск,Łahojsk,3400
1939,81,Буда-Кашалёва,Buda-Kašalova,3371
1939,82,Багушэўск,Bahušeŭsk,3280
1939,83,Хоцімск,Chocimsk,3199
1939,84,Бялынічы,Białyničy,3155
1939,85,Церахоўка,Cierachoŭka,3101
1939,86,Красная Слабада,Krasnaja Słabada,3056
1939,87,Любань,Lubań,3048
1939,88,Сураж,Suraž,3001
1939,89,Дрыбін,Drybin,2860
1939,90,Заслаўе,Zasłaŭje,2744
1939,91,Верхнядзвінск,Vierchniadzvinsk,2737
1939,92,Капцэвічы,Kapcevičy,2638
1939,93,Лельчыцы,Lelčycy,2552
1939,94,Ула,Uła,2534
1939,95,Халапенічы,Chałapieničy,2467
1939,96,Карма,Karma,2436
1939,97,Капаткевічы,Kapatkievičy,2417
1939,98,Клічаў,Kličaŭ,2313
1939,99,Асвея,Asvieja,2312
1939,100,Шуміліна,Šumilina,2293
1939,101,Ляды,Liady,2290
1939,102,Азарычы,Azaryčy,2257
1939,103,Ушачы,Ušačy,2046
1939,104,Бягомль,Biahoml,2038
1939,105,Янавічы,Janavičy,2037
1939,106,Глуша,Hłuša,1945
1939,107,Высачаны,Vysačany,1873
1939,108,Камарын,Kamaryn,1721
1939,109,Стрэшын,Strešyn,1608
1939,110,Барань,Barań,1589
1939,111,Ноўка,Noŭka,1562
1939,112,Ветранка,Vietranka,1332
1939,113,Расоны,Rasony,1309
1939,114,Градзянка,Hradzianka,1247
1939,115,Круглае,Kruhłaje,1218
1939,116,Езярышча,Jeziaryšča,1152
1939,117,Рудзенск,Rudziensk,1128
1939,118,Негарэлае,Nieharełaje,1078
1939,119,Ясень,Jasień,958
1939,120,Ветрына,Vietryna,639
1939,121,Кіраўск,Kiraŭsk,535
1939,122,Якаўлевічы,Jakaŭlevičy,504
1959,1,Мінск,Minsk,515975
1959,2,Гомель,Homiel,168270
1959,3,Віцебск,Viciebsk,148300
1959,4,Магілёў,Mahiloŭ,121712
1959,5,Бабруйск,Babrujsk,97530
1959,6,Брэст,Brest,73614
1959,7,Гродна,Hrodna,72943
1959,8,Орша,Orša,64537
1959,9,Барысаў,Barysaŭ,59280
1959,10,Баранавічы,Baranavičy,58064
1959,11,Полацк,Połack,44978
1959,12,Пінск,Pinsk,41548
1959,13,Рэчыца,Rečyca,30602
1959,14,Ліда,Lida,28541
1959,15,Маладзечна,Maładziečna,28384
1959,16,Мазыр,Mazyr,26426
1959,17,Слуцк,Słuck,22740
1959,18,Жлобін,Žłobin,19216
1959,19,Крычаў,Kryčaŭ,19028
1959,20,Ваўкавыск,Vaŭkavysk,18283
1959,21,Слонім,Słonim,17509
1959,22,Асіповічы,Asipovičy,15777
1959,23,Горкі,Horki,15099
1959,24,Калінкавічы,Kalinkavičy,14942
1959,25,Добруш,Dobruš,14270
1959,26,Кобрын,Kobryn,13686
1959,27,Быхаў,Bychaŭ,13227
1959,28,Навагрудак,Navahrudak,12624
1959,29,Клімавічы,Klimavičy,11586
1959,30,Паставы,Pastavy,10566
1959,31,Лунінец,Łuniniec,10328
1959,32,Васілевічы,Vasilevičy,10322
1959,33,Рагачоў,Rahačoŭ,10156
1959,34,Хойнікі,Chojniki,10128
1959,35,Лепель,Lepiel,9683
1959,36,Мар'іна Горка,Marjina Horka,9254
1959,37,Давыд-Гарадок,Davyd-Haradok,9227
1959,38,Смалявічы,Smalavičy,8353
1959,39,Вілейка,Vilejka,8222
1959,40,Чэрвень,Červień,8160
1959,41,Касцюковічы,Kasciukovičy,8120
1959,42,Мсціслаў,Mscisłaŭ,8052
1959,43,Масты,Masty,7895
1959,44,Шклоў,Škłoŭ,7781
1959,45,Дзяржынск,Dziaržynsk,7777
1959,46,Гарадок,Haradok,7602
1959,47,Кіраўск,Kiraŭsk,7566
1959,48,Глыбокае,Hłybokaje,7359
1959,49,Петрыкаў,Pietrykaŭ,7168
1959,50,Пружаны,Pružany,7116
1959,51,Урэчча,Urečča,6908
1959,52,Ашмяны,Ašmiany,6900
1959,53,Багушэўск,Bahušeŭsk,6839
1959,54,Жыткавічы,Žytkavičy,6730
1959,55,Нясвіж,Niasviž,6710
1959,56,Жодзіна,Žodzina,6591
1959,57,Шчучын,Ščučyn,6569
1959,58,Слаўгарад,Słaŭharad,6556
1959,59,Барань,Barań,6550
1959,60,Талачын,Tałačyn,6542
1959,61,Смаргонь,Smarhoń,6478
1959,62,Касцюкоўка,Kasciukoŭka,6436
1959,63,Лагішын,Łahišyn,6383
1959,64,Чавусы,Čavusy,6336
1959,65,Ельск,Jelsk,6112
1959,66,Бягомль,Biahoml,6104
1959,67,Рудзенск,Rudziensk,5898
1959,68,Заслаўе,Zasłaŭje,5841
1959,69,Столін,Stolin,5793
1959,70,Светлагорск,Svietłahorsk,5772
1959,71,Рось,Roś,5731
1959,72,Стоўбцы,Stoŭbcy,5664
1959,73,Бяроза,Biaroza,5589
1959,74,Лагойск,Łahojsk,5545
1959,75,Скідзель,Skidziel,5493
1959,76,Капыль,Kapyl,5444
1959,77,Старобін,Starobin,5427
1959,78,Сянно,Sianno,5368
1959,79,Тураў,Turaŭ,5339
1959,80,Церахоўка,Cierachoŭka,5328
1959,81,Мядзель,Miadziel,5260
1959,82,Краснаполле,Krasnapolle,5205
1959,83,Івацэвічы,Ivacevičy,5190
1959,84,Негарэлае,Nieharełaje,5140
1959,85,Ветка,Vietka,5137
1959,86,Іўе,Iŭje,4930
1959,87,Чэрыкаў,Čerykaŭ,4930
1959,88,Старыя Дарогі,Staryja Darohi,4920
1959,89,Дуброўна,Dubroŭna,4903
1959,90,Беразіно,Bierazino,4849
1959,91,Нароўля,Naroŭla,4837
1959,92,Плешчаніцы,Pleščanicy,4804
1959,93,Хоцімск,Chocimsk,4795
1959,94,Валожын,Vałožyn,4779
1959,95,Буда-Кашалёва,Buda-Kašalova,4731
1959,96,Жабінка,Žabinka,4704
1959,97,Шуміліна,Šumilina,4693
1959,98,Езярышча,Jeziaryšča,4661
1959,99,Маларыта,Małaryta,4628
1959,100,Казлоўшчына,Kazłoŭščyna,4580
1959,101,Ветрына,Vietryna,4542
1959,102,Ляхавічы,Lachavičy,4490
1959,103,Бялынічы,Białyničy,4427
1959,104,Лёзна,Lozna,4376
1959,105,Глуск,Hłusk,4326
1959,106,Дамачава,Damačava,4310
1959,107,Любча,Lubča,4301
1959,108,Астравец,Astraviec,4277
1959,109,Сапоцкін,Sapockin,4277
1959,110,Асінторф,Asintorf,4184
1959,111,Поразава,Porazava,4174
1959,112,Браслаў,Brasłaŭ,4170
1959,113,Краснасельскі,Krasnasielski,4111
1959,114,Целяханы,Cielachany,4102
1959,115,Лоеў,Łojeŭ,4069
1959,116,Клецк,Kleck,4051
1959,117,Арэхаўск,Arechaŭsk,4049
1959,118,Узда,Uzda,4002
1959,119,Стрэшын,Strešyn,3985
1959,120,Міёры,Mijory,3981
1959,121,Карэлічы,Kareličy,3935
1959,122,Радунь,Raduń,3911
1959,123,Іванава,Ivanava,3867
1959,124,Расоны,Rasony,3855
1959,125,Красная Слабада,Krasnaja Słabada,3809
1959,126,Крупкі,Krupki,3800
1959,127,Уваравічы,Uvaravičy,3779
1959,128,Свір,Svir,3757
1959,129,Бярозаўка,Biarozaŭka,3682
1959,130,Любань,Lubań,3667
1959,131,Камянец,Kamianiec,3659
1959,132,Брагін,Brahin,3633
1959,133,Азарычы,Azaryčy,3629
1959,134,Верхнядзвінск,Vierchniadzvinsk,3596
1959,135,Шарашова,Šarašova,3591
1959,136,Ганцавічы,Hancavičy,3558
1959,137,Драгічын,Drahičyn,3509
1959,138,Крывічы,Kryvičy,3501
1959,139,Мікашэвічы,Mikaševičy,3436
1959,140,Бешанковічы,Biešankovičy,3401
1959,141,Падсвілле,Padsville,3367
1959,142,Лельчыцы,Lelčycy,3311
1959,143,Клічаў,Kličaŭ,3283
1959,144,Камарын,Kamaryn,3268
1959,145,Наваельня,Navajelnia,3223
1959,146,Юрацішкі,Juraciški,3054
1959,147,Чашнікі,Čašniki,3016
1959,148,Ружаны,Ružany,2955
1959,149,Акцябрскі,Akciabrski,2954
1959,150,Карма,Karma,2950
1959,151,Варапаева,Varapajeva,2941
1959,152,Івянец,Ivianiec,2925
1959,153,Альбертын,Albiertyn,2880
1959,154,Зялёны Бор,Zialony Bor,2877
1959,155,Чачэрск,Čačersk,2865
1959,156,Гарадзея,Haradzieja,2840
1959,157,Бобр,Bobr,2800
1959,158,Радашковічы,Radaškovičy,2768
1959,159,Шаркоўшчына,Šarkoŭščyna,2736
1959,160,Мір,Mir,2732
1959,161,Халапенічы,Chałapieničy,2725
1959,162,Дзятлава,Dziatłava,2678
1959,163,Высокае,Vysokaje,2625
1959,164,Косава,Kosava,2552
1959,165,Сураж,Suraž,2540
1959,166,Елізава,Jelizava,2538
1959,167,Вялікая Бераставіца,Vialikaja Bierastavica,2473
1959,168,Дзісна,Dzisna,2467
1959,169,Відзы,Vidzy,2426
1959,170,Бальшавік,Balšavik,2385
1959,171,Зэльва,Zelva,2382
1959,172,Ушачы,Ušačy,2302
1959,173,Антопаль,Antopal,2260
1959,174,Докшыцы,Dokšycy,2245
1959,175,Асвея,Asvieja,2187
1959,176,Парычы,Paryčy,2167
1959,177,Астрына,Astryna,2078
1959,178,Глуша,Hłuša,1944
1959,179,Сасновы Бор,Sasnovy Bor,1897
1959,180,Капаткевічы,Kapatkievičy,1840
1959,181,Гарадзішча,Haradzišča,1794
1959,182,Татарка,Tatarka,1782
1959,183,Жалудок,Žałudok,1780
1959,184,Копысь,Kopyś,1769
1959,185,Воранава,Voranava,1725
1959,186,Ула,Uła,1662
1959,187,Коханава,Kochanava,1640
1959,188,Градзянка,Hradzianka,1333
1959,189,Наваполацк,Navapołack,1211
1959,190,Янавічы,Janavičy,1042
1959,191,Салігорск,Salihorsk,46
1970,1,Мінск,Minsk,907104
1970,2,Гомель,Homiel,272253
1970,3,Віцебск,Viciebsk,230804
1970,4,Магілёў,Mahiloŭ,202314
1970,5,Бабруйск,Babrujsk,137536
1970,6,Гродна,Hrodna,132471
1970,7,Брэст,Brest,121629
1970,8,Баранавічы,Baranavičy,101472
1970,9,Орша,Orša,100642
1970,10,Барысаў,Barysaŭ,84112
1970,11,Полацк,Połack,64182
1970,12,Пінск,Pinsk,61752
1970,13,Маладзечна,Maładziečna,50413
1970,14,Мазыр,Mazyr,48803
1970,15,Рэчыца,Rečyca,48393
1970,16,Ліда,Lida,47578
1970,17,Светлагорск,Svietłahorsk,40265
1970,18,Наваполацк,Navapołack,40114
1970,19,Салігорск,Salihorsk,38255
1970,20,Слуцк,Słuck,35609
1970,21,Слонім,Słonim,30279
1970,22,Крычаў,Kryčaŭ,25682
1970,23,Жлобін,Žłobin,25359
1970,24,Кобрын,Kobryn,24934
1970,25,Калінкавічы,Kalinkavičy,23918
1970,26,Ваўкавыск,Vaŭkavysk,23266
1970,27,Горкі,Horki,22117
1970,28,Жодзіна,Žodzina,22083
1970,29,Асіповічы,Asipovičy,19705
1970,30,Навагрудак,Navahrudak,19374
1970,31,Быхаў,Bychaŭ,17371
1970,32,Добруш,Dobruš,16809
1970,33,Рагачоў,Rahačoŭ,16008
1970,34,Паставы,Pastavy,15139
1970,35,Лунінец,Łuniniec,14257
1970,36,Лепель,Lepiel,13109
1970,37,Клімавічы,Klimavičy,12723
1970,38,Вілейка,Vilejka,12240
1970,39,Пружаны,Pružany,12170
1970,40,Глыбокае,Hłybokaje,11928
1970,41,Масты,Masty,11585
1970,42,Мар'іна Горка,Marjina Horka,11297
1970,43,Дзяржынск,Dziaržynsk,10889
1970,44,Барань,Barań,10342
1970,45,Шчучын,Ščučyn,10337
1970,46,Касцюкоўка,Kasciukoŭka,10137
1970,47,Чэрвень,Červień,10136
1970,48,Смаргонь,Smarhoń,10095
1970,49,Шклоў,Škłoŭ,9865
1970,50,Усходні,Uschodni,9845
1970,51,Мсціслаў,Mscisłaŭ,9728
1970,52,Ашмяны,Ašmiany,9621
1970,53,Смалявічы,Smalavičy,9615
1970,54,Гарадок,Haradok,9508
1970,55,Хойнікі,Chojniki,9473
1970,56,Бяроза,Biaroza,9294
1970,57,Нясвіж,Niasviž,9008
1970,58,Давыд-Гарадок,Davyd-Haradok,8920
1970,59,Петрыкаў,Pietrykaŭ,8502
1970,60,Жыткавічы,Žytkavičy,7879
1970,61,Івацэвічы,Ivacevičy,7845
1970,62,Чавусы,Čavusy,7784
1970,63,Скідзель,Skidziel,7760
1970,64,Талачын,Tałačyn,7427
1970,65,Стоўбцы,Stoŭbcy,7347
1970,66,Столін,Stolin,7068
1970,67,Драгічын,Drahičyn,7029
1970,68,Касцюковічы,Kasciukovičy,6998
1970,69,Васілевічы,Vasilevičy,6911
1970,70,Жабінка,Žabinka,6860
1970,71,Беразіно,Bierazino,6857
1970,72,Маларыта,Małaryta,6836
1970,73,Ветка,Vietka,6776
1970,74,Новалукомль,Novałukoml,6744
1970,75,Любань,Lubań,6697
1970,76,Буда-Кашалёва,Buda-Kašalova,6680
1970,77,Чашнікі,Čašniki,6595
1970,78,Плешчаніцы,Pleščanicy,6557
1970,79,Нароўля,Naroŭla,6556
1970,80,Ельск,Jelsk,6466
1970,81,Белаазёрск,Biełaaziorsk,6341
1970,82,Дуброўна,Dubroŭna,6328
1970,83,Валожын,Vałožyn,6256
1970,84,Старыя Дарогі,Staryja Darohi,6042
1970,85,Чачэрск,Čačersk,5776
1970,86,Браслаў,Brasłaŭ,5765
1970,87,Міёры,Mijory,5715
1970,88,Клецк,Kleck,5704
1970,89,Бярозаўка,Biarozaŭka,5601
1970,90,Слаўгарад,Słaŭharad,5592
1970,91,Ляхавічы,Lachavičy,5499
1970,92,Лёзна,Lozna,5447
1970,93,Іванава,Ivanava,5401
1970,94,Чэрыкаў,Čerykaŭ,5366
1970,95,Глуск,Hłusk,5252
1970,96,Сянно,Sianno,5239
1970,97,Ганцавічы,Hancavičy,5226
1970,98,Камянец,Kamianiec,5119
1970,99,Верхнядзвінск,Vierchniadzvinsk,5083
1970,100,Шуміліна,Šumilina,4988
1970,101,Лельчыцы,Lelčycy,4954
1970,102,Бялынічы,Białyničy,4929
1970,103,Іўе,Iŭje,4912
1970,104,Узда,Uzda,4827
1970,105,Крупкі,Krupki,4749
1970,106,Лоеў,Łojeŭ,4733
1970,107,Смілавічы,Smiłavičy,4716
1970,108,Клічаў,Kličaŭ,4683
1970,109,Багушэўск,Bahušeŭsk,4661
1970,110,Капыль,Kapyl,4654
1970,111,Кіраўск,Kiraŭsk,4587
1970,112,Хоцімск,Chocimsk,4577
1970,113,Бешанковічы,Biešankovičy,4438
1970,114,Заслаўе,Zasłaŭje,4399
1970,115,Гарадзея,Haradzieja,4372
1970,116,Тураў,Turaŭ,4297
1970,117,Брагін,Brahin,4278
1970,118,Акцябрскі,Akciabrski,4273
1970,119,Дзятлава,Dziatłava,4273
1970,120,Лагойск,Łahojsk,4226
1970,121,Урэчча,Urečča,4155
1970,122,Карма,Karma,4106
1970,123,Ружаны,Ružany,4101
1970,124,Мікашэвічы,Mikaševičy,4056
1970,125,Краснаполле,Krasnapolle,4027
1970,126,Уваравічы,Uvaravičy,3928
1970,127,Зэльва,Zelva,3928
1970,128,Высокае,Vysokaje,3915
1970,129,Старобін,Starobin,3911
1970,130,Красная Слабада,Krasnaja Słabada,3906
1970,131,Ветрына,Vietryna,3873
1970,132,Целяханы,Cielachany,3864
1970,133,Шаркоўшчына,Šarkoŭščyna,3858
1970,134,Докшыцы,Dokšycy,3816
1970,135,Варапаева,Varapajeva,3704
1970,136,Арэхаўск,Arechaŭsk,3665
1970,137,Воранава,Voranava,3610
1970,138,Івянец,Ivianiec,3602
1970,139,Рудзенск,Rudziensk,3585
1970,140,Рось,Roś,3549
1970,141,Карэлічы,Kareličy,3543
1970,142,Наваельня,Navajelnia,3405
1970,143,Краснасельскі,Krasnasielski,3398
1970,144,Астравец,Astraviec,3240
1970,145,Елізава,Jelizava,3208
1970,146,Радашковічы,Radaškovičy,3181
1970,147,Круглае,Kruhłaje,3026
1970,148,Обаль,Obal,2978
