scenario,year,age_group,sex,pop_thousands
SSP2,2055,60--64,Male,250.6
SSP2,2055,65--69,Female,365.2
SSP2,2055,65--69,Male,289.8
SSP2,2055,70--74,Female,344.8
SSP2,2055,70--74,Male,244.1
SSP2,2055,75--79,Female,284.5
SSP2,2055,75--79,Male,174.5
SSP2,2055,80--84,Female,226.7
SSP2,2055,80--84,Male,112.9
SSP2,2055,85--89,Female,155.6
SSP2,2055,85--89,Male,61.7
SSP2,2055,90--94,Female,97.7
SSP2,2055,90--94,Male,29.6
SSP2,2055,95--99,Female,36.9
SSP2,2055,95--99,Male,8.3
SSP2,2060,0--4,Female,174.3
SSP2,2060,0--4,Male,184.7
SSP2,2060,10--14,Female,207.8
SSP2,2060,10--14,Male,219.8
SSP2,2060,100+,Female,10.2
SSP2,2060,100+,Male,1.6
SSP2,2060,15--19,Female,211.7
SSP2,2060,15--19,Male,222.8
SSP2,2060,20--24,Female,208.3
SSP2,2060,20--24,Male,217.5
SSP2,2060,25--29,Female,206.1
SSP2,2060,25--29,Male,213.4
SSP2,2060,30--34,Female,211.3
SSP2,2060,30--34,Male,217.5
SSP2,2060,35--39,Female,224.8
SSP2,2060,35--39,Male,230.1
SSP2,2060,40--44,Female,271.0
SSP2,2060,40--44,Male,274.9
SSP2,2060,45--49,Female,296.5
SSP2,2060,45--49,Male,295.5
SSP2,2060,5--9,Female,191.0
SSP2,2060,5--9,Male,202.2
SSP2,2060,50--54,Female,271.8
SSP2,2060,50--54,Male,263.1
SSP2,2060,55--59,Female,246.3
SSP2,2060,55--59,Male,230.2
SSP2,2060,60--64,Female,234.3
SSP2,2060,60--64,Male,207.9
SSP2,2060,65--69,Female,288.7
SSP2,2060,65--69,Male,232.4
SSP2,2060,70--74,Female,350.7
SSP2,2060,70--74,Male,258.3
SSP2,2060,75--79,Female,320.1
SSP2,2060,75--79,Male,204.2
SSP2,2060,80--84,Female,246.6
SSP2,2060,80--84,Male,131.5
SSP2,2060,85--89,Female,172.8
SSP2,2060,85--89,Male,72.1
SSP2,2060,90--94,Female,95.0
SSP2,2060,90--94,Male,30.2
SSP2,2060,95--99,Female,41.2
SSP2,2060,95--99,Male,10.0
SSP2,2065,0--4,Female,167.9
SSP2,2065,0--4,Male,178.0
SSP2,2065,10--14,Female,194.2
SSP2,2065,10--14,Male,205.5
SSP2,2065,100+,Female,12.3
SSP2,2065,100+,Male,2.1
SSP2,2065,15--19,Female,209.3
SSP2,2065,15--19,Male,220.5
SSP2,2065,20--24,Female,215.4
SSP2,2065,20--24,Male,225.0
SSP2,2065,25--29,Female,211.6
SSP2,2065,25--29,Male,219.2
SSP2,2065,30--34,Female,209.3
SSP2,2065,30--34,Male,215.4
SSP2,2065,35--39,Female,215.0
SSP2,2065,35--39,Male,219.5
SSP2,2065,40--44,Female,228.1
SSP2,2065,40--44,Male,231.1
SSP2,2065,45--49,Female,273.2
SSP2,2065,45--49,Male,273.2
SSP2,2065,5--9,Female,177.3
SSP2,2065,5--9,Male,187.8
SSP2,2065,50--54,Female,297.9
SSP2,2065,50--54,Male,291.1
SSP2,2065,55--59,Female,272.5
SSP2,2065,55--59,Male,256.8
SSP2,2065,60--64,Female,246.0
SSP2,2065,60--64,Male,221.0
SSP2,2065,65--69,Female,232.0
SSP2,2065,65--69,Male,195.0
SSP2,2065,70--74,Female,280.0
SSP2,2065,70--74,Male,210.3
SSP2,2065,75--79,Female,328.8
SSP2,2065,75--79,Male,220.1
SSP2,2065,80--84,Female,282.0
SSP2,2065,80--84,Male,157.9
SSP2,2065,85--89,Female,193.0
SSP2,2065,85--89,Male,86.9
SSP2,2065,90--94,Female,109.7
SSP2,2065,90--94,Male,36.9
SSP2,2065,95--99,Female,42.2
SSP2,2065,95--99,Male,10.7
SSP2,2070,0--4,Female,168.0
SSP2,2070,0--4,Male,178.0
SSP2,2070,10--14,Female,180.3
SSP2,2070,10--14,Male,190.8
SSP2,2070,100+,Female,13.6
SSP2,2070,100+,Male,2.4
SSP2,2070,15--19,Female,195.1
SSP2,2070,15--19,Male,205.5
SSP2,2070,20--24,Female,212.5
SSP2,2070,20--24,Male,222.1
SSP2,2070,25--29,Female,217.8
SSP2,2070,25--29,Male,225.8
SSP2,2070,30--34,Female,214.2
SSP2,2070,30--34,Male,220.6
SSP2,2070,35--39,Female,212.8
SSP2,2070,35--39,Male,217.1
SSP2,2070,40--44,Female,218.3
SSP2,2070,40--44,Male,220.6
SSP2,2070,45--49,Female,230.9
SSP2,2070,45--49,Male,230.6
SSP2,2070,5--9,Female,170.6
SSP2,2070,5--9,Male,180.7
SSP2,2070,50--54,Female,275.0
SSP2,2070,50--54,Male,270.0
SSP2,2070,55--59,Female,298.5
SSP2,2070,55--59,Male,284.6
SSP2,2070,60--64,Female,272.1
SSP2,2070,60--64,Male,247.5
SSP2,2070,65--69,Female,244.0
SSP2,2070,65--69,Male,208.7
SSP2,2070,70--74,Female,227.1
SSP2,2070,70--74,Male,178.9
SSP2,2070,75--79,Female,265.9
SSP2,2070,75--79,Male,182.7
SSP2,2070,80--84,Female,294.0
SSP2,2070,80--84,Male,174.3
SSP2,2070,85--89,Female,226.3
SSP2,2070,85--89,Male,107.9
SSP2,2070,90--94,Female,127.4
SSP2,2070,90--94,Male,46.5
SSP2,2070,95--99,Female,51.3
SSP2,2070,95--99,Male,13.8
SSP2,2075,0--4,Female,169.6
SSP2,2075,0--4,Male,179.7
SSP2,2075,10--14,Female,173.2
SSP2,2075,10--14,Male,183.3
SSP2,2075,100+,Female,17.3
SSP2,2075,100+,Male,3.2
SSP2,2075,15--19,Female,180.5
SSP2,2075,15--19,Male,190.2
SSP2,2075,20--24,Female,197.9
SSP2,2075,20--24,Male,206.8
SSP2,2075,25--29,Female,214.4
SSP2,2075,25--29,Male,222.3
SSP2,2075,30--34,Female,219.6
SSP2,2075,30--34,Male,226.4
SSP2,2075,35--39,Female,217.3
SSP2,2075,35--39,Male,221.8
SSP2,2075,40--44,Female,216.0
SSP2,2075,40--44,Male,218.2
SSP2,2075,45--49,Female,221.2
SSP2,2075,45--49,Male,220.4
SSP2,2075,5--9,Female,170.3
SSP2,2075,5--9,Male,180.4
SSP2,2075,50--54,Female,233.4
SSP2,2075,50--54,Male,228.8
SSP2,2075,55--59,Female,276.2
SSP2,2075,55--59,Male,264.8
SSP2,2075,60--64,Female,298.1
SSP2,2075,60--64,Male,275.2
SSP2,2075,65--69,Female,270.4
SSP2,2075,65--69,Male,235.2
SSP2,2075,70--74,Female,239.7
SSP2,2075,70--74,Male,193.3
SSP2,2075,75--79,Female,218.2
SSP2,2075,75--79,Male,158.2
SSP2,2075,80--84,Female,240.8
SSP2,2075,80--84,Male,147.9
SSP2,2075,85--89,Female,241.3
SSP2,2075,85--89,Male,122.9
SSP2,2075,90--94,Female,154.7
SSP2,2075,90--94,Male,60.2
SSP2,2075,95--99,Female,62.5
SSP2,2075,95--99,Male,18.2
SSP2,2080,0--4,Female,168.2
SSP2,2080,0--4,Male,178.2
SSP2,2080,10--14,Female,172.4
SSP2,2080,10--14,Male,182.5
SSP2,2080,100+,Female,22.3
SSP2,2080,100+,Male,4.4
SSP2,2080,15--19,Female,172.7
SSP2,2080,15--19,Male,182.0
SSP2,2080,20--24,Female,183.0
SSP2,2080,20--24,Male,191.1
SSP2,2080,25--29,Female,199.7
SSP2,2080,25--29,Male,206.7
SSP2,2080,30--34,Female,215.8
SSP2,2080,30--34,Male,222.3
SSP2,2080,35--39,Female,222.1
SSP2,2080,35--39,Male,226.9
SSP2,2080,40--44,Female,220.1
SSP2,2080,40--44,Male,222.4
SSP2,2080,45--49,Female,218.8
SSP2,2080,45--49,Male,218.0
SSP2,2080,5--9,Female,171.5
SSP2,2080,5--9,Male,181.6
SSP2,2080,50--54,Female,223.8
SSP2,2080,50--54,Male,219.1
SSP2,2080,55--59,Female,235.3
SSP2,2080,55--59,Male,225.5
SSP2,2080,60--64,Female,276.7
SSP2,2080,60--64,Male,257.3
SSP2,2080,65--69,Female,296.5
SSP2,2080,65--69,Male,262.9
SSP2,2080,70--74,Female,266.4
SSP2,2080,70--74,Male,219.6
SSP2,2080,75--79,Female,231.7
SSP2,2080,75--79,Male,173.2
SSP2,2080,80--84,Female,199.9
SSP2,2080,80--84,Male,130.8
SSP2,2080,85--89,Female,201.4
SSP2,2080,85--89,Male,107.4
SSP2,2080,90--94,Female,169.8
SSP2,2080,90--94,Male,71.5
SSP2,2080,95--99,Female,79.1
SSP2,2080,95--99,Male,24.8
SSP2,2085,0--4,Female,162.3
SSP2,2085,0--4,Male,172.0
SSP2,2085,10--14,Female,173.1
SSP2,2085,10--14,Male,183.3
SSP2,2085,100+,Female,29.9
SSP2,2085,100+,Male,6.3
SSP2,2085,15--19,Female,171.1
SSP2,2085,15--19,Male,180.5
SSP2,2085,20--24,Female,174.6
SSP2,2085,20--24,Male,182.4
SSP2,2085,25--29,Female,184.5
SSP2,2085,25--29,Male,190.7
SSP2,2085,30--34,Female,200.8
SSP2,2085,30--34,Male,206.4
SSP2,2085,35--39,Female,217.9
SSP2,2085,35--39,Male,222.4
SSP2,2085,40--44,Female,224.4
SSP2,2085,40--44,Male,227.1
SSP2,2085,45--49,Female,222.5
SSP2,2085,45--49,Male,222.1
SSP2,2085,5--9,Female,169.7
SSP2,2085,5--9,Male,179.8
SSP2,2085,50--54,Female,221.3
SSP2,2085,50--54,Male,216.8
SSP2,2085,55--59,Female,226.0
SSP2,2085,55--59,Male,216.4
SSP2,2085,60--64,Female,236.7
SSP2,2085,60--64,Male,220.3
SSP2,2085,65--69,Female,276.1
SSP2,2085,65--69,Male,247.3
SSP2,2085,70--74,Female,292.7
SSP2,2085,70--74,Male,247.2
SSP2,2085,75--79,Female,258.6
SSP2,2085,75--79,Male,198.8
SSP2,2085,80--84,Female,214.7
SSP2,2085,80--84,Male,145.8
SSP2,2085,85--89,Female,170.3
SSP2,2085,85--89,Male,97.4
SSP2,2085,90--94,Female,145.9
SSP2,2085,90--94,Male,64.6
SSP2,2085,95--99,Female,90.5
SSP2,2085,95--99,Male,30.7
SSP2,2090,0--4,Female,153.8
SSP2,2090,0--4,Male,163.0
SSP2,2090,10--14,Female,171.0
SSP2,2090,10--14,Male,181.1
SSP2,2090,100+,Female,36.9
SSP2,2090,100+,Male,8.2
SSP2,2090,15--19,Female,171.1
SSP2,2090,15--19,Male,180.6
SSP2,2090,20--24,Female,172.3
SSP2,2090,20--24,Male,180.1
SSP2,2090,25--29,Female,175.6
SSP2,2090,25--29,Male,181.5
SSP2,2090,30--34,Female,185.4
SSP2,2090,30--34,Male,190.2
SSP2,2090,35--39,Female,202.6
SSP2,2090,35--39,Male,206.3
SSP2,2090,40--44,Female,219.9
SSP2,2090,40--44,Male,222.3
SSP2,2090,45--49,Female,226.3
SSP2,2090,45--49,Male,226.4
SSP2,2090,5--9,Female,163.5
SSP2,2090,5--9,Male,173.2
SSP2,2090,50--54,Female,224.7
SSP2,2090,50--54,Male,220.8
SSP2,2090,55--59,Female,223.4
SSP2,2090,55--59,Male,214.5
SSP2,2090,60--64,Female,227.6
SSP2,2090,60--64,Male,212.2
SSP2,2090,65--69,Female,237.2
SSP2,2090,65--69,Male,213.1
SSP2,2090,70--74,Female,273.7
SSP2,2090,70--74,Male,234.3
SSP2,2090,75--79,Female,285.4
SSP2,2090,75--79,Male,225.9
SSP2,2090,80--84,Female,242.2
SSP2,2090,80--84,Male,170.2
SSP2,2090,85--89,Female,186.2
SSP2,2090,85--89,Male,111.2
SSP2,2090,90--94,Female,127.0
SSP2,2090,90--94,Male,60.5
SSP2,2090,95--99,Female,81.1
SSP2,2090,95--99,Male,28.9
SSP2,2095,0--4,Female,146.0
SSP2,2095,0--4,Male,154.8
SSP2,2095,10--14,Female,164.4
SSP2,2095,10--14,Male,174.1
SSP2,2095,100+,Female,36.9
SSP2,2095,100+,Male,8.3
SSP2,2095,15--19,Female,168.2
SSP2,2095,15--19,Male,177.7
SSP2,2095,20--24,Female,171.3
SSP2,2095,20--24,Male,179.3
SSP2,2095,25--29,Female,172.3
SSP2,2095,25--29,Male,178.3
SSP2,2095,30--34,Female,175.9
SSP2,2095,30--34,Male,180.4
SSP2,2095,35--39,Female,187.0
SSP2,2095,35--39,Male,189.9
SSP2,2095,40--44,Female,204.3
SSP2,2095,40--44,Male,206.2
SSP2,2095,45--49,Female,221.4
SSP2,2095,45--49,Male,221.5
SSP2,2095,5--9,Female,154.7
SSP2,2095,5--9,Male,163.9
SSP2,2095,50--54,Female,228.0
SSP2,2095,50--54,Male,225.0
SSP2,2095,55--59,Female,226.6
SSP2,2095,55--59,Male,218.6
SSP2,2095,60--64,Female,225.0
SSP2,2095,60--64,Male,210.9
SSP2,2095,65--69,Female,228.4
SSP2,2095,65--69,Male,206.2
SSP2,2095,70--74,Female,236.2
SSP2,2095,70--74,Male,203.5
SSP2,2095,75--79,Female,268.3
SSP2,2095,75--79,Male,216.3
SSP2,2095,80--84,Female,269.8
SSP2,2095,80--84,Male,196.5
SSP2,2095,85--89,Female,213.8
SSP2,2095,85--89,Male,132.8
SSP2,2095,90--94,Female,142.9
SSP2,2095,90--94,Male,71.3
SSP2,2095,95--99,Female,73.6
SSP2,2095,95--99,Male,28.3
SSP2,2100,0--4,Female,140.8
SSP2,2100,0--4,Male,149.2
SSP2,2100,10--14,Female,155.3
SSP2,2100,10--14,Male,164.4
SSP2,2100,100+,Female,35.9
SSP2,2100,100+,Male,8.5
SSP2,2100,15--19,Female,161.1
SSP2,2100,15--19,Male,170.2
SSP2,2100,20--24,Female,167.6
SSP2,2100,20--24,Male,175.6
SSP2,2100,25--29,Female,170.4
SSP2,2100,25--29,Male,176.5
SSP2,2100,30--34,Female,172.0
SSP2,2100,30--34,Male,176.5
SSP2,2100,35--39,Female,177.1
SSP2,2100,35--39,Male,179.8
SSP2,2100,40--44,Female,188.5
SSP2,2100,40--44,Male,189.6
SSP2,2100,45--49,Female,205.7
SSP2,2100,45--49,Male,205.4
SSP2,2100,5--9,Female,146.7
SSP2,2100,5--9,Male,155.4
SSP2,2100,50--54,Female,222.9
SSP2,2100,50--54,Male,220.1
SSP2,2100,55--59,Female,229.5
SSP2,2100,55--59,Male,222.7
SSP2,2100,60--64,Female,228.0
SSP2,2100,60--64,Male,215.1
SSP2,2100,65--69,Female,226.0
SSP2,2100,65--69,Male,205.6
SSP2,2100,70--74,Female,228.1
SSP2,2100,70--74,Male,198.0
SSP2,2100,75--79,Female,233.1
SSP2,2100,75--79,Male,189.8
SSP2,2100,80--84,Female,256.0
SSP2,2100,80--84,Male,191.0
SSP2,2100,85--89,Female,242.2
SSP2,2100,85--89,Male,156.8
SSP2,2100,90--94,Female,168.7
SSP2,2100,90--94,Male,88.1
SSP2,2100,95--99,Female,86.4
SSP2,2100,95--99,Male,34.8
SSP3,1950,0--4,Female,354.2
SSP3,1950,0--4,Male,365.7
SSP3,1950,10--14,Female,430.0
SSP3,1950,10--14,Male,404.4
SSP3,1950,100+,Female,0.3
SSP3,1950,100+,Male,0.0
SSP3,1950,15--19,Female,407.4
SSP3,1950,15--19,Male,385.4
SSP3,1950,20--24,Female,425.5
SSP3,1950,20--24,Male,358.6
SSP3,1950,25--29,Female,328.8
SSP3,1950,25--29,Male,228.6
SSP3,1950,30--34,Female,228.2
SSP3,1950,30--34,Male,153.0
SSP3,1950,35--39,Female,335.2
SSP3,1950,35--39,Male,213.9
SSP3,1950,40--44,Female,301.3
SSP3,1950,40--44,Male,222.8
SSP3,1950,45--49,Female,279.1
SSP3,1950,45--49,Male,198.1
SSP3,1950,5--9,Female,323.4
SSP3,1950,5--9,Male,329.4
SSP3,1950,50--54,Female,200.2
SSP3,1950,50--54,Male,154.1
SSP3,1950,55--59,Female,181.4
SSP3,1950,55--59,Male,140.8
SSP3,1950,60--64,Female,185.4
SSP3,1950,60--64,Male,125.7
SSP3,1950,65--69,Female,153.3
SSP3,1950,65--69,Male,99.8
SSP3,1950,70--74,Female,120.2
SSP3,1950,70--74,Male,68.7
SSP3,1950,75--79,Female,85.5
SSP3,1950,75--79,Male,41.3
SSP3,1950,80--84,Female,38.5
SSP3,1950,80--84,Male,19.0
SSP3,1950,85--89,Female,20.4
SSP3,1950,85--89,Male,7.4
SSP3,1950,90--94,Female,7.4
SSP3,1950,90--94,Male,2.0
SSP3,1950,95--99,Female,2.0
SSP3,1950,95--99,Male,0.4
SSP3,1955,0--4,Female,427.8
SSP3,1955,0--4,Male,444.8
SSP3,1955,10--14,Female,343.4
SSP3,1955,10--14,Male,333.3
SSP3,1955,100+,Female,0.4
SSP3,1955,100+,Male,0.0
SSP3,1955,15--19,Female,423.3
SSP3,1955,15--19,Male,383.7
SSP3,1955,20--24,Female,404.7
SSP3,1955,20--24,Male,362.8
SSP3,1955,25--29,Female,415.1
SSP3,1955,25--29,Male,329.9
SSP3,1955,30--34,Female,301.4
SSP3,1955,30--34,Male,203.1
SSP3,1955,35--39,Female,234.2
SSP3,1955,35--39,Male,145.3
SSP3,1955,40--44,Female,277.2
SSP3,1955,40--44,Male,173.7
SSP3,1955,45--49,Female,263.7
SSP3,1955,45--49,Male,178.7
SSP3,1955,5--9,Female,354.4
SSP3,1955,5--9,Male,371.0
SSP3,1955,50--54,Female,237.2
SSP3,1955,50--54,Male,153.8
SSP3,1955,55--59,Female,196.2
SSP3,1955,55--59,Male,120.8
SSP3,1955,60--64,Female,176.3
SSP3,1955,60--64,Male,109.7
SSP3,1955,65--69,Female,154.8
SSP3,1955,65--69,Male,83.6
SSP3,1955,70--74,Female,100.6
SSP3,1955,70--74,Male,59.5
SSP3,1955,75--79,Female,66.7
SSP3,1955,75--79,Male,33.4
SSP3,1955,80--84,Female,35.3
SSP3,1955,80--84,Male,16.0
SSP3,1955,85--89,Female,15.3
SSP3,1955,85--89,Male,6.4
SSP3,1955,90--94,Female,6.7
SSP3,1955,90--94,Male,2.0
SSP3,1955,95--99,Female,2.2
SSP3,1955,95--99,Male,0.6
SSP3,1960,0--4,Female,476.2
SSP3,1960,0--4,Male,499.3
SSP3,1960,10--14,Female,355.8
SSP3,1960,10--14,Male,367.9
SSP3,1960,100+,Female,0.5
SSP3,1960,100+,Male,0.1
SSP3,1960,15--19,Female,320.4
SSP3,1960,15--19,Male,304.5
SSP3,1960,20--24,Female,408.3
SSP3,1960,20--24,Male,362.3
SSP3,1960,25--29,Female,394.5
SSP3,1960,25--29,Male,344.1
SSP3,1960,30--34,Female,394.4
SSP3,1960,30--34,Male,310.9
SSP3,1960,35--39,Female,305.5
SSP3,1960,35--39,Male,199.8
SSP3,1960,40--44,Female,214.6
SSP3,1960,40--44,Male,132.5
SSP3,1960,45--49,Female,256.5
SSP3,1960,45--49,Male,154.8
SSP3,1960,5--9,Female,426.5
SSP3,1960,5--9,Male,443.0
SSP3,1960,50--54,Female,246.5
SSP3,1960,50--54,Male,158.5
SSP3,1960,55--59,Female,234.9
SSP3,1960,55--59,Male,134.9
SSP3,1960,60--64,Female,188.5
SSP3,1960,60--64,Male,105.0
SSP3,1960,65--69,Female,153.7
SSP3,1960,65--69,Male,85.5
SSP3,1960,70--74,Female,116.6
SSP3,1960,70--74,Male,58.3
SSP3,1960,75--79,Female,65.2
SSP3,1960,75--79,Male,34.8
SSP3,1960,80--84,Female,34.1
SSP3,1960,80--84,Male,16.0
SSP3,1960,85--89,Female,15.6
SSP3,1960,85--89,Male,6.4
SSP3,1960,90--94,Female,5.4
SSP3,1960,90--94,Male,1.9
SSP3,1960,95--99,Female,1.9
SSP3,1960,95--99,Male,0.5
SSP3,1965,0--4,Female,456.6
SSP3,1965,0--4,Male,480.1
SSP3,1965,10--14,Female,422.6
SSP3,1965,10--14,Male,439.4
SSP3,1965,100+,Female,0.4
SSP3,1965,100+,Male,0.1
SSP3,1965,15--19,Female,331.8
SSP3,1965,15--19,Male,343.6
SSP3,1965,20--24,Female,288.1
SSP3,1965,20--24,Male,274.1
SSP3,1965,25--29,Female,393.7
SSP3,1965,25--29,Male,353.3
SSP3,1965,30--34,Female,374.8
SSP3,1965,30--34,Male,334.7
SSP3,1965,35--39,Female,392.4
SSP3,1965,35--39,Male,312.4
SSP3,1965,40--44,Female,300.9
SSP3,1965,40--44,Male,197.4
SSP3,1965,45--49,Female,204.2
SSP3,1965,45--49,Male,126.3
SSP3,1965,5--9,Female,474.9
SSP3,1965,5--9,Male,494.6
SSP3,1965,50--54,Female,257.1
SSP3,1965,50--54,Male,150.1
SSP3,1965,55--59,Female,250.4
SSP3,1965,55--59,Male,150.9
SSP3,1965,60--64,Female,227.7
SSP3,1965,60--64,Male,125.5
SSP3,1965,65--69,Female,168.8
SSP3,1965,65--69,Male,90.4
SSP3,1965,70--74,Female,123.9
SSP3,1965,70--74,Male,66.2
SSP3,1965,75--79,Female,83.8
SSP3,1965,75--79,Male,38.3
SSP3,1965,80--84,Female,37.7
SSP3,1965,80--84,Male,18.7
SSP3,1965,85--89,Female,16.4
SSP3,1965,85--89,Male,7.1
SSP3,1965,90--94,Female,5.9
SSP3,1965,90--94,Male,2.1
SSP3,1965,95--99,Female,1.6
SSP3,1965,95--99,Male,0.5
SSP3,1970,0--4,Female,367.2
SSP3,1970,0--4,Male,384.4
SSP3,1970,10--14,Female,471.5
SSP3,1970,10--14,Male,491.3
SSP3,1970,100+,Female,0.3
SSP3,1970,100+,Male,0.1
SSP3,1970,15--19,Female,393.1
SSP3,1970,15--19,Male,413.7
SSP3,1970,20--24,Female,305.8
SSP3,1970,20--24,Male,313.4
SSP3,1970,25--29,Female,269.2
SSP3,1970,25--29,Male,262.2
SSP3,1970,30--34,Female,379.2
SSP3,1970,30--34,Male,350.0
SSP3,1970,35--39,Female,369.3
SSP3,1970,35--39,Male,335.5
SSP3,1970,40--44,Female,384.9
SSP3,1970,40--44,Male,310.9
SSP3,1970,45--49,Female,300.6
SSP3,1970,45--49,Male,196.3
SSP3,1970,5--9,Female,454.1
SSP3,1970,5--9,Male,475.6
SSP3,1970,50--54,Female,203.0
SSP3,1970,50--54,Male,122.7
SSP3,1970,55--59,Female,267.6
SSP3,1970,55--59,Male,147.6
SSP3,1970,60--64,Female,245.0
SSP3,1970,60--64,Male,143.0
SSP3,1970,65--69,Female,209.6
SSP3,1970,65--69,Male,111.5
SSP3,1970,70--74,Female,142.0
SSP3,1970,70--74,Male,72.6
SSP3,1970,75--79,Female,91.5
SSP3,1970,75--79,Male,45.4
SSP3,1970,80--84,Female,50.9
SSP3,1970,80--84,Male,21.1
SSP3,1970,85--89,Female,18.1
SSP3,1970,85--89,Male,8.1
SSP3,1970,90--94,Female,6.0
SSP3,1970,90--94,Male,2.2
SSP3,1970,95--99,Female,1.6
SSP3,1970,95--99,Male,0.5
SSP3,1975,0--4,Female,364.3
SSP3,1975,0--4,Male,378.7
SSP3,1975,10--14,Female,450.7
SSP3,1975,10--14,Male,473.4
SSP3,1975,100+,Female,0.2
SSP3,1975,100+,Male,0.0
SSP3,1975,15--19,Female,442.4
SSP3,1975,15--19,Male,470.7
SSP3,1975,20--24,Female,375.2
SSP3,1975,20--24,Male,386.3
SSP3,1975,25--29,Female,304.5
SSP3,1975,25--29,Male,309.6
SSP3,1975,30--34,Female,262.6
SSP3,1975,30--34,Male,256.3
SSP3,1975,35--39,Female,382.3
SSP3,1975,35--39,Male,349.5
SSP3,1975,40--44,Female,363.0
SSP3,1975,40--44,Male,327.8
