territory_id,oblast,year,age_group,sex,locality,pop
BY-BR,BY-BR,2009,65-69,m,urban,11630
BY-BR,BY-BR,2009,70-74,f,rural,19595
BY-BR,BY-BR,2009,70-74,f,urban,17184
BY-BR,BY-BR,2009,70-74,m,rural,9736
BY-BR,BY-BR,2009,70-74,m,urban,9239
BY-BR,BY-BR,2009,75-79,f,rural,19837
BY-BR,BY-BR,2009,75-79,f,urban,13377
BY-BR,BY-BR,2009,75-79,m,rural,8988
BY-BR,BY-BR,2009,75-79,m,urban,5756
BY-BR,BY-BR,2009,80 и старше,f,rural,18999
BY-BR,BY-BR,2009,Возраст не определен,f,rural,3
BY-BR,BY-BR,2009,80 и старше,f,urban,14649
BY-BR,BY-BR,2009,Возраст не определен,f,urban,5
BY-BR,BY-BR,2009,80 и старше,m,rural,6437
BY-BR,BY-BR,2009,Возраст не определен,m,rural,1
BY-BR,BY-BR,2009,80 и старше,m,urban,5180
BY-BR,BY-BR,2009,Возраст не определен,m,urban,2
c-baranavichy,BY-BR,2009,0-4,f,urban,4385
c-baranavichy,BY-BR,2009,0-4,m,urban,4517
c-baranavichy,BY-BR,2009,5-9,f,urban,4076
c-baranavichy,BY-BR,2009,5-9,m,urban,4235
c-baranavichy,BY-BR,2009,10-14,f,urban,3996
c-baranavichy,BY-BR,2009,10-14,m,urban,4283
c-baranavichy,BY-BR,2009,15-19,f,urban,7026
c-baranavichy,BY-BR,2009,15-19,m,urban,5616
c-baranavichy,BY-BR,2009,20-24,f,urban,7199
c-baranavichy,BY-BR,2009,20-24,m,urban,6852
c-baranavichy,BY-BR,2009,25-29,f,urban,6520
c-baranavichy,BY-BR,2009,25-29,m,urban,6448
c-baranavichy,BY-BR,2009,30-34,f,urban,6289
c-baranavichy,BY-BR,2009,30-34,m,urban,6045
c-baranavichy,BY-BR,2009,35-39,f,urban,6531
c-baranavichy,BY-BR,2009,35-39,m,urban,6082
c-baranavichy,BY-BR,2009,40-44,f,urban,6252
c-baranavichy,BY-BR,2009,40-44,m,urban,5718
c-baranavichy,BY-BR,2009,45-49,f,urban,7431
c-baranavichy,BY-BR,2009,45-49,m,urban,6337
c-baranavichy,BY-BR,2009,50-54,f,urban,7115
c-baranavichy,BY-BR,2009,50-54,m,urban,5706
c-baranavichy,BY-BR,2009,55-59,f,urban,5946
c-baranavichy,BY-BR,2009,55-59,m,urban,4603
c-baranavichy,BY-BR,2009,60-64,f,urban,5400
c-baranavichy,BY-BR,2009,60-64,m,urban,3521
c-baranavichy,BY-BR,2009,65-69,f,urban,3907
c-baranavichy,BY-BR,2009,65-69,m,urban,2638
c-baranavichy,BY-BR,2009,70-74,f,urban,3827
c-baranavichy,BY-BR,2009,70-74,m,urban,2037
c-baranavichy,BY-BR,2009,75-79,f,urban,2768
c-baranavichy,BY-BR,2009,75-79,m,urban,1124
c-baranavichy,BY-BR,2009,80 и старше,f,urban,2878
c-baranavichy,BY-BR,2009,80 и старше,m,urban,932
c-brest,BY-BR,2009,0-4,f,urban,8815
c-brest,BY-BR,2009,0-4,m,urban,9068
c-brest,BY-BR,2009,5-9,f,urban,7360
c-brest,BY-BR,2009,5-9,m,urban,7873
c-brest,BY-BR,2009,10-14,f,urban,7250
c-brest,BY-BR,2009,10-14,m,urban,7623
c-brest,BY-BR,2009,15-19,f,urban,12070
c-brest,BY-BR,2009,15-19,m,urban,12294
c-brest,BY-BR,2009,20-24,f,urban,14560
c-brest,BY-BR,2009,20-24,m,urban,14689
c-brest,BY-BR,2009,25-29,f,urban,14748
c-brest,BY-BR,2009,25-29,m,urban,13554
c-brest,BY-BR,2009,30-34,f,urban,12490
c-brest,BY-BR,2009,30-34,m,urban,11646
c-brest,BY-BR,2009,35-39,f,urban,11994
c-brest,BY-BR,2009,35-39,m,urban,10093
c-brest,BY-BR,2009,40-44,f,urban,12163
c-brest,BY-BR,2009,40-44,m,urban,9920
c-brest,BY-BR,2009,45-49,f,urban,13970
c-brest,BY-BR,2009,45-49,m,urban,11415
c-brest,BY-BR,2009,50-54,f,urban,13495
c-brest,BY-BR,2009,50-54,m,urban,10276
c-brest,BY-BR,2009,55-59,f,urban,11426
c-brest,BY-BR,2009,55-59,m,urban,7989
c-brest,BY-BR,2009,60-64,f,urban,7892
c-brest,BY-BR,2009,60-64,m,urban,5924
c-brest,BY-BR,2009,65-69,f,urban,5062
c-brest,BY-BR,2009,65-69,m,urban,3441
c-brest,BY-BR,2009,70-74,f,urban,5293
c-brest,BY-BR,2009,70-74,m,urban,2783
c-brest,BY-BR,2009,75-79,f,urban,4150
c-brest,BY-BR,2009,75-79,m,urban,1762
c-brest,BY-BR,2009,80 и старше,f,urban,4875
c-brest,BY-BR,2009,Возраст не определен,f,urban,4
c-brest,BY-BR,2009,80 и старше,m,urban,1795
c-brest,BY-BR,2009,Возраст не определен,m,urban,2
c-pinsk,BY-BR,2009,0-4,f,urban,3816
c-pinsk,BY-BR,2009,0-4,m,urban,4007
c-pinsk,BY-BR,2009,5-9,f,urban,3272
c-pinsk,BY-BR,2009,5-9,m,urban,3529
c-pinsk,BY-BR,2009,10-14,f,urban,3354
c-pinsk,BY-BR,2009,10-14,m,urban,3712
c-pinsk,BY-BR,2009,15-19,f,urban,5842
c-pinsk,BY-BR,2009,15-19,m,urban,5586
c-pinsk,BY-BR,2009,20-24,f,urban,4964
c-pinsk,BY-BR,2009,20-24,m,urban,4943
c-pinsk,BY-BR,2009,25-29,f,urban,5239
c-pinsk,BY-BR,2009,25-29,m,urban,5110
c-pinsk,BY-BR,2009,30-34,f,urban,5199
c-pinsk,BY-BR,2009,30-34,m,urban,4827
c-pinsk,BY-BR,2009,35-39,f,urban,5290
c-pinsk,BY-BR,2009,35-39,m,urban,4645
c-pinsk,BY-BR,2009,40-44,f,urban,4704
c-pinsk,BY-BR,2009,40-44,m,urban,4044
c-pinsk,BY-BR,2009,45-49,f,urban,5679
c-pinsk,BY-BR,2009,45-49,m,urban,4848
c-pinsk,BY-BR,2009,50-54,f,urban,5811
c-pinsk,BY-BR,2009,50-54,m,urban,4813
c-pinsk,BY-BR,2009,55-59,f,urban,4913
c-pinsk,BY-BR,2009,55-59,m,urban,3697
c-pinsk,BY-BR,2009,60-64,f,urban,3411
c-pinsk,BY-BR,2009,60-64,m,urban,2752
c-pinsk,BY-BR,2009,65-69,f,urban,2314
c-pinsk,BY-BR,2009,65-69,m,urban,1586
c-pinsk,BY-BR,2009,70-74,f,urban,2207
c-pinsk,BY-BR,2009,70-74,m,urban,1206
c-pinsk,BY-BR,2009,75-79,f,urban,1760
c-pinsk,BY-BR,2009,75-79,m,urban,714
c-pinsk,BY-BR,2009,80 и старше,f,urban,1891
c-pinsk,BY-BR,2009,80 и старше,m,urban,670
r-baranavicki,BY-BR,2009,0-4,f,rural,1024
r-baranavicki,BY-BR,2009,0-4,f,urban,51
r-baranavicki,BY-BR,2009,0-4,m,rural,1012
r-baranavicki,BY-BR,2009,0-4,m,urban,63
r-baranavicki,BY-BR,2009,5-9,f,rural,947
r-baranavicki,BY-BR,2009,5-9,f,urban,78
r-baranavicki,BY-BR,2009,5-9,m,rural,961
r-baranavicki,BY-BR,2009,5-9,m,urban,76
r-baranavicki,BY-BR,2009,10-14,f,rural,1053
r-baranavicki,BY-BR,2009,10-14,f,urban,83
r-baranavicki,BY-BR,2009,10-14,m,rural,1032
r-baranavicki,BY-BR,2009,10-14,m,urban,81
r-baranavicki,BY-BR,2009,15-19,f,rural,862
r-baranavicki,BY-BR,2009,15-19,f,urban,43
r-baranavicki,BY-BR,2009,15-19,m,rural,1044
r-baranavicki,BY-BR,2009,15-19,m,urban,75
r-baranavicki,BY-BR,2009,20-24,f,rural,1118
r-baranavicki,BY-BR,2009,20-24,f,urban,76
r-baranavicki,BY-BR,2009,20-24,m,rural,1276
r-baranavicki,BY-BR,2009,20-24,m,urban,86
r-baranavicki,BY-BR,2009,25-29,f,rural,1154
r-baranavicki,BY-BR,2009,25-29,f,urban,72
r-baranavicki,BY-BR,2009,25-29,m,rural,1247
r-baranavicki,BY-BR,2009,25-29,m,urban,89
r-baranavicki,BY-BR,2009,30-34,f,rural,1100
r-baranavicki,BY-BR,2009,30-34,f,urban,81
r-baranavicki,BY-BR,2009,30-34,m,rural,1127
r-baranavicki,BY-BR,2009,30-34,m,urban,83
r-baranavicki,BY-BR,2009,35-39,f,rural,1235
r-baranavicki,BY-BR,2009,35-39,f,urban,61
r-baranavicki,BY-BR,2009,35-39,m,rural,1267
r-baranavicki,BY-BR,2009,35-39,m,urban,61
r-baranavicki,BY-BR,2009,40-44,f,rural,1300
r-baranavicki,BY-BR,2009,40-44,f,urban,60
r-baranavicki,BY-BR,2009,40-44,m,rural,1437
r-baranavicki,BY-BR,2009,40-44,m,urban,62
r-baranavicki,BY-BR,2009,45-49,f,rural,1568
r-baranavicki,BY-BR,2009,45-49,f,urban,79
r-baranavicki,BY-BR,2009,45-49,m,rural,1695
r-baranavicki,BY-BR,2009,45-49,m,urban,69
r-baranavicki,BY-BR,2009,50-54,f,rural,1519
r-baranavicki,BY-BR,2009,50-54,f,urban,109
r-baranavicki,BY-BR,2009,50-54,m,rural,1640
r-baranavicki,BY-BR,2009,50-54,m,urban,93
r-baranavicki,BY-BR,2009,55-59,f,rural,1296
r-baranavicki,BY-BR,2009,55-59,f,urban,81
r-baranavicki,BY-BR,2009,55-59,m,rural,1210
r-baranavicki,BY-BR,2009,55-59,m,urban,69
r-baranavicki,BY-BR,2009,60-64,f,rural,1168
r-baranavicki,BY-BR,2009,60-64,f,urban,67
r-baranavicki,BY-BR,2009,60-64,m,rural,867
r-baranavicki,BY-BR,2009,60-64,m,urban,37
r-baranavicki,BY-BR,2009,65-69,f,rural,1291
r-baranavicki,BY-BR,2009,65-69,f,urban,59
r-baranavicki,BY-BR,2009,65-69,m,rural,794
r-baranavicki,BY-BR,2009,65-69,m,urban,34
r-baranavicki,BY-BR,2009,70-74,f,rural,1562
r-baranavicki,BY-BR,2009,70-74,f,urban,64
r-baranavicki,BY-BR,2009,70-74,m,rural,783
r-baranavicki,BY-BR,2009,70-74,m,urban,34
r-baranavicki,BY-BR,2009,75-79,f,rural,1508
r-baranavicki,BY-BR,2009,75-79,f,urban,43
r-baranavicki,BY-BR,2009,75-79,m,rural,619
r-baranavicki,BY-BR,2009,75-79,m,urban,18
r-baranavicki,BY-BR,2009,80 и старше,f,rural,1553
r-baranavicki,BY-BR,2009,Возраст не определен,f,rural,1
r-baranavicki,BY-BR,2009,80 и старше,f,urban,61
r-baranavicki,BY-BR,2009,80 и старше,m,rural,412
r-baranavicki,BY-BR,2009,Возраст не определен,m,rural,1
r-baranavicki,BY-BR,2009,80 и старше,m,urban,21
r-biarozauski,BY-BR,2009,0-4,f,rural,538
r-biarozauski,BY-BR,2009,0-4,f,urban,1153
r-biarozauski,BY-BR,2009,0-4,m,rural,580
r-biarozauski,BY-BR,2009,0-4,m,urban,1280
r-biarozauski,BY-BR,2009,5-9,f,rural,599
r-biarozauski,BY-BR,2009,5-9,f,urban,1165
r-biarozauski,BY-BR,2009,5-9,m,rural,597
r-biarozauski,BY-BR,2009,5-9,m,urban,1220
r-biarozauski,BY-BR,2009,10-14,f,rural,722
r-biarozauski,BY-BR,2009,10-14,f,urban,1239
r-biarozauski,BY-BR,2009,10-14,m,rural,680
r-biarozauski,BY-BR,2009,10-14,m,urban,1313
r-biarozauski,BY-BR,2009,15-19,f,rural,448
r-biarozauski,BY-BR,2009,15-19,f,urban,1072
r-biarozauski,BY-BR,2009,15-19,m,rural,560
r-biarozauski,BY-BR,2009,15-19,m,urban,1521
r-biarozauski,BY-BR,2009,20-24,f,rural,538
r-biarozauski,BY-BR,2009,20-24,f,urban,1287
r-biarozauski,BY-BR,2009,20-24,m,rural,681
r-biarozauski,BY-BR,2009,20-24,m,urban,1656
r-biarozauski,BY-BR,2009,25-29,f,rural,551
r-biarozauski,BY-BR,2009,25-29,f,urban,1592
r-biarozauski,BY-BR,2009,25-29,m,rural,610
r-biarozauski,BY-BR,2009,25-29,m,urban,1776
r-biarozauski,BY-BR,2009,30-34,f,rural,679
r-biarozauski,BY-BR,2009,30-34,f,urban,1653
r-biarozauski,BY-BR,2009,30-34,m,rural,673
r-biarozauski,BY-BR,2009,30-34,m,urban,1559
r-biarozauski,BY-BR,2009,35-39,f,rural,740
r-biarozauski,BY-BR,2009,35-39,f,urban,1742
r-biarozauski,BY-BR,2009,35-39,m,rural,861
r-biarozauski,BY-BR,2009,35-39,m,urban,1538
r-biarozauski,BY-BR,2009,40-44,f,rural,740
r-biarozauski,BY-BR,2009,40-44,f,urban,1754
r-biarozauski,BY-BR,2009,40-44,m,rural,957
r-biarozauski,BY-BR,2009,40-44,m,urban,1663
r-biarozauski,BY-BR,2009,45-49,f,rural,882
r-biarozauski,BY-BR,2009,45-49,f,urban,2059
r-biarozauski,BY-BR,2009,45-49,m,rural,998
r-biarozauski,BY-BR,2009,45-49,m,urban,1743
r-biarozauski,BY-BR,2009,50-54,f,rural,847
r-biarozauski,BY-BR,2009,50-54,f,urban,1949
r-biarozauski,BY-BR,2009,50-54,m,rural,946
r-biarozauski,BY-BR,2009,50-54,m,urban,1636
r-biarozauski,BY-BR,2009,55-59,f,rural,756
r-biarozauski,BY-BR,2009,55-59,f,urban,1449
r-biarozauski,BY-BR,2009,55-59,m,rural,665
r-biarozauski,BY-BR,2009,55-59,m,urban,1214
r-biarozauski,BY-BR,2009,60-64,f,rural,821
r-biarozauski,BY-BR,2009,60-64,f,urban,1013
r-biarozauski,BY-BR,2009,60-64,m,rural,560
r-biarozauski,BY-BR,2009,60-64,m,urban,800
r-biarozauski,BY-BR,2009,65-69,f,rural,983
r-biarozauski,BY-BR,2009,65-69,f,urban,828
r-biarozauski,BY-BR,2009,65-69,m,rural,598
r-biarozauski,BY-BR,2009,65-69,m,urban,505
r-biarozauski,BY-BR,2009,70-74,f,rural,1279
r-biarozauski,BY-BR,2009,70-74,f,urban,776
r-biarozauski,BY-BR,2009,70-74,m,rural,641
r-biarozauski,BY-BR,2009,70-74,m,urban,416
r-biarozauski,BY-BR,2009,75-79,f,rural,1234
r-biarozauski,BY-BR,2009,75-79,f,urban,443
r-biarozauski,BY-BR,2009,75-79,m,rural,590
r-biarozauski,BY-BR,2009,75-79,m,urban,246
r-biarozauski,BY-BR,2009,80 и старше,f,rural,1173
r-biarozauski,BY-BR,2009,80 и старше,f,urban,464
r-biarozauski,BY-BR,2009,80 и старше,m,rural,385
r-biarozauski,BY-BR,2009,80 и старше,m,urban,152
r-brescki,BY-BR,2009,0-4,f,rural,1194
r-brescki,BY-BR,2009,0-4,f,urban,27
r-brescki,BY-BR,2009,0-4,m,rural,1229
r-brescki,BY-BR,2009,0-4,m,urban,29
r-brescki,BY-BR,2009,5-9,f,rural,986
r-brescki,BY-BR,2009,5-9,f,urban,23
r-brescki,BY-BR,2009,5-9,m,rural,1118
r-brescki,BY-BR,2009,5-9,m,urban,27
r-brescki,BY-BR,2009,10-14,f,rural,943
r-brescki,BY-BR,2009,10-14,f,urban,30
r-brescki,BY-BR,2009,10-14,m,rural,1067
r-brescki,BY-BR,2009,10-14,m,urban,27
r-brescki,BY-BR,2009,15-19,f,rural,1039
r-brescki,BY-BR,2009,15-19,f,urban,18
r-brescki,BY-BR,2009,15-19,m,rural,1245
r-brescki,BY-BR,2009,15-19,m,urban,40
r-brescki,BY-BR,2009,20-24,f,rural,1405
r-brescki,BY-BR,2009,20-24,f,urban,30
r-brescki,BY-BR,2009,20-24,m,rural,1729
r-brescki,BY-BR,2009,20-24,m,urban,71
r-brescki,BY-BR,2009,25-29,f,rural,1407
r-brescki,BY-BR,2009,25-29,f,urban,39
r-brescki,BY-BR,2009,25-29,m,rural,1555
r-brescki,BY-BR,2009,25-29,m,urban,41
r-brescki,BY-BR,2009,30-34,f,rural,1297
r-brescki,BY-BR,2009,30-34,f,urban,46
r-brescki,BY-BR,2009,30-34,m,rural,1284
r-brescki,BY-BR,2009,30-34,m,urban,45
r-brescki,BY-BR,2009,35-39,f,rural,1157
r-brescki,BY-BR,2009,35-39,f,urban,41
r-brescki,BY-BR,2009,35-39,m,rural,1122
r-brescki,BY-BR,2009,35-39,m,urban,39
r-brescki,BY-BR,2009,40-44,f,rural,1356
r-brescki,BY-BR,2009,40-44,f,urban,41
r-brescki,BY-BR,2009,40-44,m,rural,1269
r-brescki,BY-BR,2009,40-44,m,urban,33
r-brescki,BY-BR,2009,45-49,f,rural,1656
r-brescki,BY-BR,2009,45-49,f,urban,56
r-brescki,BY-BR,2009,45-49,m,rural,1613
r-brescki,BY-BR,2009,45-49,m,urban,52
r-brescki,BY-BR,2009,50-54,f,rural,1535
r-brescki,BY-BR,2009,50-54,f,urban,47
r-brescki,BY-BR,2009,50-54,m,rural,1509
r-brescki,BY-BR,2009,50-54,m,urban,44
r-brescki,BY-BR,2009,55-59,f,rural,1175
r-brescki,BY-BR,2009,55-59,f,urban,34
r-brescki,BY-BR,2009,55-59,m,rural,1019
r-brescki,BY-BR,2009,55-59,m,urban,49
r-brescki,BY-BR,2009,60-64,f,rural,875
r-brescki,BY-BR,2009,60-64,f,urban,37
r-brescki,BY-BR,2009,60-64,m,rural,685
r-brescki,BY-BR,2009,60-64,m,urban,26
r-brescki,BY-BR,2009,65-69,f,rural,825
r-brescki,BY-BR,2009,65-69,f,urban,30
r-brescki,BY-BR,2009,65-69,m,rural,520
r-brescki,BY-BR,2009,65-69,m,urban,23
r-brescki,BY-BR,2009,70-74,f,rural,1017
r-brescki,BY-BR,2009,70-74,f,urban,46
r-brescki,BY-BR,2009,70-74,m,rural,536
r-brescki,BY-BR,2009,70-74,m,urban,33
r-brescki,BY-BR,2009,75-79,f,rural,982
r-brescki,BY-BR,2009,75-79,f,urban,45
r-brescki,BY-BR,2009,75-79,m,rural,416
r-brescki,BY-BR,2009,75-79,m,urban,20
r-brescki,BY-BR,2009,80 и старше,f,rural,1048
r-brescki,BY-BR,2009,80 и старше,f,urban,94
r-brescki,BY-BR,2009,80 и старше,m,rural,308
r-brescki,BY-BR,2009,80 и старше,m,urban,22
r-drahichynski,BY-BR,2009,0-4,f,rural,629
r-drahichynski,BY-BR,2009,0-4,f,urban,516
r-drahichynski,BY-BR,2009,0-4,m,rural,652
r-drahichynski,BY-BR,2009,0-4,m,urban,510
r-drahichynski,BY-BR,2009,5-9,f,rural,687
r-drahichynski,BY-BR,2009,5-9,f,urban,464
r-drahichynski,BY-BR,2009,5-9,m,rural,698
r-drahichynski,BY-BR,2009,5-9,m,urban,515
r-drahichynski,BY-BR,2009,10-14,f,rural,881
r-drahichynski,BY-BR,2009,10-14,f,urban,465
r-drahichynski,BY-BR,2009,10-14,m,rural,900
r-drahichynski,BY-BR,2009,10-14,m,urban,494
r-drahichynski,BY-BR,2009,15-19,f,rural,507
r-drahichynski,BY-BR,2009,15-19,f,urban,451
r-drahichynski,BY-BR,2009,15-19,m,rural,674
r-drahichynski,BY-BR,2009,15-19,m,urban,644
r-drahichynski,BY-BR,2009,20-24,f,rural,516
r-drahichynski,BY-BR,2009,20-24,f,urban,523
r-drahichynski,BY-BR,2009,20-24,m,rural,656
r-drahichynski,BY-BR,2009,20-24,m,urban,536
r-drahichynski,BY-BR,2009,25-29,f,rural,514
r-drahichynski,BY-BR,2009,25-29,f,urban,652
r-drahichynski,BY-BR,2009,25-29,m,rural,602
r-drahichynski,BY-BR,2009,25-29,m,urban,650
r-drahichynski,BY-BR,2009,30-34,f,rural,738
r-drahichynski,BY-BR,2009,30-34,f,urban,614
r-drahichynski,BY-BR,2009,30-34,m,rural,713
r-drahichynski,BY-BR,2009,30-34,m,urban,593
r-drahichynski,BY-BR,2009,35-39,f,rural,850
r-drahichynski,BY-BR,2009,35-39,f,urban,592
r-drahichynski,BY-BR,2009,35-39,m,rural,908
r-drahichynski,BY-BR,2009,35-39,m,urban,531
r-drahichynski,BY-BR,2009,40-44,f,rural,780
r-drahichynski,BY-BR,2009,40-44,f,urban,614
r-drahichynski,BY-BR,2009,40-44,m,rural,996
r-drahichynski,BY-BR,2009,40-44,m,urban,524
r-drahichynski,BY-BR,2009,45-49,f,rural,753
r-drahichynski,BY-BR,2009,45-49,f,urban,820
r-drahichynski,BY-BR,2009,45-49,m,rural,957
r-drahichynski,BY-BR,2009,45-49,m,urban,682
r-drahichynski,BY-BR,2009,50-54,f,rural,844
r-drahichynski,BY-BR,2009,50-54,f,urban,809
r-drahichynski,BY-BR,2009,50-54,m,rural,876
r-drahichynski,BY-BR,2009,50-54,m,urban,687
r-drahichynski,BY-BR,2009,55-59,f,rural,743
r-drahichynski,BY-BR,2009,55-59,f,urban,563
r-drahichynski,BY-BR,2009,55-59,m,rural,639
r-drahichynski,BY-BR,2009,55-59,m,urban,506
r-drahichynski,BY-BR,2009,60-64,f,rural,788
r-drahichynski,BY-BR,2009,60-64,f,urban,399
r-drahichynski,BY-BR,2009,60-64,m,rural,571
r-drahichynski,BY-BR,2009,60-64,m,urban,308
r-drahichynski,BY-BR,2009,65-69,f,rural,1026
r-drahichynski,BY-BR,2009,65-69,f,urban,301
r-drahichynski,BY-BR,2009,65-69,m,rural,558
r-drahichynski,BY-BR,2009,65-69,m,urban,205
r-drahichynski,BY-BR,2009,70-74,f,rural,1304
r-drahichynski,BY-BR,2009,70-74,f,urban,293
r-drahichynski,BY-BR,2009,70-74,m,rural,626
r-drahichynski,BY-BR,2009,70-74,m,urban,149
r-drahichynski,BY-BR,2009,75-79,f,rural,1405
r-drahichynski,BY-BR,2009,75-79,f,urban,275
r-drahichynski,BY-BR,2009,75-79,m,rural,714
r-drahichynski,BY-BR,2009,75-79,m,urban,136
r-drahichynski,BY-BR,2009,80 и старше,f,rural,1311
r-drahichynski,BY-BR,2009,80 и старше,f,urban,292
r-drahichynski,BY-BR,2009,80 и старше,m,rural,501
r-drahichynski,BY-BR,2009,80 и старше,m,urban,118
r-hancavicki,BY-BR,2009,0-4,f,rural,369
r-hancavicki,BY-BR,2009,0-4,f,urban,406
r-hancavicki,BY-BR,2009,0-4,m,rural,454
r-hancavicki,BY-BR,2009,0-4,m,urban,487
r-hancavicki,BY-BR,2009,5-9,f,rural,404
r-hancavicki,BY-BR,2009,5-9,f,urban,408
r-hancavicki,BY-BR,2009,5-9,m,rural,412
r-hancavicki,BY-BR,2009,5-9,m,urban,426
r-hancavicki,BY-BR,2009,10-14,f,rural,547
r-hancavicki,BY-BR,2009,10-14,f,urban,449
r-hancavicki,BY-BR,2009,10-14,m,rural,524
r-hancavicki,BY-BR,2009,10-14,m,urban,465
r-hancavicki,BY-BR,2009,15-19,f,rural,416
r-hancavicki,BY-BR,2009,15-19,f,urban,362
r-hancavicki,BY-BR,2009,15-19,m,rural,490
r-hancavicki,BY-BR,2009,15-19,m,urban,534
r-hancavicki,BY-BR,2009,20-24,f,rural,395
r-hancavicki,BY-BR,2009,20-24,f,urban,418
r-hancavicki,BY-BR,2009,20-24,m,rural,553
r-hancavicki,BY-BR,2009,20-24,m,urban,455
r-hancavicki,BY-BR,2009,25-29,f,rural,357
r-hancavicki,BY-BR,2009,25-29,f,urban,495
r-hancavicki,BY-BR,2009,25-29,m,rural,471
r-hancavicki,BY-BR,2009,25-29,m,urban,524
r-hancavicki,BY-BR,2009,30-34,f,rural,502
r-hancavicki,BY-BR,2009,30-34,f,urban,612
r-hancavicki,BY-BR,2009,30-34,m,rural,578
r-hancavicki,BY-BR,2009,30-34,m,urban,553
r-hancavicki,BY-BR,2009,35-39,f,rural,516
r-hancavicki,BY-BR,2009,35-39,f,urban,576
r-hancavicki,BY-BR,2009,35-39,m,rural,646
r-hancavicki,BY-BR,2009,35-39,m,urban,514
r-hancavicki,BY-BR,2009,40-44,f,rural,546
r-hancavicki,BY-BR,2009,40-44,f,urban,600
r-hancavicki,BY-BR,2009,40-44,m,rural,667
r-hancavicki,BY-BR,2009,40-44,m,urban,486
r-hancavicki,BY-BR,2009,45-49,f,rural,548
r-hancavicki,BY-BR,2009,45-49,f,urban,618
r-hancavicki,BY-BR,2009,45-49,m,rural,705
r-hancavicki,BY-BR,2009,45-49,m,urban,573
r-hancavicki,BY-BR,2009,50-54,f,rural,567
r-hancavicki,BY-BR,2009,50-54,f,urban,659
r-hancavicki,BY-BR,2009,50-54,m,rural,666
r-hancavicki,BY-BR,2009,50-54,m,urban,554
r-hancavicki,BY-BR,2009,55-59,f,rural,578
r-hancavicki,BY-BR,2009,55-59,f,urban,504
r-hancavicki,BY-BR,2009,55-59,m,rural,533
r-hancavicki,BY-BR,2009,55-59,m,urban,445
r-hancavicki,BY-BR,2009,60-64,f,rural,560
r-hancavicki,BY-BR,2009,60-64,f,urban,350
r-hancavicki,BY-BR,2009,60-64,m,rural,476
