year,origin_oblast,dest_oblast,age_group,migrants
2019,BY-MA,BY-BR,10-14,128
2019,BY-MA,BY-BR,15-19,227
2019,BY-MA,BY-BR,20-24,438
2019,BY-MA,BY-BR,25-29,584
2019,BY-MA,BY-BR,30-34,834
2019,BY-MA,BY-BR,35-39,800
2019,BY-MA,BY-BR,40-44,633
2019,BY-MA,BY-BR,45-49,655
2019,BY-MA,BY-BR,5-9,89
2019,BY-MA,BY-BR,50-54,869
2019,BY-MA,BY-BR,55-59,1009
2019,BY-MA,BY-BR,60-64,1104
2019,BY-MA,BY-BR,65-69,1026
2019,BY-MA,BY-BR,70-74,639
2019,BY-MA,BY-BR,75-79,375
2019,BY-MA,BY-BR,80 и старше,706
2019,BY-MA,BY-HM,0-4,231
2019,BY-MA,BY-HM,10-14,605
2019,BY-MA,BY-HM,15-19,4367
2019,BY-MA,BY-HM,20-24,4862
2019,BY-MA,BY-HM,25-29,5618
2019,BY-MA,BY-HM,30-34,6568
2019,BY-MA,BY-HM,35-39,6006
2019,BY-MA,BY-HM,40-44,4610
2019,BY-MA,BY-HM,45-49,3799
2019,BY-MA,BY-HM,5-9,531
2019,BY-MA,BY-HM,50-54,4177
2019,BY-MA,BY-HM,55-59,6905
2019,BY-MA,BY-HM,60-64,8649
2019,BY-MA,BY-HM,65-69,8370
2019,BY-MA,BY-HM,70-74,5493
2019,BY-MA,BY-HM,75-79,3226
2019,BY-MA,BY-HM,80 и старше,5779
2019,BY-MA,BY-HO,0-4,90
2019,BY-MA,BY-HO,10-14,262
2019,BY-MA,BY-HO,15-19,1028
2019,BY-MA,BY-HO,20-24,982
2019,BY-MA,BY-HO,25-29,1299
2019,BY-MA,BY-HO,30-34,1775
2019,BY-MA,BY-HO,35-39,1684
2019,BY-MA,BY-HO,40-44,1552
2019,BY-MA,BY-HO,45-49,1707
2019,BY-MA,BY-HO,5-9,204
2019,BY-MA,BY-HO,50-54,1985
2019,BY-MA,BY-HO,55-59,2498
2019,BY-MA,BY-HO,60-64,2707
2019,BY-MA,BY-HO,65-69,2195
2019,BY-MA,BY-HO,70-74,1424
2019,BY-MA,BY-HO,75-79,870
2019,BY-MA,BY-HO,80 и старше,1464
2019,BY-MA,BY-HO,Возраст не определен,0
2019,BY-MA,BY-HR,0-4,47
2019,BY-MA,BY-HR,10-14,100
2019,BY-MA,BY-HR,15-19,240
2019,BY-MA,BY-HR,20-24,443
2019,BY-MA,BY-HR,25-29,468
2019,BY-MA,BY-HR,30-34,586
2019,BY-MA,BY-HR,35-39,567
2019,BY-MA,BY-HR,40-44,477
2019,BY-MA,BY-HR,45-49,472
2019,BY-MA,BY-HR,5-9,73
2019,BY-MA,BY-HR,50-54,672
2019,BY-MA,BY-HR,55-59,1105
2019,BY-MA,BY-HR,60-64,988
2019,BY-MA,BY-HR,65-69,924
2019,BY-MA,BY-HR,70-74,649
2019,BY-MA,BY-HR,75-79,429
2019,BY-MA,BY-HR,80 и старше,776
2019,BY-MA,BY-MA,0-4,1028
2019,BY-MA,BY-MA,10-14,4313
2019,BY-MA,BY-MA,15-19,8307
2019,BY-MA,BY-MA,20-24,8187
2019,BY-MA,BY-MA,25-29,12387
2019,BY-MA,BY-MA,30-34,17472
2019,BY-MA,BY-MA,35-39,18161
2019,BY-MA,BY-MA,40-44,17968
2019,BY-MA,BY-MA,45-49,18102
2019,BY-MA,BY-MA,5-9,2827
2019,BY-MA,BY-MA,50-54,20065
2019,BY-MA,BY-MA,55-59,24392
2019,BY-MA,BY-MA,60-64,27678
2019,BY-MA,BY-MA,65-69,22186
2019,BY-MA,BY-MA,70-74,12444
2019,BY-MA,BY-MA,75-79,6471
2019,BY-MA,BY-MA,80 и старше,10531
2019,BY-MA,BY-MA,Возраст не определен,0
2019,BY-MA,BY-MI,0-4,108
2019,BY-MA,BY-MI,10-14,407
2019,BY-MA,BY-MI,15-19,825
2019,BY-MA,BY-MI,20-24,1485
2019,BY-MA,BY-MI,25-29,1849
2019,BY-MA,BY-MI,30-34,2720
2019,BY-MA,BY-MI,35-39,2738
2019,BY-MA,BY-MI,40-44,2174
2019,BY-MA,BY-MI,45-49,1917
2019,BY-MA,BY-MI,5-9,340
2019,BY-MA,BY-MI,50-54,2427
2019,BY-MA,BY-MI,55-59,3274
2019,BY-MA,BY-MI,60-64,3502
2019,BY-MA,BY-MI,65-69,2686
2019,BY-MA,BY-MI,70-74,1624
2019,BY-MA,BY-MI,75-79,1038
2019,BY-MA,BY-MI,80 и старше,2034
2019,BY-MA,BY-VI,0-4,59
2019,BY-MA,BY-VI,10-14,208
2019,BY-MA,BY-VI,15-19,1208
2019,BY-MA,BY-VI,20-24,1240
2019,BY-MA,BY-VI,25-29,1141
2019,BY-MA,BY-VI,30-34,1679
2019,BY-MA,BY-VI,35-39,1572
2019,BY-MA,BY-VI,40-44,1510
2019,BY-MA,BY-VI,45-49,1528
2019,BY-MA,BY-VI,5-9,128
2019,BY-MA,BY-VI,50-54,2023
2019,BY-MA,BY-VI,55-59,2571
2019,BY-MA,BY-VI,60-64,3239
2019,BY-MA,BY-VI,65-69,2763
2019,BY-MA,BY-VI,70-74,1692
2019,BY-MA,BY-VI,75-79,1114
2019,BY-MA,BY-VI,80 и старше,1634
2019,BY-MI,BY-BR,0-4,246
2019,BY-MI,BY-BR,10-14,376
2019,BY-MI,BY-BR,15-19,1044
2019,BY-MI,BY-BR,20-24,902
2019,BY-MI,BY-BR,25-29,1298
2019,BY-MI,BY-BR,30-34,1717
2019,BY-MI,BY-BR,35-39,1599
2019,BY-MI,BY-BR,40-44,1462
2019,BY-MI,BY-BR,45-49,1589
2019,BY-MI,BY-BR,5-9,371
2019,BY-MI,BY-BR,50-54,1823
2019,BY-MI,BY-BR,55-59,2247
2019,BY-MI,BY-BR,60-64,2343
2019,BY-MI,BY-BR,65-69,1821
2019,BY-MI,BY-BR,70-74,1538
2019,BY-MI,BY-BR,75-79,845
2019,BY-MI,BY-BR,80 и старше,1166
2019,BY-MI,BY-HM,0-4,1259
2019,BY-MI,BY-HM,10-14,2642
2019,BY-MI,BY-HM,15-19,10008
2019,BY-MI,BY-HM,20-24,11179
2019,BY-MI,BY-HM,25-29,16764
2019,BY-MI,BY-HM,30-34,23306
2019,BY-MI,BY-HM,35-39,24064
2019,BY-MI,BY-HM,40-44,19793
2019,BY-MI,BY-HM,45-49,19481
2019,BY-MI,BY-HM,5-9,2547
2019,BY-MI,BY-HM,50-54,22374
2019,BY-MI,BY-HM,55-59,33059
2019,BY-MI,BY-HM,60-64,35595
2019,BY-MI,BY-HM,65-69,30803
2019,BY-MI,BY-HM,70-74,21947
2019,BY-MI,BY-HM,75-79,13984
2019,BY-MI,BY-HM,80 и старше,21276
2019,BY-MI,BY-HO,0-4,103
2019,BY-MI,BY-HO,10-14,219
2019,BY-MI,BY-HO,15-19,399
2019,BY-MI,BY-HO,20-24,557
2019,BY-MI,BY-HO,25-29,790
2019,BY-MI,BY-HO,30-34,1055
2019,BY-MI,BY-HO,35-39,1071
2019,BY-MI,BY-HO,40-44,1102
2019,BY-MI,BY-HO,45-49,982
2019,BY-MI,BY-HO,5-9,174
2019,BY-MI,BY-HO,50-54,1204
2019,BY-MI,BY-HO,55-59,1372
2019,BY-MI,BY-HO,60-64,1416
2019,BY-MI,BY-HO,65-69,1136
2019,BY-MI,BY-HO,70-74,798
2019,BY-MI,BY-HO,75-79,514
2019,BY-MI,BY-HO,80 и старше,611
2019,BY-MI,BY-HR,0-4,163
2019,BY-MI,BY-HR,10-14,257
2019,BY-MI,BY-HR,15-19,764
2019,BY-MI,BY-HR,20-24,860
2019,BY-MI,BY-HR,25-29,985
2019,BY-MI,BY-HR,30-34,1354
2019,BY-MI,BY-HR,35-39,1264
2019,BY-MI,BY-HR,40-44,1125
2019,BY-MI,BY-HR,45-49,1199
2019,BY-MI,BY-HR,5-9,306
2019,BY-MI,BY-HR,50-54,1491
2019,BY-MI,BY-HR,55-59,1799
2019,BY-MI,BY-HR,60-64,1807
2019,BY-MI,BY-HR,65-69,1397
2019,BY-MI,BY-HR,70-74,1060
2019,BY-MI,BY-HR,75-79,739
2019,BY-MI,BY-HR,80 и старше,1126
2019,BY-MI,BY-MA,0-4,101
2019,BY-MI,BY-MA,10-14,227
2019,BY-MI,BY-MA,15-19,734
2019,BY-MI,BY-MA,20-24,724
2019,BY-MI,BY-MA,25-29,1022
2019,BY-MI,BY-MA,30-34,1275
2019,BY-MI,BY-MA,35-39,1288
2019,BY-MI,BY-MA,40-44,1352
2019,BY-MI,BY-MA,45-49,1326
2019,BY-MI,BY-MA,5-9,206
2019,BY-MI,BY-MA,50-54,1664
2019,BY-MI,BY-MA,55-59,1808
2019,BY-MI,BY-MA,60-64,1978
2019,BY-MI,BY-MA,65-69,1531
2019,BY-MI,BY-MA,70-74,1063
2019,BY-MI,BY-MA,75-79,632
2019,BY-MI,BY-MA,80 и старше,844
2019,BY-MI,BY-MA,Возраст не определен,0
2019,BY-MI,BY-MI,0-4,2135
2019,BY-MI,BY-MI,10-14,6956
2019,BY-MI,BY-MI,15-19,11116
2019,BY-MI,BY-MI,20-24,10934
2019,BY-MI,BY-MI,25-29,17832
2019,BY-MI,BY-MI,30-34,25640
2019,BY-MI,BY-MI,35-39,27573
2019,BY-MI,BY-MI,40-44,24934
2019,BY-MI,BY-MI,45-49,25858
2019,BY-MI,BY-MI,5-9,5318
2019,BY-MI,BY-MI,50-54,28409
2019,BY-MI,BY-MI,55-59,35390
2019,BY-MI,BY-MI,60-64,32329
2019,BY-MI,BY-MI,65-69,22192
2019,BY-MI,BY-MI,70-74,15042
2019,BY-MI,BY-MI,75-79,9649
2019,BY-MI,BY-MI,80 и старше,12374
2019,BY-MI,BY-VI,0-4,375
2019,BY-MI,BY-VI,10-14,346
2019,BY-MI,BY-VI,15-19,889
2019,BY-MI,BY-VI,20-24,858
2019,BY-MI,BY-VI,25-29,999
2019,BY-MI,BY-VI,30-34,1317
2019,BY-MI,BY-VI,35-39,1316
2019,BY-MI,BY-VI,40-44,1251
2019,BY-MI,BY-VI,45-49,1391
2019,BY-MI,BY-VI,5-9,300
2019,BY-MI,BY-VI,50-54,1630
2019,BY-MI,BY-VI,55-59,1928
2019,BY-MI,BY-VI,60-64,2047
2019,BY-MI,BY-VI,65-69,1845
2019,BY-MI,BY-VI,70-74,1237
2019,BY-MI,BY-VI,75-79,837
2019,BY-MI,BY-VI,80 и старше,1048
2019,BY-MI,BY-VI,Возраст не определен,0
2019,BY-VI,BY-BR,0-4,54
2019,BY-VI,BY-BR,10-14,173
2019,BY-VI,BY-BR,15-19,177
2019,BY-VI,BY-BR,20-24,379
2019,BY-VI,BY-BR,25-29,575
2019,BY-VI,BY-BR,30-34,800
2019,BY-VI,BY-BR,35-39,789
2019,BY-VI,BY-BR,40-44,735
2019,BY-VI,BY-BR,45-49,700
2019,BY-VI,BY-BR,5-9,158
2019,BY-VI,BY-BR,50-54,776
2019,BY-VI,BY-BR,55-59,897
2019,BY-VI,BY-BR,60-64,979
2019,BY-VI,BY-BR,65-69,747
2019,BY-VI,BY-BR,70-74,579
2019,BY-VI,BY-BR,75-79,317
2019,BY-VI,BY-BR,80 и старше,589
2019,BY-VI,BY-HM,0-4,295
2019,BY-VI,BY-HM,10-14,823
2019,BY-VI,BY-HM,15-19,4157
2019,BY-VI,BY-HM,20-24,5322
2019,BY-VI,BY-HM,25-29,6844
2019,BY-VI,BY-HM,30-34,8200
2019,BY-VI,BY-HM,35-39,6529
2019,BY-VI,BY-HM,40-44,5030
2019,BY-VI,BY-HM,45-49,4108
2019,BY-VI,BY-HM,5-9,726
2019,BY-VI,BY-HM,50-54,4298
2019,BY-VI,BY-HM,55-59,6074
2019,BY-VI,BY-HM,60-64,6805
2019,BY-VI,BY-HM,65-69,6311
2019,BY-VI,BY-HM,70-74,3972
2019,BY-VI,BY-HM,75-79,2467
2019,BY-VI,BY-HM,80 и старше,4540
2019,BY-VI,BY-HO,0-4,47
2019,BY-VI,BY-HO,10-14,154
2019,BY-VI,BY-HO,15-19,303
2019,BY-VI,BY-HO,20-24,434
2019,BY-VI,BY-HO,25-29,688
2019,BY-VI,BY-HO,30-34,877
2019,BY-VI,BY-HO,35-39,860
2019,BY-VI,BY-HO,40-44,772
2019,BY-VI,BY-HO,45-49,820
2019,BY-VI,BY-HO,5-9,111
2019,BY-VI,BY-HO,50-54,903
2019,BY-VI,BY-HO,55-59,1007
2019,BY-VI,BY-HO,60-64,1092
2019,BY-VI,BY-HO,65-69,964
2019,BY-VI,BY-HO,70-74,589
2019,BY-VI,BY-HO,75-79,372
2019,BY-VI,BY-HO,80 и старше,643
2019,BY-VI,BY-HR,0-4,99
2019,BY-VI,BY-HR,10-14,171
2019,BY-VI,BY-HR,15-19,248
2019,BY-VI,BY-HR,20-24,528
2019,BY-VI,BY-HR,25-29,639
2019,BY-VI,BY-HR,30-34,801
2019,BY-VI,BY-HR,35-39,711
2019,BY-VI,BY-HR,40-44,610
2019,BY-VI,BY-HR,45-49,552
2019,BY-VI,BY-HR,5-9,157
2019,BY-VI,BY-HR,50-54,772
2019,BY-VI,BY-HR,55-59,897
2019,BY-VI,BY-HR,60-64,960
2019,BY-VI,BY-HR,65-69,786
2019,BY-VI,BY-HR,70-74,506
2019,BY-VI,BY-HR,75-79,433
2019,BY-VI,BY-HR,80 и старше,886
2019,BY-VI,BY-MA,0-4,87
2019,BY-VI,BY-MA,10-14,316
2019,BY-VI,BY-MA,15-19,879
2019,BY-VI,BY-MA,20-24,1066
2019,BY-VI,BY-MA,25-29,1404
2019,BY-VI,BY-MA,30-34,1572
2019,BY-VI,BY-MA,35-39,1574
2019,BY-VI,BY-MA,40-44,1645
2019,BY-VI,BY-MA,45-49,1684
2019,BY-VI,BY-MA,5-9,221
2019,BY-VI,BY-MA,50-54,1758
2019,BY-VI,BY-MA,55-59,1922
2019,BY-VI,BY-MA,60-64,1992
2019,BY-VI,BY-MA,65-69,1645
2019,BY-VI,BY-MA,70-74,1087
2019,BY-VI,BY-MA,75-79,543
2019,BY-VI,BY-MA,80 и старше,877
2019,BY-VI,BY-MA,Возраст не определен,0
2019,BY-VI,BY-MI,0-4,151
2019,BY-VI,BY-MI,10-14,501
2019,BY-VI,BY-MI,15-19,986
2019,BY-VI,BY-MI,20-24,1639
2019,BY-VI,BY-MI,25-29,2347
2019,BY-VI,BY-MI,30-34,3206
2019,BY-VI,BY-MI,35-39,3089
2019,BY-VI,BY-MI,40-44,2553
2019,BY-VI,BY-MI,45-49,2578
2019,BY-VI,BY-MI,5-9,417
2019,BY-VI,BY-MI,50-54,2779
2019,BY-VI,BY-MI,55-59,3666
2019,BY-VI,BY-MI,60-64,3438
2019,BY-VI,BY-MI,65-69,2568
2019,BY-VI,BY-MI,70-74,1651
2019,BY-VI,BY-MI,75-79,1122
2019,BY-VI,BY-MI,80 и старше,1813
2019,BY-VI,BY-VI,0-4,1522
2019,BY-VI,BY-VI,10-14,5794
2019,BY-VI,BY-VI,15-19,11726
2019,BY-VI,BY-VI,20-24,11294
2019,BY-VI,BY-VI,25-29,17861
2019,BY-VI,BY-VI,30-34,24252
2019,BY-VI,BY-VI,35-39,23902
2019,BY-VI,BY-VI,40-44,22521
2019,BY-VI,BY-VI,45-49,23269
2019,BY-VI,BY-VI,5-9,3798
2019,BY-VI,BY-VI,50-54,25216
2019,BY-VI,BY-VI,55-59,29580
2019,BY-VI,BY-VI,60-64,33582
2019,BY-VI,BY-VI,65-69,27010
2019,BY-VI,BY-VI,70-74,17815
2019,BY-VI,BY-VI,75-79,10628
2019,BY-VI,BY-VI,80 и старше,17474
2019,BY-VI,BY-VI,Возраст не определен,0
