year,territory_id,age_group,sex,locality,pop
2023,BY-BR,65-69,f,rural,14563
2023,BY-BR,65-69,f,total,47593
2023,BY-BR,65-69,f,urban,33030
2023,BY-BR,65-69,m,rural,11389
2023,BY-BR,65-69,m,total,31943
2023,BY-BR,65-69,m,urban,20554
2023,BY-BR,65-69,t,rural,25952
2023,BY-BR,65-69,t,total,79536
2023,BY-BR,65-69,t,urban,53584
2023,BY-BR,70-74,f,rural,12133
2023,BY-BR,70-74,f,total,38594
2023,BY-BR,70-74,f,urban,26461
2023,BY-BR,70-74,m,rural,7719
2023,BY-BR,70-74,m,total,21783
2023,BY-BR,70-74,m,urban,14064
2023,BY-BR,70-74,t,rural,19852
2023,BY-BR,70-74,t,total,60377
2023,BY-BR,70-74,t,urban,40525
2023,BY-BR,75-79,f,rural,8597
2023,BY-BR,75-79,f,total,22470
2023,BY-BR,75-79,f,urban,13873
2023,BY-BR,75-79,m,rural,3932
2023,BY-BR,75-79,m,total,10272
2023,BY-BR,75-79,m,urban,6340
2023,BY-BR,75-79,t,rural,12529
2023,BY-BR,75-79,t,total,32742
2023,BY-BR,75-79,t,urban,20213
2023,BY-BR,80 +,f,rural,17030
2023,BY-BR,80 +,f,total,34271
2023,BY-BR,80 +,f,urban,17241
2023,BY-BR,80 +,m,rural,4724
2023,BY-BR,80 +,m,total,9857
2023,BY-BR,80 +,m,urban,5133
2023,BY-BR,80 +,t,rural,21754
2023,BY-BR,80 +,t,total,44128
2023,BY-BR,80 +,t,urban,22374
2023,BY-HM,0-4,f,total,37570
2023,BY-HM,0-4,f,urban,37570
2023,BY-HM,0-4,m,total,39495
2023,BY-HM,0-4,m,urban,39495
2023,BY-HM,0-4,t,total,77065
2023,BY-HM,0-4,t,urban,77065
2023,BY-HM,10-14,f,total,53090
2023,BY-HM,10-14,f,urban,53090
2023,BY-HM,10-14,m,total,55445
2023,BY-HM,10-14,m,urban,55445
2023,BY-HM,10-14,t,total,108535
2023,BY-HM,10-14,t,urban,108535
2023,BY-HM,15-19,f,total,63641
2023,BY-HM,15-19,f,urban,63641
2023,BY-HM,15-19,m,total,62378
2023,BY-HM,15-19,m,urban,62378
2023,BY-HM,15-19,t,total,126019
2023,BY-HM,15-19,t,urban,126019
2023,BY-HM,20-24,f,total,49917
2023,BY-HM,20-24,f,urban,49917
2023,BY-HM,20-24,m,total,50946
2023,BY-HM,20-24,m,urban,50946
2023,BY-HM,20-24,t,total,100863
2023,BY-HM,20-24,t,urban,100863
2023,BY-HM,25-29,f,total,63456
2023,BY-HM,25-29,f,urban,63456
2023,BY-HM,25-29,m,total,57615
2023,BY-HM,25-29,m,urban,57615
2023,BY-HM,25-29,t,total,121071
2023,BY-HM,25-29,t,urban,121071
2023,BY-HM,30-34,f,total,93689
2023,BY-HM,30-34,f,urban,93689
2023,BY-HM,30-34,m,total,87898
2023,BY-HM,30-34,m,urban,87898
2023,BY-HM,30-34,t,total,181587
2023,BY-HM,30-34,t,urban,181587
2023,BY-HM,35-39,f,total,102306
2023,BY-HM,35-39,f,urban,102306
2023,BY-HM,35-39,m,total,95372
2023,BY-HM,35-39,m,urban,95372
2023,BY-HM,35-39,t,total,197678
2023,BY-HM,35-39,t,urban,197678
2023,BY-HM,40-44,f,total,85072
2023,BY-HM,40-44,f,urban,85072
2023,BY-HM,40-44,m,total,79970
2023,BY-HM,40-44,m,urban,79970
2023,BY-HM,40-44,t,total,165042
2023,BY-HM,40-44,t,urban,165042
2023,BY-HM,45-49,f,total,69636
2023,BY-HM,45-49,f,urban,69636
2023,BY-HM,45-49,m,total,62607
2023,BY-HM,45-49,m,urban,62607
2023,BY-HM,45-49,t,total,132243
2023,BY-HM,45-49,t,urban,132243
2023,BY-HM,5-9,f,total,58917
2023,BY-HM,5-9,f,urban,58917
2023,BY-HM,5-9,m,total,61952
2023,BY-HM,5-9,m,urban,61952
2023,BY-HM,5-9,t,total,120869
2023,BY-HM,5-9,t,urban,120869
2023,BY-HM,50-54,f,total,61893
2023,BY-HM,50-54,f,urban,61893
2023,BY-HM,50-54,m,total,51105
2023,BY-HM,50-54,m,urban,51105
2023,BY-HM,50-54,t,total,112998
2023,BY-HM,50-54,t,urban,112998
2023,BY-HM,55-59,f,total,65217
2023,BY-HM,55-59,f,urban,65217
2023,BY-HM,55-59,m,total,49853
2023,BY-HM,55-59,m,urban,49853
2023,BY-HM,55-59,t,total,115070
2023,BY-HM,55-59,t,urban,115070
2023,BY-HM,60-64,f,total,77555
2023,BY-HM,60-64,f,urban,77555
2023,BY-HM,60-64,m,total,52692
2023,BY-HM,60-64,m,urban,52692
2023,BY-HM,60-64,t,total,130247
2023,BY-HM,60-64,t,urban,130247
2023,BY-HM,65-69,f,total,69518
2023,BY-HM,65-69,f,urban,69518
2023,BY-HM,65-69,m,total,40947
2023,BY-HM,65-69,m,urban,40947
2023,BY-HM,65-69,t,total,110465
2023,BY-HM,65-69,t,urban,110465
2023,BY-HM,70-74,f,total,58019
2023,BY-HM,70-74,f,urban,58019
2023,BY-HM,70-74,m,total,29807
2023,BY-HM,70-74,m,urban,29807
2023,BY-HM,70-74,t,total,87826
2023,BY-HM,70-74,t,urban,87826
2023,BY-HM,75-79,f,total,29463
2023,BY-HM,75-79,f,urban,29463
2023,BY-HM,75-79,m,total,13884
2023,BY-HM,75-79,m,urban,13884
2023,BY-HM,75-79,t,total,43347
2023,BY-HM,75-79,t,urban,43347
2023,BY-HM,80 +,f,total,48774
2023,BY-HM,80 +,f,urban,48774
2023,BY-HM,80 +,m,total,15772
2023,BY-HM,80 +,m,urban,15772
2023,BY-HM,80 +,t,total,64546
2023,BY-HM,80 +,t,urban,64546
2023,BY-HO,0-4,f,rural,6597
2023,BY-HO,0-4,f,total,30794
2023,BY-HO,0-4,f,urban,24197
2023,BY-HO,0-4,m,rural,7274
2023,BY-HO,0-4,m,total,32634
2023,BY-HO,0-4,m,urban,25360
2023,BY-HO,0-4,t,rural,13871
2023,BY-HO,0-4,t,total,63428
2023,BY-HO,0-4,t,urban,49557
2023,BY-HO,10-14,f,rural,8553
2023,BY-HO,10-14,f,total,40515
2023,BY-HO,10-14,f,urban,31962
2023,BY-HO,10-14,m,rural,9090
2023,BY-HO,10-14,m,total,43142
2023,BY-HO,10-14,m,urban,34052
2023,BY-HO,10-14,t,rural,17643
2023,BY-HO,10-14,t,total,83657
2023,BY-HO,10-14,t,urban,66014
2023,BY-HO,15-19,f,rural,5398
2023,BY-HO,15-19,f,total,32006
2023,BY-HO,15-19,f,urban,26608
2023,BY-HO,15-19,m,rural,5973
2023,BY-HO,15-19,m,total,34890
2023,BY-HO,15-19,m,urban,28917
2023,BY-HO,15-19,t,rural,11371
2023,BY-HO,15-19,t,total,66896
2023,BY-HO,15-19,t,urban,55525
2023,BY-HO,20-24,f,rural,6133
2023,BY-HO,20-24,f,total,31765
2023,BY-HO,20-24,f,urban,25632
2023,BY-HO,20-24,m,rural,7149
2023,BY-HO,20-24,m,total,33416
2023,BY-HO,20-24,m,urban,26267
2023,BY-HO,20-24,t,rural,13282
2023,BY-HO,20-24,t,total,65181
2023,BY-HO,20-24,t,urban,51899
2023,BY-HO,25-29,f,rural,5402
2023,BY-HO,25-29,f,total,34862
2023,BY-HO,25-29,f,urban,29460
2023,BY-HO,25-29,m,rural,7058
2023,BY-HO,25-29,m,total,36093
2023,BY-HO,25-29,m,urban,29035
2023,BY-HO,25-29,t,rural,12460
2023,BY-HO,25-29,t,total,70955
2023,BY-HO,25-29,t,urban,58495
2023,BY-HO,30-34,f,rural,7439
2023,BY-HO,30-34,f,total,48228
2023,BY-HO,30-34,f,urban,40789
2023,BY-HO,30-34,m,rural,8813
2023,BY-HO,30-34,m,total,47226
2023,BY-HO,30-34,m,urban,38413
2023,BY-HO,30-34,t,rural,16252
2023,BY-HO,30-34,t,total,95454
2023,BY-HO,30-34,t,urban,79202
2023,BY-HO,35-39,f,rural,9063
2023,BY-HO,35-39,f,total,56242
2023,BY-HO,35-39,f,urban,47179
2023,BY-HO,35-39,m,rural,10683
2023,BY-HO,35-39,m,total,53976
2023,BY-HO,35-39,m,urban,43293
2023,BY-HO,35-39,t,rural,19746
2023,BY-HO,35-39,t,total,110218
2023,BY-HO,35-39,t,urban,90472
2023,BY-HO,40-44,f,rural,9604
2023,BY-HO,40-44,f,total,53242
2023,BY-HO,40-44,f,urban,43638
2023,BY-HO,40-44,m,rural,10129
2023,BY-HO,40-44,m,total,49067
2023,BY-HO,40-44,m,urban,38938
2023,BY-HO,40-44,t,rural,19733
2023,BY-HO,40-44,t,total,102309
2023,BY-HO,40-44,t,urban,82576
2023,BY-HO,45-49,f,rural,10298
2023,BY-HO,45-49,f,total,51041
2023,BY-HO,45-49,f,urban,40743
2023,BY-HO,45-49,m,rural,10466
2023,BY-HO,45-49,m,total,45182
2023,BY-HO,45-49,m,urban,34716
2023,BY-HO,45-49,t,rural,20764
2023,BY-HO,45-49,t,total,96223
2023,BY-HO,45-49,t,urban,75459
2023,BY-HO,5-9,f,rural,8198
2023,BY-HO,5-9,f,total,41871
2023,BY-HO,5-9,f,urban,33673
2023,BY-HO,5-9,m,rural,8771
2023,BY-HO,5-9,m,total,44985
2023,BY-HO,5-9,m,urban,36214
2023,BY-HO,5-9,t,rural,16969
2023,BY-HO,5-9,t,total,86856
2023,BY-HO,5-9,t,urban,69887
2023,BY-HO,50-54,f,rural,11516
2023,BY-HO,50-54,f,total,50714
2023,BY-HO,50-54,f,urban,39198
2023,BY-HO,50-54,m,rural,11411
2023,BY-HO,50-54,m,total,43420
2023,BY-HO,50-54,m,urban,32009
2023,BY-HO,50-54,t,rural,22927
2023,BY-HO,50-54,t,total,94134
2023,BY-HO,50-54,t,urban,71207
2023,BY-HO,55-59,f,rural,12763
2023,BY-HO,55-59,f,total,53182
2023,BY-HO,55-59,f,urban,40419
2023,BY-HO,55-59,m,rural,12362
2023,BY-HO,55-59,m,total,43514
2023,BY-HO,55-59,m,urban,31152
2023,BY-HO,55-59,t,rural,25125
2023,BY-HO,55-59,t,total,96696
2023,BY-HO,55-59,t,urban,71571
2023,BY-HO,60-64,f,rural,14254
2023,BY-HO,60-64,f,total,54995
2023,BY-HO,60-64,f,urban,40741
2023,BY-HO,60-64,m,rural,13739
2023,BY-HO,60-64,m,total,42191
2023,BY-HO,60-64,m,urban,28452
2023,BY-HO,60-64,t,rural,27993
2023,BY-HO,60-64,t,total,97186
2023,BY-HO,60-64,t,urban,69193
2023,BY-HO,65-69,f,rural,12528
2023,BY-HO,65-69,f,total,49861
2023,BY-HO,65-69,f,urban,37333
2023,BY-HO,65-69,m,rural,10279
2023,BY-HO,65-69,m,total,33293
2023,BY-HO,65-69,m,urban,23014
2023,BY-HO,65-69,t,rural,22807
2023,BY-HO,65-69,t,total,83154
2023,BY-HO,65-69,t,urban,60347
2023,BY-HO,70-74,f,rural,9521
2023,BY-HO,70-74,f,total,39142
2023,BY-HO,70-74,f,urban,29621
2023,BY-HO,70-74,m,rural,6039
2023,BY-HO,70-74,m,total,21832
2023,BY-HO,70-74,m,urban,15793
2023,BY-HO,70-74,t,rural,15560
2023,BY-HO,70-74,t,total,60974
2023,BY-HO,70-74,t,urban,45414
2023,BY-HO,75-79,f,rural,4981
2023,BY-HO,75-79,f,total,18767
2023,BY-HO,75-79,f,urban,13786
2023,BY-HO,75-79,m,rural,2097
2023,BY-HO,75-79,m,total,7991
2023,BY-HO,75-79,m,urban,5894
2023,BY-HO,75-79,t,rural,7078
2023,BY-HO,75-79,t,total,26758
2023,BY-HO,75-79,t,urban,19680
2023,BY-HO,80 +,f,rural,12947
2023,BY-HO,80 +,f,total,37333
2023,BY-HO,80 +,f,urban,24386
2023,BY-HO,80 +,m,rural,3247
2023,BY-HO,80 +,m,total,10057
2023,BY-HO,80 +,m,urban,6810
2023,BY-HO,80 +,t,rural,16194
2023,BY-HO,80 +,t,total,47390
2023,BY-HO,80 +,t,urban,31196
2023,BY-HR,0-4,f,rural,4158
2023,BY-HR,0-4,f,total,22932
2023,BY-HR,0-4,f,urban,18774
2023,BY-HR,0-4,m,rural,4531
2023,BY-HR,0-4,m,total,24396
2023,BY-HR,0-4,m,urban,19865
2023,BY-HR,0-4,t,rural,8689
2023,BY-HR,0-4,t,total,47328
2023,BY-HR,0-4,t,urban,38639
2023,BY-HR,10-14,f,rural,5207
2023,BY-HR,10-14,f,total,29801
2023,BY-HR,10-14,f,urban,24594
2023,BY-HR,10-14,m,rural,5331
2023,BY-HR,10-14,m,total,31135
2023,BY-HR,10-14,m,urban,25804
2023,BY-HR,10-14,t,rural,10538
2023,BY-HR,10-14,t,total,60936
2023,BY-HR,10-14,t,urban,50398
2023,BY-HR,15-19,f,rural,3255
2023,BY-HR,15-19,f,total,26105
2023,BY-HR,15-19,f,urban,22850
2023,BY-HR,15-19,m,rural,4109
2023,BY-HR,15-19,m,total,26288
2023,BY-HR,15-19,m,urban,22179
2023,BY-HR,15-19,t,rural,7364
2023,BY-HR,15-19,t,total,52393
2023,BY-HR,15-19,t,urban,45029
2023,BY-HR,20-24,f,rural,4440
2023,BY-HR,20-24,f,total,24566
2023,BY-HR,20-24,f,urban,20126
2023,BY-HR,20-24,m,rural,4800
2023,BY-HR,20-24,m,total,26388
2023,BY-HR,20-24,m,urban,21588
2023,BY-HR,20-24,t,rural,9240
2023,BY-HR,20-24,t,total,50954
2023,BY-HR,20-24,t,urban,41714
2023,BY-HR,25-29,f,rural,3739
2023,BY-HR,25-29,f,total,23481
2023,BY-HR,25-29,f,urban,19742
2023,BY-HR,25-29,m,rural,5144
2023,BY-HR,25-29,m,total,24582
2023,BY-HR,25-29,m,urban,19438
2023,BY-HR,25-29,t,rural,8883
2023,BY-HR,25-29,t,total,48063
2023,BY-HR,25-29,t,urban,39180
2023,BY-HR,30-34,f,rural,4418
2023,BY-HR,30-34,f,total,33963
2023,BY-HR,30-34,f,urban,29545
2023,BY-HR,30-34,m,rural,5906
2023,BY-HR,30-34,m,total,34723
2023,BY-HR,30-34,m,urban,28817
2023,BY-HR,30-34,t,rural,10324
2023,BY-HR,30-34,t,total,68686
2023,BY-HR,30-34,t,urban,58362
2023,BY-HR,35-39,f,rural,5333
2023,BY-HR,35-39,f,total,39067
2023,BY-HR,35-39,f,urban,33734
2023,BY-HR,35-39,m,rural,6607
2023,BY-HR,35-39,m,total,39387
2023,BY-HR,35-39,m,urban,32780
2023,BY-HR,35-39,t,rural,11940
2023,BY-HR,35-39,t,total,78454
2023,BY-HR,35-39,t,urban,66514
2023,BY-HR,40-44,f,rural,5868
2023,BY-HR,40-44,f,total,35486
2023,BY-HR,40-44,f,urban,29618
2023,BY-HR,40-44,m,rural,6671
2023,BY-HR,40-44,m,total,34153
2023,BY-HR,40-44,m,urban,27482
2023,BY-HR,40-44,t,rural,12539
2023,BY-HR,40-44,t,total,69639
2023,BY-HR,40-44,t,urban,57100
2023,BY-HR,45-49,f,rural,8156
2023,BY-HR,45-49,f,total,34784
2023,BY-HR,45-49,f,urban,26628
2023,BY-HR,45-49,m,rural,8368
2023,BY-HR,45-49,m,total,32078
2023,BY-HR,45-49,m,urban,23710
2023,BY-HR,45-49,t,rural,16524
2023,BY-HR,45-49,t,total,66862
2023,BY-HR,45-49,t,urban,50338
2023,BY-HR,5-9,f,rural,5135
2023,BY-HR,5-9,f,total,32217
2023,BY-HR,5-9,f,urban,27082
2023,BY-HR,5-9,m,rural,5311
2023,BY-HR,5-9,m,total,33556
2023,BY-HR,5-9,m,urban,28245
2023,BY-HR,5-9,t,rural,10446
2023,BY-HR,5-9,t,total,65773
2023,BY-HR,5-9,t,urban,55327
2023,BY-HR,50-54,f,rural,10206
2023,BY-HR,50-54,f,total,37541
2023,BY-HR,50-54,f,urban,27335
2023,BY-HR,50-54,m,rural,10985
2023,BY-HR,50-54,m,total,33070
2023,BY-HR,50-54,m,urban,22085
2023,BY-HR,50-54,t,rural,21191
2023,BY-HR,50-54,t,total,70611
2023,BY-HR,50-54,t,urban,49420
2023,BY-HR,55-59,f,rural,10447
2023,BY-HR,55-59,f,total,38472
2023,BY-HR,55-59,f,urban,28025
2023,BY-HR,55-59,m,rural,11512
2023,BY-HR,55-59,m,total,33108
2023,BY-HR,55-59,m,urban,21596
2023,BY-HR,55-59,t,rural,21959
2023,BY-HR,55-59,t,total,71580
2023,BY-HR,55-59,t,urban,49621
2023,BY-HR,60-64,f,rural,11190
2023,BY-HR,60-64,f,total,43218
2023,BY-HR,60-64,f,urban,32028
2023,BY-HR,60-64,m,rural,11039
2023,BY-HR,60-64,m,total,33691
2023,BY-HR,60-64,m,urban,22652
2023,BY-HR,60-64,t,rural,22229
2023,BY-HR,60-64,t,total,76909
2023,BY-HR,60-64,t,urban,54680
2023,BY-HR,65-69,f,rural,8860
2023,BY-HR,65-69,f,total,34028
2023,BY-HR,65-69,f,urban,25168
2023,BY-HR,65-69,m,rural,7324
2023,BY-HR,65-69,m,total,23284
2023,BY-HR,65-69,m,urban,15960
2023,BY-HR,65-69,t,rural,16184
2023,BY-HR,65-69,t,total,57312
2023,BY-HR,65-69,t,urban,41128
2023,BY-HR,70-74,f,rural,7989
2023,BY-HR,70-74,f,total,28792
2023,BY-HR,70-74,f,urban,20803
2023,BY-HR,70-74,m,rural,5023
2023,BY-HR,70-74,m,total,16056
2023,BY-HR,70-74,m,urban,11033
2023,BY-HR,70-74,t,rural,13012
2023,BY-HR,70-74,t,total,44848
2023,BY-HR,70-74,t,urban,31836
2023,BY-HR,75-79,f,rural,6828
2023,BY-HR,75-79,f,total,18581
2023,BY-HR,75-79,f,urban,11753
2023,BY-HR,75-79,m,rural,2771
2023,BY-HR,75-79,m,total,8092
2023,BY-HR,75-79,m,urban,5321
2023,BY-HR,75-79,t,rural,9599
2023,BY-HR,75-79,t,total,26673
2023,BY-HR,75-79,t,urban,17074
2023,BY-HR,80 +,f,rural,15326
2023,BY-HR,80 +,f,total,32809
2023,BY-HR,80 +,f,urban,17483
2023,BY-HR,80 +,m,rural,3680
2023,BY-HR,80 +,m,total,8770
2023,BY-HR,80 +,m,urban,5090
2023,BY-HR,80 +,t,rural,19006
2023,BY-HR,80 +,t,total,41579
2023,BY-HR,80 +,t,urban,22573
2023,BY-MA,0-4,f,rural,4129
2023,BY-MA,0-4,f,total,22270
2023,BY-MA,0-4,f,urban,18141
2023,BY-MA,0-4,m,rural,4195
2023,BY-MA,0-4,m,total,23083
2023,BY-MA,0-4,m,urban,18888
2023,BY-MA,0-4,t,rural,8324
2023,BY-MA,0-4,t,total,45353
2023,BY-MA,0-4,t,urban,37029
2023,BY-MA,10-14,f,rural,4629
2023,BY-MA,10-14,f,total,28630
2023,BY-MA,10-14,f,urban,24001
2023,BY-MA,10-14,m,rural,4783
2023,BY-MA,10-14,m,total,29962
2023,BY-MA,10-14,m,urban,25179
2023,BY-MA,10-14,t,rural,9412
2023,BY-MA,10-14,t,total,58592
2023,BY-MA,10-14,t,urban,49180
2023,BY-MA,15-19,f,rural,3169
2023,BY-MA,15-19,f,total,22576
2023,BY-MA,15-19,f,urban,19407
2023,BY-MA,15-19,m,rural,3552
2023,BY-MA,15-19,m,total,25059
2023,BY-MA,15-19,m,urban,21507
2023,BY-MA,15-19,t,rural,6721
2023,BY-MA,15-19,t,total,47635
2023,BY-MA,15-19,t,urban,40914
2023,BY-MA,20-24,f,rural,3578
2023,BY-MA,20-24,f,total,22587
2023,BY-MA,20-24,f,urban,19009
2023,BY-MA,20-24,m,rural,4286
2023,BY-MA,20-24,m,total,25084
2023,BY-MA,20-24,m,urban,20798
2023,BY-MA,20-24,t,rural,7864
2023,BY-MA,20-24,t,total,47671
2023,BY-MA,20-24,t,urban,39807
2023,BY-MA,25-29,f,rural,3185
2023,BY-MA,25-29,f,total,23577
2023,BY-MA,25-29,f,urban,20392
2023,BY-MA,25-29,m,rural,4095
2023,BY-MA,25-29,m,total,24240
2023,BY-MA,25-29,m,urban,20145
2023,BY-MA,25-29,t,rural,7280
2023,BY-MA,25-29,t,total,47817
2023,BY-MA,25-29,t,urban,40537
2023,BY-MA,30-34,f,rural,4320
2023,BY-MA,30-34,f,total,33744
2023,BY-MA,30-34,f,urban,29424
2023,BY-MA,30-34,m,rural,5524
2023,BY-MA,30-34,m,total,34935
2023,BY-MA,30-34,m,urban,29411
2023,BY-MA,30-34,t,rural,9844
2023,BY-MA,30-34,t,total,68679
2023,BY-MA,30-34,t,urban,58835
2023,BY-MA,35-39,f,rural,5342
2023,BY-MA,35-39,f,total,40906
2023,BY-MA,35-39,f,urban,35564
2023,BY-MA,35-39,m,rural,6545
2023,BY-MA,35-39,m,total,41000
2023,BY-MA,35-39,m,urban,34455
2023,BY-MA,35-39,t,rural,11887
2023,BY-MA,35-39,t,total,81906
2023,BY-MA,35-39,t,urban,70019
2023,BY-MA,40-44,f,rural,5684
2023,BY-MA,40-44,f,total,39172
2023,BY-MA,40-44,f,urban,33488
2023,BY-MA,40-44,m,rural,6580
2023,BY-MA,40-44,m,total,37585
2023,BY-MA,40-44,m,urban,31005
2023,BY-MA,40-44,t,rural,12264
2023,BY-MA,40-44,t,total,76757
2023,BY-MA,40-44,t,urban,64493
2023,BY-MA,45-49,f,rural,6721
2023,BY-MA,45-49,f,total,37634
2023,BY-MA,45-49,f,urban,30913
2023,BY-MA,45-49,m,rural,6843
2023,BY-MA,45-49,m,total,34649
2023,BY-MA,45-49,m,urban,27806
2023,BY-MA,45-49,t,rural,13564
2023,BY-MA,45-49,t,total,72283
2023,BY-MA,45-49,t,urban,58719
2023,BY-MA,5-9,f,rural,4444
2023,BY-MA,5-9,f,total,28988
2023,BY-MA,5-9,f,urban,24544
2023,BY-MA,5-9,m,rural,4628
2023,BY-MA,5-9,m,total,30295
2023,BY-MA,5-9,m,urban,25667
2023,BY-MA,5-9,t,rural,9072
2023,BY-MA,5-9,t,total,59283
2023,BY-MA,5-9,t,urban,50211
2023,BY-MA,50-54,f,rural,7728
2023,BY-MA,50-54,f,total,36826
2023,BY-MA,50-54,f,urban,29098
2023,BY-MA,50-54,m,rural,7614
2023,BY-MA,50-54,m,total,31183
2023,BY-MA,50-54,m,urban,23569
2023,BY-MA,50-54,t,rural,15342
2023,BY-MA,50-54,t,total,68009
2023,BY-MA,50-54,t,urban,52667
2023,BY-MA,55-59,f,rural,8609
2023,BY-MA,55-59,f,total,38486
2023,BY-MA,55-59,f,urban,29877
2023,BY-MA,55-59,m,rural,8686
2023,BY-MA,55-59,m,total,31129
2023,BY-MA,55-59,m,urban,22443
2023,BY-MA,55-59,t,rural,17295
2023,BY-MA,55-59,t,total,69615
2023,BY-MA,55-59,t,urban,52320
2023,BY-MA,60-64,f,rural,10016
2023,BY-MA,60-64,f,total,43751
2023,BY-MA,60-64,f,urban,33735
2023,BY-MA,60-64,m,rural,9801
2023,BY-MA,60-64,m,total,33978
2023,BY-MA,60-64,m,urban,24177
2023,BY-MA,60-64,t,rural,19817
2023,BY-MA,60-64,t,total,77729
2023,BY-MA,60-64,t,urban,57912
2023,BY-MA,65-69,f,rural,8946
2023,BY-MA,65-69,f,total,40415
2023,BY-MA,65-69,f,urban,31469
2023,BY-MA,65-69,m,rural,7378
2023,BY-MA,65-69,m,total,27141
2023,BY-MA,65-69,m,urban,19763
2023,BY-MA,65-69,t,rural,16324
2023,BY-MA,65-69,t,total,67556
2023,BY-MA,65-69,t,urban,51232
2023,BY-MA,70-74,f,rural,6231
2023,BY-MA,70-74,f,total,30773
2023,BY-MA,70-74,f,urban,24542
2023,BY-MA,70-74,m,rural,4474
2023,BY-MA,70-74,m,total,17506
2023,BY-MA,70-74,m,urban,13032
2023,BY-MA,70-74,t,rural,10705
2023,BY-MA,70-74,t,total,48279
2023,BY-MA,70-74,t,urban,37574
2023,BY-MA,75-79,f,rural,3448
2023,BY-MA,75-79,f,total,14085
2023,BY-MA,75-79,f,urban,10637
2023,BY-MA,75-79,m,rural,1487
2023,BY-MA,75-79,m,total,6507
2023,BY-MA,75-79,m,urban,5020
2023,BY-MA,75-79,t,rural,4935
2023,BY-MA,75-79,t,total,20592
2023,BY-MA,75-79,t,urban,15657
2023,BY-MA,80 +,f,rural,8864
2023,BY-MA,80 +,f,total,25129
2023,BY-MA,80 +,f,urban,16265
2023,BY-MA,80 +,m,rural,2357
2023,BY-MA,80 +,m,total,6818
2023,BY-MA,80 +,m,urban,4461
2023,BY-MA,80 +,t,rural,11221
2023,BY-MA,80 +,t,total,31947
2023,BY-MA,80 +,t,urban,20726
2023,BY-MI,0-4,f,rural,14451
2023,BY-MI,0-4,f,total,33582
2023,BY-MI,0-4,f,urban,19131
2023,BY-MI,0-4,m,rural,15267
2023,BY-MI,0-4,m,total,35407
2023,BY-MI,0-4,m,urban,20140
2023,BY-MI,0-4,t,rural,29718
2023,BY-MI,0-4,t,total,68989
2023,BY-MI,0-4,t,urban,39271
2023,BY-MI,10-14,f,rural,17948
2023,BY-MI,10-14,f,total,42729
2023,BY-MI,10-14,f,urban,24781
2023,BY-MI,10-14,m,rural,19105
2023,BY-MI,10-14,m,total,45024
2023,BY-MI,10-14,m,urban,25919
2023,BY-MI,10-14,t,rural,37053
2023,BY-MI,10-14,t,total,87753
2023,BY-MI,10-14,t,urban,50700
2023,BY-MI,15-19,f,rural,13512
2023,BY-MI,15-19,f,total,31425
2023,BY-MI,15-19,f,urban,17913
2023,BY-MI,15-19,m,rural,14351
2023,BY-MI,15-19,m,total,33689
2023,BY-MI,15-19,m,urban,19338
2023,BY-MI,15-19,t,rural,27863
2023,BY-MI,15-19,t,total,65114
2023,BY-MI,15-19,t,urban,37251
2023,BY-MI,20-24,f,rural,14570
2023,BY-MI,20-24,f,total,35424
2023,BY-MI,20-24,f,urban,20854
2023,BY-MI,20-24,m,rural,14925
2023,BY-MI,20-24,m,total,38381
2023,BY-MI,20-24,m,urban,23456
2023,BY-MI,20-24,t,rural,29495
2023,BY-MI,20-24,t,total,73805
2023,BY-MI,20-24,t,urban,44310
2023,BY-MI,25-29,f,rural,15206
2023,BY-MI,25-29,f,total,37910
2023,BY-MI,25-29,f,urban,22704
2023,BY-MI,25-29,m,rural,15915
2023,BY-MI,25-29,m,total,39267
2023,BY-MI,25-29,m,urban,23352
2023,BY-MI,25-29,t,rural,31121
2023,BY-MI,25-29,t,total,77177
2023,BY-MI,25-29,t,urban,46056
2023,BY-MI,30-34,f,rural,21655
2023,BY-MI,30-34,f,total,53380
2023,BY-MI,30-34,f,urban,31725
2023,BY-MI,30-34,m,rural,23223
2023,BY-MI,30-34,m,total,54779
2023,BY-MI,30-34,m,urban,31556
2023,BY-MI,30-34,t,rural,44878
2023,BY-MI,30-34,t,total,108159
2023,BY-MI,30-34,t,urban,63281
2023,BY-MI,35-39,f,rural,26954
2023,BY-MI,35-39,f,total,62268
2023,BY-MI,35-39,f,urban,35314
2023,BY-MI,35-39,m,rural,28998
2023,BY-MI,35-39,m,total,63213
2023,BY-MI,35-39,m,urban,34215
2023,BY-MI,35-39,t,rural,55952
2023,BY-MI,35-39,t,total,125481
2023,BY-MI,35-39,t,urban,69529
2023,BY-MI,40-44,f,rural,23983
2023,BY-MI,40-44,f,total,54604
2023,BY-MI,40-44,f,urban,30621
2023,BY-MI,40-44,m,rural,25635
2023,BY-MI,40-44,m,total,54385
2023,BY-MI,40-44,m,urban,28750
2023,BY-MI,40-44,t,rural,49618
2023,BY-MI,40-44,t,total,108989
2023,BY-MI,40-44,t,urban,59371
2023,BY-MI,45-49,f,rural,22876
2023,BY-MI,45-49,f,total,51645
2023,BY-MI,45-49,f,urban,28769
2023,BY-MI,45-49,m,rural,23452
2023,BY-MI,45-49,m,total,48847
2023,BY-MI,45-49,m,urban,25395
2023,BY-MI,45-49,t,rural,46328
2023,BY-MI,45-49,t,total,100492
