territory_id,scenario,jumpoff,year,pop,q10,q90
r-maladziechanski,base,official,2051,70984,,
r-maladziechanski,base,official,2056,61456,,
r-maladziechanski,base,official,2061,52710,,
r-maladziechanski,base,official,2066,44726,,
r-maladziechanski,base,official,2071,37488,,
r-maladziechanski,base,official,2075,32326,,
r-maladziechanski,negative,official,2026,126368,,
r-maladziechanski,negative,official,2031,111976,,
r-maladziechanski,negative,official,2036,97783,,
r-maladziechanski,negative,official,2041,84701,,
r-maladziechanski,negative,official,2046,72622,,
r-maladziechanski,negative,official,2051,61388,,
r-maladziechanski,negative,official,2056,51515,,
r-maladziechanski,negative,official,2061,42652,,
r-maladziechanski,negative,official,2066,34864,,
r-maladziechanski,negative,official,2071,28015,,
r-maladziechanski,negative,official,2075,23353,,
r-maladziechanski,optimistic,official,2026,126368,,
r-maladziechanski,optimistic,official,2031,115254,,
r-maladziechanski,optimistic,official,2036,104366,,
r-maladziechanski,optimistic,official,2041,94333,,
r-maladziechanski,optimistic,official,2046,84892,,
r-maladziechanski,optimistic,official,2051,75753,,
r-maladziechanski,optimistic,official,2056,67053,,
r-maladziechanski,optimistic,official,2061,58852,,
r-maladziechanski,optimistic,official,2066,51161,,
r-maladziechanski,optimistic,official,2071,44065,,
r-maladziechanski,optimistic,official,2075,38893,,
r-malarycki,base,official,2026,22006,,
r-malarycki,base,official,2031,20772,,
r-malarycki,base,official,2036,19542,,
r-malarycki,base,official,2041,18434,,
r-malarycki,base,official,2046,17368,,
r-malarycki,base,official,2051,16307,,
r-malarycki,base,official,2056,15232,,
r-malarycki,base,official,2061,14170,,
r-malarycki,base,official,2066,13177,,
r-malarycki,base,official,2071,12293,,
r-malarycki,base,official,2075,11670,,
r-malarycki,negative,official,2026,22006,,
r-malarycki,negative,official,2031,20346,,
r-malarycki,negative,official,2036,18661,,
r-malarycki,negative,official,2041,17138,,
r-malarycki,negative,official,2046,15684,,
r-malarycki,negative,official,2051,14268,,
r-malarycki,negative,official,2056,12897,,
r-malarycki,negative,official,2061,11560,,
r-malarycki,negative,official,2066,10294,,
r-malarycki,negative,official,2071,9157,,
r-malarycki,negative,official,2075,8351,,
r-malarycki,optimistic,official,2026,22006,,
r-malarycki,optimistic,official,2031,20852,,
r-malarycki,optimistic,official,2036,19774,,
r-malarycki,optimistic,official,2041,18925,,
r-malarycki,optimistic,official,2046,18166,,
r-malarycki,optimistic,official,2051,17428,,
r-malarycki,optimistic,official,2056,16660,,
r-malarycki,optimistic,official,2061,15885,,
r-malarycki,optimistic,official,2066,15188,,
r-malarycki,optimistic,official,2071,14622,,
r-malarycki,optimistic,official,2075,14270,,
r-mastouski,base,official,2026,24187,,
r-mastouski,base,official,2031,21550,,
r-mastouski,base,official,2036,19201,,
r-mastouski,base,official,2041,17108,,
r-mastouski,base,official,2046,15197,,
r-mastouski,base,official,2051,13374,,
r-mastouski,base,official,2056,11748,,
r-mastouski,base,official,2061,10278,,
r-mastouski,base,official,2066,9048,,
r-mastouski,base,official,2071,7954,,
r-mastouski,base,official,2075,7222,,
r-mastouski,negative,official,2026,24187,,
r-mastouski,negative,official,2031,21115,,
r-mastouski,negative,official,2036,18338,,
r-mastouski,negative,official,2041,15903,,
r-mastouski,negative,official,2046,13728,,
r-mastouski,negative,official,2051,11701,,
r-mastouski,negative,official,2056,9960,,
r-mastouski,negative,official,2061,8415,,
r-mastouski,negative,official,2066,7129,,
r-mastouski,negative,official,2071,6006,,
r-mastouski,negative,official,2075,5256,,
r-mastouski,optimistic,official,2026,24187,,
r-mastouski,optimistic,official,2031,21636,,
r-mastouski,optimistic,official,2036,19430,,
r-mastouski,optimistic,official,2041,17561,,
r-mastouski,optimistic,official,2046,15881,,
r-mastouski,optimistic,official,2051,14264,,
r-mastouski,optimistic,official,2056,12798,,
r-mastouski,optimistic,official,2061,11445,,
r-mastouski,optimistic,official,2066,10311,,
r-mastouski,optimistic,official,2071,9307,,
r-mastouski,optimistic,official,2075,8651,,
r-mazyrski,base,official,2026,125375,,
r-mazyrski,base,official,2031,119828,,
r-mazyrski,base,official,2036,114448,,
r-mazyrski,base,official,2041,109669,,
r-mazyrski,base,official,2046,104626,,
r-mazyrski,base,official,2051,99487,,
r-mazyrski,base,official,2056,94004,,
r-mazyrski,base,official,2061,88895,,
r-mazyrski,base,official,2066,84014,,
r-mazyrski,base,official,2071,79656,,
r-mazyrski,base,official,2075,76280,,
r-mazyrski,negative,official,2026,125375,,
r-mazyrski,negative,official,2031,117328,,
r-mazyrski,negative,official,2036,109194,,
r-mazyrski,negative,official,2041,101899,,
r-mazyrski,negative,official,2046,94296,,
r-mazyrski,negative,official,2051,86584,,
r-mazyrski,negative,official,2056,78842,,
r-mazyrski,negative,official,2061,71429,,
r-mazyrski,negative,official,2066,64254,,
r-mazyrski,negative,official,2071,57639,,
r-mazyrski,negative,official,2075,52561,,
r-mazyrski,optimistic,official,2026,125375,,
r-mazyrski,optimistic,official,2031,120400,,
r-mazyrski,optimistic,official,2036,115978,,
r-mazyrski,optimistic,official,2041,112801,,
r-mazyrski,optimistic,official,2046,109693,,
r-mazyrski,optimistic,official,2051,106688,,
r-mazyrski,optimistic,official,2056,103404,,
r-mazyrski,optimistic,official,2061,100548,,
r-mazyrski,optimistic,official,2066,98118,,
r-mazyrski,optimistic,official,2071,96479,,
r-mazyrski,optimistic,official,2075,95436,,
r-miadzielski,base,official,2026,23471,,
r-miadzielski,base,official,2031,20992,,
r-miadzielski,base,official,2036,18704,,
r-miadzielski,base,official,2041,16482,,
r-miadzielski,base,official,2046,14410,,
r-miadzielski,base,official,2051,12472,,
r-miadzielski,base,official,2056,10731,,
r-miadzielski,base,official,2061,9141,,
r-miadzielski,base,official,2066,7740,,
r-miadzielski,base,official,2071,6470,,
r-miadzielski,base,official,2075,5580,,
r-miadzielski,negative,official,2026,23471,,
r-miadzielski,negative,official,2031,20476,,
r-miadzielski,negative,official,2036,17713,,
r-miadzielski,negative,official,2041,15169,,
r-miadzielski,negative,official,2046,12872,,
r-miadzielski,negative,official,2051,10776,,
r-miadzielski,negative,official,2056,8991,,
r-miadzielski,negative,official,2061,7403,,
r-miadzielski,negative,official,2066,6042,,
r-miadzielski,negative,official,2071,4847,,
r-miadzielski,negative,official,2075,4040,,
r-miadzielski,optimistic,official,2026,23471,,
r-miadzielski,optimistic,official,2031,21092,,
r-miadzielski,optimistic,official,2036,18944,,
r-miadzielski,optimistic,official,2041,16944,,
r-miadzielski,optimistic,official,2046,15081,,
r-miadzielski,optimistic,official,2051,13320,,
r-miadzielski,optimistic,official,2056,11705,,
r-miadzielski,optimistic,official,2061,10191,,
r-miadzielski,optimistic,official,2066,8826,,
r-miadzielski,optimistic,official,2071,7574,,
r-miadzielski,optimistic,official,2075,6681,,
r-mijorski,base,official,2026,16640,,
r-mijorski,base,official,2031,14862,,
r-mijorski,base,official,2036,13279,,
r-mijorski,base,official,2041,11814,,
r-mijorski,base,official,2046,10469,,
r-mijorski,base,official,2051,9208,,
r-mijorski,base,official,2056,8057,,
r-mijorski,base,official,2061,7007,,
r-mijorski,base,official,2066,6113,,
r-mijorski,base,official,2071,5313,,
r-mijorski,base,official,2075,4784,,
r-mijorski,negative,official,2026,16640,,
r-mijorski,negative,official,2031,14583,,
r-mijorski,negative,official,2036,12717,,
r-mijorski,negative,official,2041,11028,,
r-mijorski,negative,official,2046,9495,,
r-mijorski,negative,official,2051,8085,,
r-mijorski,negative,official,2056,6838,,
r-mijorski,negative,official,2061,5728,,
r-mijorski,negative,official,2066,4779,,
r-mijorski,negative,official,2071,3949,,
r-mijorski,negative,official,2075,3394,,
r-mijorski,optimistic,official,2026,16640,,
r-mijorski,optimistic,official,2031,14918,,
r-mijorski,optimistic,official,2036,13428,,
r-mijorski,optimistic,official,2041,12108,,
r-mijorski,optimistic,official,2046,10918,,
r-mijorski,optimistic,official,2051,9801,,
r-mijorski,optimistic,official,2056,8766,,
r-mijorski,optimistic,official,2061,7803,,
r-mijorski,optimistic,official,2066,6982,,
r-mijorski,optimistic,official,2071,6254,,
r-mijorski,optimistic,official,2075,5788,,
r-minski,base,official,2026,286536,,
r-minski,base,official,2031,322108,,
r-minski,base,official,2036,358954,,
r-minski,base,official,2041,398870,,
r-minski,base,official,2046,440863,,
r-minski,base,official,2051,483000,,
r-minski,base,official,2056,523155,,
r-minski,base,official,2061,560508,,
r-minski,base,official,2066,595279,,
r-minski,base,official,2071,628119,,
r-minski,base,official,2075,655286,,
r-minski,negative,official,2026,286536,,
r-minski,negative,official,2031,314267,,
r-minski,negative,official,2036,340222,,
r-minski,negative,official,2041,368084,,
r-minski,negative,official,2046,394893,,
r-minski,negative,official,2051,419098,,
r-minski,negative,official,2056,439880,,
r-minski,negative,official,2061,455383,,
r-minski,negative,official,2066,465121,,
r-minski,negative,official,2071,471483,,
r-minski,negative,official,2075,476284,,
r-minski,optimistic,official,2026,286536,,
r-minski,optimistic,official,2031,323263,,
r-minski,optimistic,official,2036,362733,,
r-minski,optimistic,official,2041,408811,,
r-minski,optimistic,official,2046,460156,,
r-minski,optimistic,official,2051,514790,,
r-minski,optimistic,official,2056,570661,,
r-minski,optimistic,official,2061,626688,,
r-minski,optimistic,official,2066,684068,,
r-minski,optimistic,official,2071,743885,,
r-minski,optimistic,official,2075,796085,,
r-mscislauski,base,official,2026,17429,,
r-mscislauski,base,official,2031,15757,,
r-mscislauski,base,official,2036,14129,,
r-mscislauski,base,official,2041,12618,,
r-mscislauski,base,official,2046,11214,,
r-mscislauski,base,official,2051,9930,,
r-mscislauski,base,official,2056,8738,,
r-mscislauski,base,official,2061,7633,,
r-mscislauski,base,official,2066,6650,,
r-mscislauski,base,official,2071,5791,,
r-mscislauski,base,official,2075,5222,,
r-mscislauski,negative,official,2026,17429,,
r-mscislauski,negative,official,2031,15396,,
r-mscislauski,negative,official,2036,13416,,
r-mscislauski,negative,official,2041,11641,,
r-mscislauski,negative,official,2046,10019,,
r-mscislauski,negative,official,2051,8561,,
r-mscislauski,negative,official,2056,7271,,
r-mscislauski,negative,official,2061,6099,,
r-mscislauski,negative,official,2066,5064,,
r-mscislauski,negative,official,2071,4175,,
r-mscislauski,negative,official,2075,3592,,
r-mscislauski,optimistic,official,2026,17429,,
r-mscislauski,optimistic,official,2031,15833,,
r-mscislauski,optimistic,official,2036,14315,,
r-mscislauski,optimistic,official,2041,12981,,
r-mscislauski,optimistic,official,2046,11759,,
r-mscislauski,optimistic,official,2051,10643,,
r-mscislauski,optimistic,official,2056,9592,,
r-mscislauski,optimistic,official,2061,8593,,
r-mscislauski,optimistic,official,2066,7703,,
r-mscislauski,optimistic,official,2071,6930,,
r-mscislauski,optimistic,official,2075,6432,,
r-naraulanski,base,official,2026,10237,,
r-naraulanski,base,official,2031,9724,,
r-naraulanski,base,official,2036,9258,,
r-naraulanski,base,official,2041,8833,,
r-naraulanski,base,official,2046,8371,,
r-naraulanski,base,official,2051,7885,,
r-naraulanski,base,official,2056,7355,,
r-naraulanski,base,official,2061,6843,,
r-naraulanski,base,official,2066,6362,,
r-naraulanski,base,official,2071,5909,,
r-naraulanski,base,official,2075,5575,,
r-naraulanski,negative,official,2026,10237,,
r-naraulanski,negative,official,2031,9519,,
r-naraulanski,negative,official,2036,8828,,
r-naraulanski,negative,official,2041,8198,,
r-naraulanski,negative,official,2046,7548,,
r-naraulanski,negative,official,2051,6878,,
r-naraulanski,negative,official,2056,6197,,
r-naraulanski,negative,official,2061,5535,,
r-naraulanski,negative,official,2066,4911,,
r-naraulanski,negative,official,2071,4324,,
r-naraulanski,negative,official,2075,3890,,
r-naraulanski,optimistic,official,2026,10237,,
r-naraulanski,optimistic,official,2031,9771,,
r-naraulanski,optimistic,official,2036,9384,,
r-naraulanski,optimistic,official,2041,9089,,
r-naraulanski,optimistic,official,2046,8777,,
r-naraulanski,optimistic,official,2051,8451,,
r-naraulanski,optimistic,official,2056,8075,,
r-naraulanski,optimistic,official,2061,7714,,
r-naraulanski,optimistic,official,2066,7385,,
r-naraulanski,optimistic,official,2071,7098,,
r-naraulanski,optimistic,official,2075,6904,,
r-navahrudski,base,official,2026,39455,,
r-navahrudski,base,official,2031,36096,,
r-navahrudski,base,official,2036,32878,,
r-navahrudski,base,official,2041,29916,,
r-navahrudski,base,official,2046,27128,,
r-navahrudski,base,official,2051,24458,,
r-navahrudski,base,official,2056,21935,,
r-navahrudski,base,official,2061,19604,,
r-navahrudski,base,official,2066,17447,,
r-navahrudski,base,official,2071,15530,,
r-navahrudski,base,official,2075,14200,,
r-navahrudski,negative,official,2026,39455,,
r-navahrudski,negative,official,2031,35380,,
r-navahrudski,negative,official,2036,31424,,
r-navahrudski,negative,official,2041,27867,,
r-navahrudski,negative,official,2046,24528,,
r-navahrudski,negative,official,2051,21433,,
r-navahrudski,negative,official,2056,18628,,
r-navahrudski,negative,official,2061,16082,,
r-navahrudski,negative,official,2066,13750,,
r-navahrudski,negative,official,2071,11711,,
r-navahrudski,negative,official,2075,10311,,
r-navahrudski,optimistic,official,2026,39455,,
r-navahrudski,optimistic,official,2031,36236,,
r-navahrudski,optimistic,official,2036,33253,,
r-navahrudski,optimistic,official,2041,30674,,
r-navahrudski,optimistic,official,2046,28303,,
r-navahrudski,optimistic,official,2051,26025,,
r-navahrudski,optimistic,official,2056,23834,,
r-navahrudski,optimistic,official,2061,21763,,
r-navahrudski,optimistic,official,2066,19830,,
r-navahrudski,optimistic,official,2071,18120,,
r-navahrudski,optimistic,official,2075,16955,,
r-niasvizhski,base,official,2026,38175,,
r-niasvizhski,base,official,2031,35040,,
r-niasvizhski,base,official,2036,31965,,
r-niasvizhski,base,official,2041,28995,,
r-niasvizhski,base,official,2046,26053,,
r-niasvizhski,base,official,2051,23198,,
r-niasvizhski,base,official,2056,20437,,
r-niasvizhski,base,official,2061,17842,,
r-niasvizhski,base,official,2066,15423,,
r-niasvizhski,base,official,2071,13196,,
r-niasvizhski,base,official,2075,11572,,
r-niasvizhski,negative,official,2026,38175,,
r-niasvizhski,negative,official,2031,34169,,
r-niasvizhski,negative,official,2036,30262,,
r-niasvizhski,negative,official,2041,26682,,
r-niasvizhski,negative,official,2046,23281,,
r-niasvizhski,negative,official,2051,20066,,
r-niasvizhski,negative,official,2056,17154,,
r-niasvizhski,negative,official,2061,14472,,
r-niasvizhski,negative,official,2066,12059,,
r-niasvizhski,negative,official,2071,9906,,
r-niasvizhski,negative,official,2075,8408,,
r-niasvizhski,optimistic,official,2026,38175,,
r-niasvizhski,optimistic,official,2031,35195,,
r-niasvizhski,optimistic,official,2036,32357,,
r-niasvizhski,optimistic,official,2041,29789,,
r-niasvizhski,optimistic,official,2046,27257,,
r-niasvizhski,optimistic,official,2051,24773,,
r-niasvizhski,optimistic,official,2056,22304,,
r-niasvizhski,optimistic,official,2061,19919,,
r-niasvizhski,optimistic,official,2066,17636,,
r-niasvizhski,optimistic,official,2071,15506,,
r-niasvizhski,optimistic,official,2075,13918,,
r-pastauski,base,official,2026,30360,,
r-pastauski,base,official,2031,27896,,
r-pastauski,base,official,2036,25609,,
r-pastauski,base,official,2041,23512,,
r-pastauski,base,official,2046,21548,,
r-pastauski,base,official,2051,19679,,
r-pastauski,base,official,2056,17896,,
r-pastauski,base,official,2061,16190,,
r-pastauski,base,official,2066,14600,,
r-pastauski,base,official,2071,13166,,
r-pastauski,base,official,2075,12185,,
r-pastauski,negative,official,2026,30360,,
r-pastauski,negative,official,2031,27357,,
r-pastauski,negative,official,2036,24501,,
r-pastauski,negative,official,2041,21917,,
r-pastauski,negative,official,2046,19508,,
r-pastauski,negative,official,2051,17243,,
r-pastauski,negative,official,2056,15154,,
r-pastauski,negative,official,2061,13188,,
r-pastauski,negative,official,2066,11347,,
r-pastauski,negative,official,2071,9695,,
r-pastauski,negative,official,2075,8553,,
r-pastauski,optimistic,official,2026,30360,,
r-pastauski,optimistic,official,2031,28005,,
r-pastauski,optimistic,official,2036,25904,,
r-pastauski,optimistic,official,2041,24116,,
r-pastauski,optimistic,official,2046,22504,,
r-pastauski,optimistic,official,2051,20991,,
r-pastauski,optimistic,official,2056,19533,,
r-pastauski,optimistic,official,2061,18112,,
r-pastauski,optimistic,official,2066,16801,,
r-pastauski,optimistic,official,2071,15662,,
r-pastauski,optimistic,official,2075,14933,,
r-pietrykauski,base,official,2026,24199,,
r-pietrykauski,base,official,2031,21752,,
r-pietrykauski,base,official,2036,19484,,
r-pietrykauski,base,official,2041,17477,,
r-pietrykauski,base,official,2046,15690,,
r-pietrykauski,base,official,2051,14031,,
r-pietrykauski,base,official,2056,12535,,
r-pietrykauski,base,official,2061,11147,,
r-pietrykauski,base,official,2066,9951,,
r-pietrykauski,base,official,2071,8903,,
r-pietrykauski,base,official,2075,8207,,
r-pietrykauski,negative,official,2026,24199,,
r-pietrykauski,negative,official,2031,21303,,
r-pietrykauski,negative,official,2036,18581,,
r-pietrykauski,negative,official,2041,16208,,
r-pietrykauski,negative,official,2046,14111,,
r-pietrykauski,negative,official,2051,12203,,
r-pietrykauski,negative,official,2056,10529,,
r-pietrykauski,negative,official,2061,9000,,
r-pietrykauski,negative,official,2066,7666,,
r-pietrykauski,negative,official,2071,6509,,
r-pietrykauski,negative,official,2075,5732,,
r-pietrykauski,optimistic,official,2026,24199,,
r-pietrykauski,optimistic,official,2031,21859,,
r-pietrykauski,optimistic,official,2036,19756,,
r-pietrykauski,optimistic,official,2041,17995,,
r-pietrykauski,optimistic,official,2046,16470,,
r-pietrykauski,optimistic,official,2051,15060,,
r-pietrykauski,optimistic,official,2056,13779,,
r-pietrykauski,optimistic,official,2061,12570,,
r-pietrykauski,optimistic,official,2066,11548,,
r-pietrykauski,optimistic,official,2071,10681,,
r-pietrykauski,optimistic,official,2075,10139,,
r-pinski,base,official,2026,162875,,
r-pinski,base,official,2031,154523,,
r-pinski,base,official,2036,146200,,
r-pinski,base,official,2041,138358,,
r-pinski,base,official,2046,130937,,
r-pinski,base,official,2051,123529,,
r-pinski,base,official,2056,116090,,
r-pinski,base,official,2061,109001,,
r-pinski,base,official,2066,102419,,
r-pinski,base,official,2071,96382,,
r-pinski,base,official,2075,91949,,
r-pinski,negative,official,2026,162875,,
r-pinski,negative,official,2031,151428,,
r-pinski,negative,official,2036,139756,,
r-pinski,negative,official,2041,128933,,
r-pinski,negative,official,2046,118339,,
r-pinski,negative,official,2051,108004,,
r-pinski,negative,official,2056,98120,,
r-pinski,negative,official,2061,88631,,
r-pinski,negative,official,2066,79767,,
r-pinski,negative,official,2071,71484,,
r-pinski,negative,official,2075,65403,,
r-pinski,optimistic,official,2026,162875,,
r-pinski,optimistic,official,2031,155112,,
r-pinski,optimistic,official,2036,147885,,
r-pinski,optimistic,official,2041,141951,,
r-pinski,optimistic,official,2046,136854,,
r-pinski,optimistic,official,2051,131981,,
r-pinski,optimistic,official,2056,127051,,
r-pinski,optimistic,official,2061,122444,,
r-pinski,optimistic,official,2066,118476,,
r-pinski,optimistic,official,2071,115274,,
r-pinski,optimistic,official,2075,113260,,
r-polacki,base,official,2026,193163,,
r-polacki,base,official,2031,182448,,
r-polacki,base,official,2036,171503,,
r-polacki,base,official,2041,161167,,
r-polacki,base,official,2046,150712,,
r-polacki,base,official,2051,140552,,
r-polacki,base,official,2056,129994,,
r-polacki,base,official,2061,119787,,
r-polacki,base,official,2066,109674,,
r-polacki,base,official,2071,100517,,
r-polacki,base,official,2075,93775,,
r-polacki,negative,official,2026,193163,,
r-polacki,negative,official,2031,179012,,
r-polacki,negative,official,2036,164312,,
r-polacki,negative,official,2041,150664,,
r-polacki,negative,official,2046,136711,,
r-polacki,negative,official,2051,123231,,
r-polacki,negative,official,2056,110029,,
r-polacki,negative,official,2061,97423,,
r-polacki,negative,official,2066,85080,,
r-polacki,negative,official,2071,73905,,
r-polacki,negative,official,2075,65762,,
r-polacki,optimistic,official,2026,193163,,
r-polacki,optimistic,official,2031,183145,,
r-polacki,optimistic,official,2036,173412,,
r-polacki,optimistic,official,2041,165164,,
r-polacki,optimistic,official,2046,157215,,
r-polacki,optimistic,official,2051,149743,,
r-polacki,optimistic,official,2056,141808,,
r-polacki,optimistic,official,2061,134037,,
r-polacki,optimistic,official,2066,126338,,
r-polacki,optimistic,official,2071,119671,,
r-polacki,optimistic,official,2075,114972,,
r-pruzhanski,base,official,2026,39913,,
r-pruzhanski,base,official,2031,36455,,
r-pruzhanski,base,official,2036,33152,,
r-pruzhanski,base,official,2041,30167,,
r-pruzhanski,base,official,2046,27438,,
r-pruzhanski,base,official,2051,24858,,
r-pruzhanski,base,official,2056,22453,,
r-pruzhanski,base,official,2061,20182,,
r-pruzhanski,base,official,2066,18171,,
r-pruzhanski,base,official,2071,16408,,
r-pruzhanski,base,official,2075,15219,,
r-pruzhanski,negative,official,2026,39913,,
r-pruzhanski,negative,official,2031,35747,,
r-pruzhanski,negative,official,2036,31716,,
r-pruzhanski,negative,official,2041,28107,,
r-pruzhanski,negative,official,2046,24838,,
r-pruzhanski,negative,official,2051,21809,,
r-pruzhanski,negative,official,2056,19072,,
r-pruzhanski,negative,official,2061,16533,,
r-pruzhanski,negative,official,2066,14276,,
r-pruzhanski,negative,official,2071,12315,,
r-pruzhanski,negative,official,2075,10990,,
r-pruzhanski,optimistic,official,2026,39913,,
r-pruzhanski,optimistic,official,2031,36590,,
r-pruzhanski,optimistic,official,2036,33531,,
r-pruzhanski,optimistic,official,2041,30947,,
r-pruzhanski,optimistic,official,2046,28664,,
r-pruzhanski,optimistic,official,2051,26520,,
r-pruzhanski,optimistic,official,2056,24499,,
r-pruzhanski,optimistic,official,2061,22546,,
r-pruzhanski,optimistic,official,2066,20838,,
r-pruzhanski,optimistic,official,2071,19386,,
r-pruzhanski,optimistic,official,2075,18460,,
r-puchavicki,base,official,2026,66626,,
r-puchavicki,base,official,2031,61780,,
r-puchavicki,base,official,2036,56602,,
r-puchavicki,base,official,2041,51373,,
r-puchavicki,base,official,2046,46271,,
r-puchavicki,base,official,2051,41404,,
r-puchavicki,base,official,2056,36705,,
r-puchavicki,base,official,2061,32203,,
r-puchavicki,base,official,2066,27885,,
r-puchavicki,base,official,2071,23893,,
r-puchavicki,base,official,2075,20998,,
r-puchavicki,negative,official,2026,66626,,
r-puchavicki,negative,official,2031,60244,,
r-puchavicki,negative,official,2036,53591,,
r-puchavicki,negative,official,2041,47268,,
r-puchavicki,negative,official,2046,41261,,
r-puchavicki,negative,official,2051,35659,,
r-puchavicki,negative,official,2056,30625,,
r-puchavicki,negative,official,2061,25929,,
r-puchavicki,negative,official,2066,21602,,
r-puchavicki,negative,official,2071,17740,,
r-puchavicki,negative,official,2075,15085,,
r-puchavicki,optimistic,official,2026,66626,,
r-puchavicki,optimistic,official,2031,62058,,
r-puchavicki,optimistic,official,2036,57309,,
r-puchavicki,optimistic,official,2041,52800,,
r-puchavicki,optimistic,official,2046,48454,,
r-puchavicki,optimistic,official,2051,44286,,
r-puchavicki,optimistic,official,2056,40153,,
r-puchavicki,optimistic,official,2061,36055,,
r-puchavicki,optimistic,official,2066,32006,,
r-puchavicki,optimistic,official,2071,28188,,
r-puchavicki,optimistic,official,2075,25347,,
r-rahachouski,base,official,2026,48999,,
r-rahachouski,base,official,2031,44689,,
r-rahachouski,base,official,2036,40187,,
r-rahachouski,base,official,2041,36317,,
r-rahachouski,base,official,2046,32838,,
r-rahachouski,base,official,2051,29608,,
r-rahachouski,base,official,2056,26553,,
r-rahachouski,base,official,2061,23693,,
r-rahachouski,base,official,2066,21049,,
r-rahachouski,base,official,2071,18796,,
r-rahachouski,base,official,2075,17279,,
r-rahachouski,negative,official,2026,48999,,
r-rahachouski,negative,official,2031,43775,,
r-rahachouski,negative,official,2036,38343,,
r-rahachouski,negative,official,2041,33686,,
r-rahachouski,negative,official,2046,29501,,
r-rahachouski,negative,official,2051,25714,,
r-rahachouski,negative,official,2056,22247,,
r-rahachouski,negative,official,2061,19075,,
r-rahachouski,negative,official,2066,16149,,
r-rahachouski,negative,official,2071,13689,,
r-rahachouski,negative,official,2075,12041,,
r-rahachouski,optimistic,official,2026,48999,,
r-rahachouski,optimistic,official,2031,44910,,
r-rahachouski,optimistic,official,2036,40752,,
r-rahachouski,optimistic,official,2041,37401,,
r-rahachouski,optimistic,official,2046,34496,,
r-rahachouski,optimistic,official,2051,31814,,
r-rahachouski,optimistic,official,2056,29231,,
r-rahachouski,optimistic,official,2061,26749,,
r-rahachouski,optimistic,official,2066,24462,,
r-rahachouski,optimistic,official,2071,22555,,
r-rahachouski,optimistic,official,2075,21321,,
r-rasonski,base,official,2026,7888,,
r-rasonski,base,official,2031,7144,,
r-rasonski,base,official,2036,6442,,
r-rasonski,base,official,2041,5787,,
r-rasonski,base,official,2046,5209,,
r-rasonski,base,official,2051,4669,,
r-rasonski,base,official,2056,4201,,
r-rasonski,base,official,2061,3756,,
r-rasonski,base,official,2066,3370,,
r-rasonski,base,official,2071,3018,,
r-rasonski,base,official,2075,2788,,
r-rasonski,negative,official,2026,7888,,
r-rasonski,negative,official,2031,7010,,
r-rasonski,negative,official,2036,6165,,
r-rasonski,negative,official,2041,5395,,
r-rasonski,negative,official,2046,4712,,
r-rasonski,negative,official,2051,4085,,
r-rasonski,negative,official,2056,3548,,
r-rasonski,negative,official,2061,3052,,
r-rasonski,negative,official,2066,2612,,
r-rasonski,negative,official,2071,2219,,
r-rasonski,negative,official,2075,1954,,
r-rasonski,optimistic,official,2026,7888,,
r-rasonski,optimistic,official,2031,7172,,
r-rasonski,optimistic,official,2036,6516,,
r-rasonski,optimistic,official,2041,5936,,
r-rasonski,optimistic,official,2046,5442,,
r-rasonski,optimistic,official,2051,4984,,
r-rasonski,optimistic,official,2056,4590,,
r-rasonski,optimistic,official,2061,4206,,
r-rasonski,optimistic,official,2066,3883,,
r-rasonski,optimistic,official,2071,3597,,
r-rasonski,optimistic,official,2075,3424,,
r-rechycki,base,official,2026,92809,,
r-rechycki,base,official,2031,86961,,
r-rechycki,base,official,2036,81244,,
r-rechycki,base,official,2041,76373,,
r-rechycki,base,official,2046,71573,,
r-rechycki,base,official,2051,66812,,
r-rechycki,base,official,2056,61891,,
r-rechycki,base,official,2061,57210,,
r-rechycki,base,official,2066,52792,,
r-rechycki,base,official,2071,48913,,
r-rechycki,base,official,2075,46166,,
r-rechycki,negative,official,2026,92809,,
r-rechycki,negative,official,2031,85184,,
r-rechycki,negative,official,2036,77536,,
r-rechycki,negative,official,2041,70974,,
r-rechycki,negative,official,2046,64560,,
r-rechycki,negative,official,2051,58334,,
r-rechycki,negative,official,2056,52123,,
r-rechycki,negative,official,2061,46270,,
r-rechycki,negative,official,2066,40645,,
r-rechycki,negative,official,2071,35699,,
r-rechycki,negative,official,2075,32113,,
r-rechycki,optimistic,official,2026,92809,,
r-rechycki,optimistic,official,2031,87376,,
r-rechycki,optimistic,official,2036,82336,,
r-rechycki,optimistic,official,2041,78560,,
r-rechycki,optimistic,official,2046,75034,,
r-rechycki,optimistic,official,2051,71597,,
r-rechycki,optimistic,official,2056,67964,,
r-rechycki,optimistic,official,2061,64513,,
r-rechycki,optimistic,official,2066,61377,,
r-rechycki,optimistic,official,2071,58891,,
r-rechycki,optimistic,official,2075,57333,,
r-salihorski,base,official,2026,124490,,
r-salihorski,base,official,2031,113552,,
r-salihorski,base,official,2036,102964,,
r-salihorski,base,official,2041,93078,,
r-salihorski,base,official,2046,83040,,
r-salihorski,base,official,2051,73334,,
r-salihorski,base,official,2056,64133,,
r-salihorski,base,official,2061,55706,,
r-salihorski,base,official,2066,47967,,
r-salihorski,base,official,2071,40926,,
r-salihorski,base,official,2075,35715,,
r-salihorski,negative,official,2026,124490,,
r-salihorski,negative,official,2031,110770,,
r-salihorski,negative,official,2036,97577,,
r-salihorski,negative,official,2041,85872,,
