territory_id,oblast,year,age_group,sex,locality,pop
BY-VI,BY-VI,2019,80 и старше,f,urban,25198
BY-VI,BY-VI,2019,Возраст не определен,f,urban,0
BY-VI,BY-VI,2019,80 и старше,m,rural,4021
BY-VI,BY-VI,2019,Возраст не определен,m,rural,0
BY-VI,BY-VI,2019,80 и старше,m,urban,7383
BY-VI,BY-VI,2019,Возраст не определен,m,urban,0
c-navapolack,BY-VI,2019,0-4,f,rural,0
c-navapolack,BY-VI,2019,0-4,f,urban,2380
c-navapolack,BY-VI,2019,0-4,f,urban,0
c-navapolack,BY-VI,2019,0-4,m,rural,0
c-navapolack,BY-VI,2019,0-4,m,urban,2591
c-navapolack,BY-VI,2019,0-4,m,urban,0
c-navapolack,BY-VI,2019,5-9,f,rural,0
c-navapolack,BY-VI,2019,5-9,f,urban,2682
c-navapolack,BY-VI,2019,5-9,f,urban,0
c-navapolack,BY-VI,2019,5-9,m,rural,0
c-navapolack,BY-VI,2019,5-9,m,urban,2846
c-navapolack,BY-VI,2019,5-9,m,urban,0
c-navapolack,BY-VI,2019,10-14,f,rural,0
c-navapolack,BY-VI,2019,10-14,f,urban,2283
c-navapolack,BY-VI,2019,10-14,f,urban,0
c-navapolack,BY-VI,2019,10-14,m,rural,0
c-navapolack,BY-VI,2019,10-14,m,urban,2498
c-navapolack,BY-VI,2019,10-14,m,urban,0
c-navapolack,BY-VI,2019,15-19,f,rural,0
c-navapolack,BY-VI,2019,15-19,f,urban,2285
c-navapolack,BY-VI,2019,15-19,f,urban,0
c-navapolack,BY-VI,2019,15-19,m,rural,0
c-navapolack,BY-VI,2019,15-19,m,urban,2866
c-navapolack,BY-VI,2019,15-19,m,urban,0
c-navapolack,BY-VI,2019,20-24,f,rural,0
c-navapolack,BY-VI,2019,20-24,f,urban,2251
c-navapolack,BY-VI,2019,20-24,f,urban,0
c-navapolack,BY-VI,2019,20-24,m,rural,0
c-navapolack,BY-VI,2019,20-24,m,urban,2504
c-navapolack,BY-VI,2019,20-24,m,urban,0
c-navapolack,BY-VI,2019,25-29,f,rural,0
c-navapolack,BY-VI,2019,25-29,f,urban,3192
c-navapolack,BY-VI,2019,25-29,f,urban,0
c-navapolack,BY-VI,2019,25-29,m,rural,0
c-navapolack,BY-VI,2019,25-29,m,urban,3065
c-navapolack,BY-VI,2019,25-29,m,urban,0
c-navapolack,BY-VI,2019,30-34,f,rural,0
c-navapolack,BY-VI,2019,30-34,f,urban,4036
c-navapolack,BY-VI,2019,30-34,f,urban,0
c-navapolack,BY-VI,2019,30-34,m,rural,0
c-navapolack,BY-VI,2019,30-34,m,urban,4048
c-navapolack,BY-VI,2019,30-34,m,urban,0
c-navapolack,BY-VI,2019,35-39,f,rural,0
c-navapolack,BY-VI,2019,35-39,f,urban,4176
c-navapolack,BY-VI,2019,35-39,f,urban,0
c-navapolack,BY-VI,2019,35-39,m,rural,0
c-navapolack,BY-VI,2019,35-39,m,urban,4051
c-navapolack,BY-VI,2019,35-39,m,urban,0
c-navapolack,BY-VI,2019,40-44,f,rural,0
c-navapolack,BY-VI,2019,40-44,f,urban,3651
c-navapolack,BY-VI,2019,40-44,f,urban,0
c-navapolack,BY-VI,2019,40-44,m,rural,0
c-navapolack,BY-VI,2019,40-44,m,urban,3274
c-navapolack,BY-VI,2019,40-44,m,urban,0
c-navapolack,BY-VI,2019,45-49,f,rural,0
c-navapolack,BY-VI,2019,45-49,f,urban,3550
c-navapolack,BY-VI,2019,45-49,f,urban,0
c-navapolack,BY-VI,2019,45-49,m,rural,0
c-navapolack,BY-VI,2019,45-49,m,urban,3016
c-navapolack,BY-VI,2019,45-49,m,urban,0
c-navapolack,BY-VI,2019,50-54,f,rural,0
c-navapolack,BY-VI,2019,50-54,f,urban,3582
c-navapolack,BY-VI,2019,50-54,f,urban,0
c-navapolack,BY-VI,2019,50-54,m,rural,0
c-navapolack,BY-VI,2019,50-54,m,urban,2916
c-navapolack,BY-VI,2019,50-54,m,urban,0
c-navapolack,BY-VI,2019,55-59,f,rural,0
c-navapolack,BY-VI,2019,55-59,f,urban,4267
c-navapolack,BY-VI,2019,55-59,f,urban,0
c-navapolack,BY-VI,2019,55-59,m,rural,0
c-navapolack,BY-VI,2019,55-59,m,urban,3370
c-navapolack,BY-VI,2019,55-59,m,urban,0
c-navapolack,BY-VI,2019,60-64,f,rural,0
c-navapolack,BY-VI,2019,60-64,f,urban,3883
c-navapolack,BY-VI,2019,60-64,f,urban,0
c-navapolack,BY-VI,2019,60-64,m,rural,0
c-navapolack,BY-VI,2019,60-64,m,urban,2925
c-navapolack,BY-VI,2019,60-64,m,urban,0
c-navapolack,BY-VI,2019,65-69,f,rural,0
c-navapolack,BY-VI,2019,65-69,f,urban,3667
c-navapolack,BY-VI,2019,65-69,f,urban,0
c-navapolack,BY-VI,2019,65-69,m,rural,0
c-navapolack,BY-VI,2019,65-69,m,urban,2122
c-navapolack,BY-VI,2019,65-69,m,urban,0
c-navapolack,BY-VI,2019,70-74,f,rural,0
c-navapolack,BY-VI,2019,70-74,f,urban,3005
c-navapolack,BY-VI,2019,70-74,f,urban,0
c-navapolack,BY-VI,2019,70-74,m,rural,0
c-navapolack,BY-VI,2019,70-74,m,urban,1543
c-navapolack,BY-VI,2019,70-74,m,urban,0
c-navapolack,BY-VI,2019,75-79,f,rural,0
c-navapolack,BY-VI,2019,75-79,f,urban,2141
c-navapolack,BY-VI,2019,75-79,f,urban,0
c-navapolack,BY-VI,2019,75-79,m,rural,0
c-navapolack,BY-VI,2019,75-79,m,urban,834
c-navapolack,BY-VI,2019,75-79,m,urban,0
c-navapolack,BY-VI,2019,80 и старше,f,rural,0
c-navapolack,BY-VI,2019,80 и старше,f,urban,2578
c-navapolack,BY-VI,2019,80 и старше,f,urban,0
c-navapolack,BY-VI,2019,80 и старше,m,rural,0
c-navapolack,BY-VI,2019,80 и старше,m,urban,848
c-navapolack,BY-VI,2019,80 и старше,m,urban,0
c-orsha,BY-VI,2019,0-4,f,rural,0
c-orsha,BY-VI,2019,0-4,f,urban,0
c-orsha,BY-VI,2019,0-4,m,rural,0
c-orsha,BY-VI,2019,0-4,m,urban,0
c-orsha,BY-VI,2019,5-9,f,urban,0
c-orsha,BY-VI,2019,5-9,m,urban,0
c-orsha,BY-VI,2019,10-14,f,rural,0
c-orsha,BY-VI,2019,10-14,f,urban,0
c-orsha,BY-VI,2019,10-14,m,rural,0
c-orsha,BY-VI,2019,10-14,m,urban,0
c-orsha,BY-VI,2019,15-19,f,rural,0
c-orsha,BY-VI,2019,15-19,f,urban,0
c-orsha,BY-VI,2019,15-19,m,rural,0
c-orsha,BY-VI,2019,15-19,m,urban,0
c-orsha,BY-VI,2019,20-24,f,rural,0
c-orsha,BY-VI,2019,20-24,f,urban,0
c-orsha,BY-VI,2019,20-24,m,rural,0
c-orsha,BY-VI,2019,20-24,m,urban,0
c-orsha,BY-VI,2019,25-29,f,rural,0
c-orsha,BY-VI,2019,25-29,f,urban,0
c-orsha,BY-VI,2019,25-29,m,rural,0
c-orsha,BY-VI,2019,25-29,m,urban,0
c-orsha,BY-VI,2019,30-34,f,urban,0
c-orsha,BY-VI,2019,30-34,m,rural,0
c-orsha,BY-VI,2019,30-34,m,urban,0
c-orsha,BY-VI,2019,35-39,f,rural,0
c-orsha,BY-VI,2019,35-39,f,urban,0
c-orsha,BY-VI,2019,35-39,m,rural,0
c-orsha,BY-VI,2019,35-39,m,urban,0
c-orsha,BY-VI,2019,40-44,f,rural,0
c-orsha,BY-VI,2019,40-44,f,urban,0
c-orsha,BY-VI,2019,40-44,m,rural,0
c-orsha,BY-VI,2019,40-44,m,urban,0
c-orsha,BY-VI,2019,45-49,f,rural,0
c-orsha,BY-VI,2019,45-49,f,urban,0
c-orsha,BY-VI,2019,45-49,m,rural,0
c-orsha,BY-VI,2019,45-49,m,urban,0
c-orsha,BY-VI,2019,50-54,f,rural,0
c-orsha,BY-VI,2019,50-54,f,urban,0
c-orsha,BY-VI,2019,50-54,m,rural,0
c-orsha,BY-VI,2019,50-54,m,urban,0
c-orsha,BY-VI,2019,55-59,f,rural,0
c-orsha,BY-VI,2019,55-59,f,urban,0
c-orsha,BY-VI,2019,55-59,m,rural,0
c-orsha,BY-VI,2019,55-59,m,urban,0
c-orsha,BY-VI,2019,60-64,f,rural,0
c-orsha,BY-VI,2019,60-64,f,urban,0
c-orsha,BY-VI,2019,60-64,m,rural,0
c-orsha,BY-VI,2019,60-64,m,urban,0
c-orsha,BY-VI,2019,65-69,f,rural,0
c-orsha,BY-VI,2019,65-69,f,urban,0
c-orsha,BY-VI,2019,65-69,m,rural,0
c-orsha,BY-VI,2019,65-69,m,urban,0
c-orsha,BY-VI,2019,70-74,f,rural,0
c-orsha,BY-VI,2019,70-74,f,urban,0
c-orsha,BY-VI,2019,70-74,m,rural,0
c-orsha,BY-VI,2019,70-74,m,urban,0
c-orsha,BY-VI,2019,75-79,f,rural,0
c-orsha,BY-VI,2019,75-79,f,urban,0
c-orsha,BY-VI,2019,75-79,m,rural,0
c-orsha,BY-VI,2019,75-79,m,urban,0
c-orsha,BY-VI,2019,80 и старше,f,rural,0
c-orsha,BY-VI,2019,Возраст не определен,f,rural,0
c-orsha,BY-VI,2019,80 и старше,f,urban,0
c-orsha,BY-VI,2019,Возраст не определен,f,urban,0
c-orsha,BY-VI,2019,80 и старше,m,rural,0
c-orsha,BY-VI,2019,80 и старше,m,urban,0
c-orsha,BY-VI,2019,Возраст не определен,m,urban,0
c-polack,BY-VI,2019,0-4,f,urban,0
c-polack,BY-VI,2019,0-4,m,urban,0
c-polack,BY-VI,2019,5-9,f,urban,0
c-polack,BY-VI,2019,5-9,m,urban,0
c-polack,BY-VI,2019,10-14,f,urban,0
c-polack,BY-VI,2019,10-14,m,urban,0
c-polack,BY-VI,2019,15-19,f,urban,0
c-polack,BY-VI,2019,15-19,m,urban,0
c-polack,BY-VI,2019,20-24,f,urban,0
c-polack,BY-VI,2019,20-24,m,urban,0
c-polack,BY-VI,2019,25-29,f,urban,0
c-polack,BY-VI,2019,25-29,m,urban,0
c-polack,BY-VI,2019,30-34,f,urban,0
c-polack,BY-VI,2019,30-34,m,urban,0
c-polack,BY-VI,2019,35-39,f,urban,0
c-polack,BY-VI,2019,35-39,m,urban,0
c-polack,BY-VI,2019,40-44,f,urban,0
c-polack,BY-VI,2019,40-44,m,urban,0
c-polack,BY-VI,2019,45-49,f,urban,0
c-polack,BY-VI,2019,45-49,m,urban,0
c-polack,BY-VI,2019,50-54,f,urban,0
c-polack,BY-VI,2019,50-54,m,urban,0
c-polack,BY-VI,2019,55-59,f,urban,0
c-polack,BY-VI,2019,55-59,m,urban,0
c-polack,BY-VI,2019,60-64,f,urban,0
c-polack,BY-VI,2019,60-64,m,urban,0
c-polack,BY-VI,2019,65-69,f,urban,0
c-polack,BY-VI,2019,65-69,m,urban,0
c-polack,BY-VI,2019,70-74,f,urban,0
c-polack,BY-VI,2019,70-74,m,urban,0
c-polack,BY-VI,2019,75-79,f,urban,0
c-polack,BY-VI,2019,75-79,m,urban,0
c-polack,BY-VI,2019,80 и старше,f,urban,0
c-polack,BY-VI,2019,80 и старше,m,urban,0
c-polack,BY-VI,2019,Возраст не определен,m,urban,0
c-viciebsk,BY-VI,2019,0-4,f,urban,8636
c-viciebsk,BY-VI,2019,0-4,f,urban,0
c-viciebsk,BY-VI,2019,0-4,m,urban,8965
c-viciebsk,BY-VI,2019,0-4,m,urban,0
c-viciebsk,BY-VI,2019,5-9,f,urban,9504
c-viciebsk,BY-VI,2019,5-9,f,urban,0
c-viciebsk,BY-VI,2019,5-9,m,urban,10029
c-viciebsk,BY-VI,2019,5-9,m,urban,0
c-viciebsk,BY-VI,2019,10-14,f,urban,8424
c-viciebsk,BY-VI,2019,10-14,f,urban,0
c-viciebsk,BY-VI,2019,10-14,m,urban,8966
c-viciebsk,BY-VI,2019,10-14,m,urban,0
c-viciebsk,BY-VI,2019,15-19,f,urban,8810
c-viciebsk,BY-VI,2019,15-19,f,urban,0
c-viciebsk,BY-VI,2019,15-19,m,urban,8604
c-viciebsk,BY-VI,2019,15-19,m,urban,0
c-viciebsk,BY-VI,2019,20-24,f,urban,8024
c-viciebsk,BY-VI,2019,20-24,f,urban,0
c-viciebsk,BY-VI,2019,20-24,m,urban,7735
c-viciebsk,BY-VI,2019,20-24,m,urban,0
c-viciebsk,BY-VI,2019,25-29,f,urban,13621
c-viciebsk,BY-VI,2019,25-29,f,urban,0
c-viciebsk,BY-VI,2019,25-29,m,urban,12817
c-viciebsk,BY-VI,2019,25-29,m,urban,0
c-viciebsk,BY-VI,2019,30-34,f,urban,18010
c-viciebsk,BY-VI,2019,30-34,f,urban,0
c-viciebsk,BY-VI,2019,30-34,m,urban,16588
c-viciebsk,BY-VI,2019,30-34,m,urban,0
c-viciebsk,BY-VI,2019,35-39,f,urban,17384
c-viciebsk,BY-VI,2019,35-39,f,urban,0
c-viciebsk,BY-VI,2019,35-39,m,urban,15720
c-viciebsk,BY-VI,2019,35-39,m,urban,0
c-viciebsk,BY-VI,2019,40-44,f,urban,15098
c-viciebsk,BY-VI,2019,40-44,f,urban,0
c-viciebsk,BY-VI,2019,40-44,m,urban,13942
c-viciebsk,BY-VI,2019,40-44,m,urban,0
c-viciebsk,BY-VI,2019,45-49,f,urban,14912
c-viciebsk,BY-VI,2019,45-49,f,urban,0
c-viciebsk,BY-VI,2019,45-49,m,urban,12287
c-viciebsk,BY-VI,2019,45-49,m,urban,0
c-viciebsk,BY-VI,2019,50-54,f,urban,13014
c-viciebsk,BY-VI,2019,50-54,f,urban,0
c-viciebsk,BY-VI,2019,50-54,m,urban,10271
c-viciebsk,BY-VI,2019,50-54,m,urban,0
c-viciebsk,BY-VI,2019,55-59,f,urban,12226
c-viciebsk,BY-VI,2019,55-59,f,urban,0
c-viciebsk,BY-VI,2019,55-59,m,urban,8547
c-viciebsk,BY-VI,2019,55-59,m,urban,0
c-viciebsk,BY-VI,2019,60-64,f,urban,15598
c-viciebsk,BY-VI,2019,60-64,f,urban,0
c-viciebsk,BY-VI,2019,60-64,m,urban,10617
c-viciebsk,BY-VI,2019,60-64,m,urban,0
c-viciebsk,BY-VI,2019,65-69,f,urban,13326
c-viciebsk,BY-VI,2019,65-69,f,urban,0
c-viciebsk,BY-VI,2019,65-69,m,urban,7581
c-viciebsk,BY-VI,2019,65-69,m,urban,0
c-viciebsk,BY-VI,2019,70-74,f,urban,8775
c-viciebsk,BY-VI,2019,70-74,f,urban,0
c-viciebsk,BY-VI,2019,70-74,m,urban,4852
c-viciebsk,BY-VI,2019,70-74,m,urban,0
c-viciebsk,BY-VI,2019,75-79,f,urban,5466
c-viciebsk,BY-VI,2019,75-79,f,urban,0
c-viciebsk,BY-VI,2019,75-79,m,urban,2160
c-viciebsk,BY-VI,2019,75-79,m,urban,0
c-viciebsk,BY-VI,2019,80 и старше,f,urban,10918
c-viciebsk,BY-VI,2019,80 и старше,f,urban,0
c-viciebsk,BY-VI,2019,Возраст не определен,f,urban,0
c-viciebsk,BY-VI,2019,80 и старше,m,urban,3247
c-viciebsk,BY-VI,2019,80 и старше,m,urban,0
c-viciebsk,BY-VI,2019,Возраст не определен,m,urban,0
r-arshanski,BY-VI,2019,0-4,f,rural,471
r-arshanski,BY-VI,2019,0-4,f,urban,3133
r-arshanski,BY-VI,2019,0-4,m,rural,467
r-arshanski,BY-VI,2019,0-4,m,urban,3399
r-arshanski,BY-VI,2019,5-9,f,rural,467
r-arshanski,BY-VI,2019,5-9,f,urban,3252
r-arshanski,BY-VI,2019,5-9,m,rural,505
r-arshanski,BY-VI,2019,5-9,m,urban,3442
r-arshanski,BY-VI,2019,10-14,f,rural,508
r-arshanski,BY-VI,2019,10-14,f,urban,3158
r-arshanski,BY-VI,2019,10-14,m,rural,543
r-arshanski,BY-VI,2019,10-14,m,urban,3230
r-arshanski,BY-VI,2019,15-19,f,rural,489
r-arshanski,BY-VI,2019,15-19,f,urban,2725
r-arshanski,BY-VI,2019,15-19,m,rural,610
r-arshanski,BY-VI,2019,15-19,m,urban,2951
r-arshanski,BY-VI,2019,20-24,f,rural,394
r-arshanski,BY-VI,2019,20-24,f,urban,2628
r-arshanski,BY-VI,2019,20-24,m,rural,474
r-arshanski,BY-VI,2019,20-24,m,urban,2633
r-arshanski,BY-VI,2019,25-29,f,rural,539
r-arshanski,BY-VI,2019,25-29,f,urban,3886
r-arshanski,BY-VI,2019,25-29,m,rural,614
r-arshanski,BY-VI,2019,25-29,m,urban,3775
r-arshanski,BY-VI,2019,30-34,f,rural,711
r-arshanski,BY-VI,2019,30-34,f,urban,4820
r-arshanski,BY-VI,2019,30-34,m,rural,866
r-arshanski,BY-VI,2019,30-34,m,urban,5052
r-arshanski,BY-VI,2019,35-39,f,rural,692
r-arshanski,BY-VI,2019,35-39,f,urban,4437
r-arshanski,BY-VI,2019,35-39,m,rural,825
r-arshanski,BY-VI,2019,35-39,m,urban,4332
r-arshanski,BY-VI,2019,40-44,f,rural,722
r-arshanski,BY-VI,2019,40-44,f,urban,4909
r-arshanski,BY-VI,2019,40-44,m,rural,820
r-arshanski,BY-VI,2019,40-44,m,urban,4453
r-arshanski,BY-VI,2019,45-49,f,rural,752
r-arshanski,BY-VI,2019,45-49,f,urban,4723
r-arshanski,BY-VI,2019,45-49,m,rural,852
r-arshanski,BY-VI,2019,45-49,m,urban,4356
r-arshanski,BY-VI,2019,50-54,f,rural,828
r-arshanski,BY-VI,2019,50-54,f,urban,4818
r-arshanski,BY-VI,2019,50-54,m,rural,887
r-arshanski,BY-VI,2019,50-54,m,urban,4115
r-arshanski,BY-VI,2019,55-59,f,rural,1040
r-arshanski,BY-VI,2019,55-59,f,urban,5532
r-arshanski,BY-VI,2019,55-59,m,rural,1046
r-arshanski,BY-VI,2019,55-59,m,urban,4505
r-arshanski,BY-VI,2019,60-64,f,rural,1160
r-arshanski,BY-VI,2019,60-64,f,urban,5963
r-arshanski,BY-VI,2019,60-64,m,rural,1031
r-arshanski,BY-VI,2019,60-64,m,urban,4178
r-arshanski,BY-VI,2019,65-69,f,rural,886
r-arshanski,BY-VI,2019,65-69,f,urban,5039
r-arshanski,BY-VI,2019,65-69,m,rural,730
r-arshanski,BY-VI,2019,65-69,m,urban,3021
r-arshanski,BY-VI,2019,70-74,f,rural,598
r-arshanski,BY-VI,2019,70-74,f,urban,3202
r-arshanski,BY-VI,2019,70-74,m,rural,395
r-arshanski,BY-VI,2019,70-74,m,urban,1672
r-arshanski,BY-VI,2019,75-79,f,rural,490
r-arshanski,BY-VI,2019,75-79,f,urban,2432
r-arshanski,BY-VI,2019,75-79,m,rural,199
r-arshanski,BY-VI,2019,75-79,m,urban,874
r-arshanski,BY-VI,2019,80 и старше,f,rural,959
r-arshanski,BY-VI,2019,80 и старше,f,urban,3620
r-arshanski,BY-VI,2019,80 и старше,m,rural,241
r-arshanski,BY-VI,2019,80 и старше,m,urban,1060
r-bieshankovicki,BY-VI,2019,0-4,f,rural,177
r-bieshankovicki,BY-VI,2019,0-4,f,urban,179
r-bieshankovicki,BY-VI,2019,0-4,m,rural,179
r-bieshankovicki,BY-VI,2019,0-4,m,urban,199
r-bieshankovicki,BY-VI,2019,5-9,f,rural,144
r-bieshankovicki,BY-VI,2019,5-9,f,urban,198
r-bieshankovicki,BY-VI,2019,5-9,m,rural,123
r-bieshankovicki,BY-VI,2019,5-9,m,urban,232
r-bieshankovicki,BY-VI,2019,10-14,f,rural,131
r-bieshankovicki,BY-VI,2019,10-14,f,urban,187
r-bieshankovicki,BY-VI,2019,10-14,m,rural,151
r-bieshankovicki,BY-VI,2019,10-14,m,urban,213
r-bieshankovicki,BY-VI,2019,15-19,f,rural,113
r-bieshankovicki,BY-VI,2019,15-19,f,urban,121
r-bieshankovicki,BY-VI,2019,15-19,m,rural,264
r-bieshankovicki,BY-VI,2019,15-19,m,urban,77
r-bieshankovicki,BY-VI,2019,20-24,f,rural,125
r-bieshankovicki,BY-VI,2019,20-24,f,urban,119
r-bieshankovicki,BY-VI,2019,20-24,m,rural,119
r-bieshankovicki,BY-VI,2019,20-24,m,urban,115
r-bieshankovicki,BY-VI,2019,25-29,f,rural,157
r-bieshankovicki,BY-VI,2019,25-29,f,urban,208
r-bieshankovicki,BY-VI,2019,25-29,m,rural,183
r-bieshankovicki,BY-VI,2019,25-29,m,urban,160
r-bieshankovicki,BY-VI,2019,30-34,f,rural,160
r-bieshankovicki,BY-VI,2019,30-34,f,urban,256
r-bieshankovicki,BY-VI,2019,30-34,m,rural,209
r-bieshankovicki,BY-VI,2019,30-34,m,urban,247
r-bieshankovicki,BY-VI,2019,35-39,f,rural,154
r-bieshankovicki,BY-VI,2019,35-39,f,urban,262
r-bieshankovicki,BY-VI,2019,35-39,m,rural,181
r-bieshankovicki,BY-VI,2019,35-39,m,urban,227
r-bieshankovicki,BY-VI,2019,40-44,f,rural,162
r-bieshankovicki,BY-VI,2019,40-44,f,urban,248
r-bieshankovicki,BY-VI,2019,40-44,m,rural,189
r-bieshankovicki,BY-VI,2019,40-44,m,urban,231
r-bieshankovicki,BY-VI,2019,45-49,f,rural,280
r-bieshankovicki,BY-VI,2019,45-49,f,urban,244
r-bieshankovicki,BY-VI,2019,45-49,m,rural,232
r-bieshankovicki,BY-VI,2019,45-49,m,urban,212
r-bieshankovicki,BY-VI,2019,50-54,f,rural,369
r-bieshankovicki,BY-VI,2019,50-54,f,urban,246
r-bieshankovicki,BY-VI,2019,50-54,m,rural,363
r-bieshankovicki,BY-VI,2019,50-54,m,urban,212
r-bieshankovicki,BY-VI,2019,55-59,f,rural,376
r-bieshankovicki,BY-VI,2019,55-59,f,urban,384
r-bieshankovicki,BY-VI,2019,55-59,m,rural,441
r-bieshankovicki,BY-VI,2019,55-59,m,urban,284
r-bieshankovicki,BY-VI,2019,60-64,f,rural,383
r-bieshankovicki,BY-VI,2019,60-64,f,urban,408
r-bieshankovicki,BY-VI,2019,60-64,m,rural,366
r-bieshankovicki,BY-VI,2019,60-64,m,urban,291
r-bieshankovicki,BY-VI,2019,65-69,f,rural,315
r-bieshankovicki,BY-VI,2019,65-69,f,urban,309
r-bieshankovicki,BY-VI,2019,65-69,m,rural,237
r-bieshankovicki,BY-VI,2019,65-69,m,urban,182
r-bieshankovicki,BY-VI,2019,70-74,f,rural,245
r-bieshankovicki,BY-VI,2019,70-74,f,urban,185
r-bieshankovicki,BY-VI,2019,70-74,m,rural,148
r-bieshankovicki,BY-VI,2019,70-74,m,urban,121
r-bieshankovicki,BY-VI,2019,75-79,f,rural,241
r-bieshankovicki,BY-VI,2019,75-79,f,urban,124
r-bieshankovicki,BY-VI,2019,75-79,m,rural,93
r-bieshankovicki,BY-VI,2019,75-79,m,urban,71
r-bieshankovicki,BY-VI,2019,80 и старше,f,rural,490
r-bieshankovicki,BY-VI,2019,80 и старше,f,urban,171
r-bieshankovicki,BY-VI,2019,80 и старше,m,rural,153
r-bieshankovicki,BY-VI,2019,80 и старше,m,urban,54
r-braslauski,BY-VI,2019,0-4,f,rural,285
r-braslauski,BY-VI,2019,0-4,f,urban,307
r-braslauski,BY-VI,2019,0-4,m,rural,310
r-braslauski,BY-VI,2019,0-4,m,urban,328
r-braslauski,BY-VI,2019,5-9,f,rural,270
r-braslauski,BY-VI,2019,5-9,f,urban,349
r-braslauski,BY-VI,2019,5-9,m,rural,278
r-braslauski,BY-VI,2019,5-9,m,urban,366
r-braslauski,BY-VI,2019,10-14,f,rural,288
r-braslauski,BY-VI,2019,10-14,f,urban,309
r-braslauski,BY-VI,2019,10-14,m,rural,311
r-braslauski,BY-VI,2019,10-14,m,urban,316
r-braslauski,BY-VI,2019,15-19,f,rural,217
r-braslauski,BY-VI,2019,15-19,f,urban,208
r-braslauski,BY-VI,2019,15-19,m,rural,223
r-braslauski,BY-VI,2019,15-19,m,urban,281
r-braslauski,BY-VI,2019,20-24,f,rural,312
r-braslauski,BY-VI,2019,20-24,f,urban,185
r-braslauski,BY-VI,2019,20-24,m,rural,383
r-braslauski,BY-VI,2019,20-24,m,urban,213
r-braslauski,BY-VI,2019,25-29,f,rural,348
r-braslauski,BY-VI,2019,25-29,f,urban,357
r-braslauski,BY-VI,2019,25-29,m,rural,448
r-braslauski,BY-VI,2019,25-29,m,urban,301
r-braslauski,BY-VI,2019,30-34,f,rural,330
r-braslauski,BY-VI,2019,30-34,f,urban,370
r-braslauski,BY-VI,2019,30-34,m,rural,445
r-braslauski,BY-VI,2019,30-34,m,urban,381
r-braslauski,BY-VI,2019,35-39,f,rural,309
r-braslauski,BY-VI,2019,35-39,f,urban,387
r-braslauski,BY-VI,2019,35-39,m,rural,378
r-braslauski,BY-VI,2019,35-39,m,urban,367
r-braslauski,BY-VI,2019,40-44,f,rural,416
r-braslauski,BY-VI,2019,40-44,f,urban,439
r-braslauski,BY-VI,2019,40-44,m,rural,426
r-braslauski,BY-VI,2019,40-44,m,urban,375
r-braslauski,BY-VI,2019,45-49,f,rural,560
r-braslauski,BY-VI,2019,45-49,f,urban,458
r-braslauski,BY-VI,2019,45-49,m,rural,569
r-braslauski,BY-VI,2019,45-49,m,urban,373
r-braslauski,BY-VI,2019,50-54,f,rural,619
r-braslauski,BY-VI,2019,50-54,f,urban,439
r-braslauski,BY-VI,2019,50-54,m,rural,623
r-braslauski,BY-VI,2019,50-54,m,urban,396
r-braslauski,BY-VI,2019,55-59,f,rural,602
r-braslauski,BY-VI,2019,55-59,f,urban,443
r-braslauski,BY-VI,2019,55-59,m,rural,651
r-braslauski,BY-VI,2019,55-59,m,urban,379
r-braslauski,BY-VI,2019,60-64,f,rural,486
r-braslauski,BY-VI,2019,60-64,f,urban,456
r-braslauski,BY-VI,2019,60-64,m,rural,523
r-braslauski,BY-VI,2019,60-64,m,urban,324
r-braslauski,BY-VI,2019,65-69,f,rural,456
r-braslauski,BY-VI,2019,65-69,f,urban,357
r-braslauski,BY-VI,2019,65-69,m,rural,396
r-braslauski,BY-VI,2019,65-69,m,urban,226
r-braslauski,BY-VI,2019,70-74,f,rural,390
r-braslauski,BY-VI,2019,70-74,f,urban,275
r-braslauski,BY-VI,2019,70-74,m,rural,239
r-braslauski,BY-VI,2019,70-74,m,urban,170
r-braslauski,BY-VI,2019,75-79,f,rural,470
r-braslauski,BY-VI,2019,75-79,f,urban,225
r-braslauski,BY-VI,2019,75-79,m,rural,218
r-braslauski,BY-VI,2019,75-79,m,urban,93
r-braslauski,BY-VI,2019,80 и старше,f,rural,745
r-braslauski,BY-VI,2019,80 и старше,f,urban,341
r-braslauski,BY-VI,2019,80 и старше,m,rural,249
r-braslauski,BY-VI,2019,80 и старше,m,urban,112
r-chashnicki,BY-VI,2019,0-4,f,rural,164
r-chashnicki,BY-VI,2019,0-4,f,urban,497
r-chashnicki,BY-VI,2019,0-4,m,rural,165
r-chashnicki,BY-VI,2019,0-4,m,urban,569
r-chashnicki,BY-VI,2019,5-9,f,rural,126
r-chashnicki,BY-VI,2019,5-9,f,urban,590
r-chashnicki,BY-VI,2019,5-9,m,rural,173
r-chashnicki,BY-VI,2019,5-9,m,urban,606
r-chashnicki,BY-VI,2019,10-14,f,rural,170
r-chashnicki,BY-VI,2019,10-14,f,urban,582
r-chashnicki,BY-VI,2019,10-14,m,rural,173
r-chashnicki,BY-VI,2019,10-14,m,urban,639
r-chashnicki,BY-VI,2019,15-19,f,rural,122
r-chashnicki,BY-VI,2019,15-19,f,urban,349
r-chashnicki,BY-VI,2019,15-19,m,rural,145
r-chashnicki,BY-VI,2019,15-19,m,urban,326
r-chashnicki,BY-VI,2019,20-24,f,rural,146
r-chashnicki,BY-VI,2019,20-24,f,urban,405
r-chashnicki,BY-VI,2019,20-24,m,rural,181
