country,year,sex,age,type,central_death_rate,probability_of_death,average_survival_length,number_survivors,number_deaths,number_person_years_lived,number_person_years_remaining,life_expectancy
Belarus,1990,male,46,period,9.69,0.964,0.5,87515,843,87093,2231456,25.5
Belarus,1990,male,47,period,9.24,0.92,0.5,86671,797,86273,2144363,24.74
Belarus,1990,male,48,period,11.559999,1.149,0.5,85874,987,85380,2058091,23.97
Belarus,1990,male,49,period,11.66,1.159,0.5,84887,984,84395,1972710,23.24
Belarus,1990,male,5,period,0.44,0.044,0.5,98308,43,98287,6131840,62.37
Belarus,1990,male,5-9,period,0.47,0.236,2.5,98308,232,490962,6131840,62.37
Belarus,1990,male,50,period,13.16,1.307,0.5,83903,1097,83355,1888315,22.51
Belarus,1990,male,50-54,period,14.8,7.1419997,2.56,83903,5992,404892,1888315,22.51
Belarus,1990,male,51,period,14.59,1.449,0.5,82807,1200,82207,1804960,21.8
Belarus,1990,male,52,period,14.5199995,1.441,0.5,81607,1176,81019,1722754,21.11
Belarus,1990,male,53,period,16.17,1.604,0.5,80431,1290,79786,1641735,20.41
Belarus,1990,male,54,period,15.659999,1.554,0.5,79141,1230,78526,1561949,19.74
Belarus,1990,male,55,period,18.35,1.818,0.5,77911,1416,77203,1483423,19.04
Belarus,1990,male,55-59,period,20.55,9.7960005,2.63,77911,7632,371444,1483423,19.04
Belarus,1990,male,56,period,17.759998,1.76,0.5,76495,1346,75821,1406220,18.38
Belarus,1990,male,57,period,20.09,1.989,0.5,75148,1495,74401,1330399,17.7
Belarus,1990,male,58,period,21.980001,2.174,0.5,73654,1601,72853,1255998,17.05
Belarus,1990,male,59,period,24.92,2.461,0.5,72052,1773,71166,1183145,16.42
Belarus,1990,male,6,period,0.51,0.051,0.5,98265,50,98240,6033554,61.4
Belarus,1990,male,60,period,24.72,2.441,0.5,70279,1716,69421,1111979,15.82
Belarus,1990,male,60-64,period,29.14,13.606,2.57,70279,9562,328148,1111979,15.82
Belarus,1990,male,61,period,27.25,2.6890001,0.5,68563,1843,67642,1042558,15.21
Belarus,1990,male,62,period,31.099998,3.062,0.5,66720,2043,65698,974916,14.61
Belarus,1990,male,63,period,31.19,3.071,0.5,64677,1986,63683,909218,14.06
Belarus,1990,male,64,period,31.99,3.148,0.5,62690,1974,61703,845535,13.49
Belarus,1990,male,65,period,35.12,3.4520001,0.5,60717,2096,59669,783831,12.91
Belarus,1990,male,65-69,period,40.12,18.258999,2.54,60717,11086,276327,783831,12.91
Belarus,1990,male,66,period,38.51,3.779,0.5,58621,2215,57513,724163,12.35
Belarus,1990,male,67,period,38.86,3.8120003,0.5,56406,2150,55331,666649,11.82
Belarus,1990,male,68,period,44.93,4.394,0.5,54255,2384,53063,611319,11.27
Belarus,1990,male,69,period,44.16,4.32,0.5,51871,2241,50751,558255,10.76
Belarus,1990,male,7,period,0.46,0.046,0.5,98215,45,98193,5935313,60.43
Belarus,1990,male,70,period,53.38,5.199,0.5,49630,2580,48340,507504,10.23
Belarus,1990,male,70-74,period,60.28,26.234001,2.53,49630,13020,215992,507504,10.23
Belarus,1990,male,71,period,54.2,5.277,0.5,47050,2483,45809,459164,9.76
Belarus,1990,male,72,period,59.969997,5.822,0.5,44567,2595,43270,413355,9.27
Belarus,1990,male,73,period,66.229996,6.4110003,0.5,41973,2691,40627,370085,8.82
Belarus,1990,male,74,period,70.39,6.8,0.5,39282,2671,37946,329458,8.39
Belarus,1990,male,75,period,74.55,7.187,0.5,36611,2631,35295,291512,7.96
Belarus,1990,male,75-79,period,87.03,35.736,2.5,36611,13083,150323,291512,7.96
Belarus,1990,male,76,period,77.74,7.4830003,0.5,33979,2543,32708,256217,7.54
Belarus,1990,male,77,period,90.4,8.649,0.5,31436,2719,30077,223509,7.11
Belarus,1990,male,78,period,94.700005,9.042,0.5,28718,2597,27419,193432,6.74
Belarus,1990,male,79,period,104.47,9.929,0.5,26121,2593,24824,166013,6.36
Belarus,1990,male,8,period,0.52,0.052,0.5,98170,51,98145,5837121,59.46
Belarus,1990,male,80,period,117.37,11.087,0.5,23527,2608,22223,141189,6.0
Belarus,1990,male,80-84,period,133.29,49.376,2.38,23527,11617,87158,141189,6.0
Belarus,1990,male,81,period,120.82,11.394,0.5,20919,2384,19727,118966,5.69
Belarus,1990,male,82,period,137.25,12.843999,0.5,18536,2381,17345,99238,5.35
Belarus,1990,male,83,period,155.09001,14.393001,0.5,16155,2325,14992,81893,5.07
Belarus,1990,male,84,period,149.12001,13.877,0.5,13830,1919,12870,66901,4.84
Belarus,1990,male,85,period,164.64,15.2109995,0.5,11911,1812,11005,54031,4.54
Belarus,1990,male,85-89,period,193.45,62.973,2.23,11911,7500,38772,54031,4.54
Belarus,1990,male,86,period,196.43,17.886,0.5,10099,1806,9196,43026,4.26
Belarus,1990,male,87,period,199.59,18.148,0.5,8292,1505,7540,33830,4.08
Belarus,1990,male,88,period,221.74,19.960999,0.5,6788,1355,6110,26290,3.87
Belarus,1990,male,89,period,207.79001,18.823,0.5,5433,1023,4921,20180,3.71
Belarus,1990,male,9,period,0.42999998,0.042999998,0.5,98119,43,98098,5738976,58.49
Belarus,1990,male,90,period,264.71002,23.376999,0.5,4410,1031,3895,15259,3.46
Belarus,1990,male,90-94,period,269.84,74.811,2.02,4410,3299,12227,15259,3.46
Belarus,1990,male,91,period,260.19998,23.025,0.5,3379,778,2990,11364,3.36
Belarus,1990,male,92,period,274.19,24.112999,0.5,2601,627,2287,8374,3.22
Belarus,1990,male,93,period,265.04,23.403,0.5,1974,462,1743,6086,3.08
Belarus,1990,male,94,period,305.85,26.528,0.5,1512,401,1311,4344,2.87
Belarus,1990,male,95,period,327.12,28.112999,0.5,1111,312,955,3032,2.73
Belarus,1990,male,95-99,period,352.95,84.354004,1.91,1111,937,2655,3032,2.73
Belarus,1990,male,96,period,346.41998,29.528002,0.5,799,236,681,2077,2.6
Belarus,1990,male,97,period,366.25,30.956,0.5,563,174,476,1397,2.48
Belarus,1990,male,98,period,386.55002,32.394,0.5,389,126,326,921,2.37
Belarus,1990,male,99,period,407.24,33.835,0.5,263,89,218,596,2.27
Belarus,1990,total,0,period,11.65,1.154,0.13,100000,1154,98991,7120536,71.21
Belarus,1990,total,1,period,1.38,0.137,0.5,98846,136,98778,7021546,71.03
Belarus,1990,total,1-4,period,0.81,0.32500002,1.56,98846,322,394600,7021546,71.03
Belarus,1990,total,10,period,0.31,0.031,0.5,98336,31,98320,6134813,62.39
Belarus,1990,total,10-14,period,0.34,0.171,2.73,98336,169,491296,6134813,62.39
Belarus,1990,total,100,period,353.72,30.056,0.5,645,194,548,1658,2.57
Belarus,1990,total,100-104,period,377.63,86.248,1.85,645,556,1473,1658,2.57
Belarus,1990,total,101,period,372.27,31.384998,0.5,451,142,380,1110,2.46
Belarus,1990,total,102,period,391.22998,32.722,0.5,309,101,259,730,2.36
Belarus,1990,total,103,period,410.56,34.063,0.5,208,71,173,471,2.26
Belarus,1990,total,104,period,430.21,35.405003,0.5,137,49,113,298,2.17
Belarus,1990,total,105,period,450.12997,36.744,0.5,89,33,72,185,2.09
Belarus,1990,total,105-109,period,472.55002,91.831,1.67,89,81,172,185,2.09
Belarus,1990,total,106,period,470.27002,38.073997,0.5,56,21,45,113,2.02
Belarus,1990,total,107,period,490.56,39.392998,0.5,35,14,28,68,1.95
Belarus,1990,total,108,period,510.93,40.697,0.5,21,9,17,40,1.89
Belarus,1990,total,109,period,531.33,41.98,0.5,12,5,10,23,1.84
Belarus,1990,total,11,period,0.24,0.024,0.5,98305,24,98293,6036493,61.41
Belarus,1990,total,110+,period,551.68005,100.0,1.81,7,7,13,13,1.81
Belarus,1990,total,12,period,0.31,0.031,0.5,98281,31,98266,5938200,60.42
Belarus,1990,total,13,period,0.44,0.044,0.5,98251,43,98229,5839933,59.44
Belarus,1990,total,14,period,0.41,0.041,0.5,98208,40,98187,5741704,58.46
Belarus,1990,total,15,period,0.57,0.056999996,0.5,98167,56,98139,5643517,57.49
Belarus,1990,total,15-19,period,0.85,0.425,2.76,98167,417,489901,5643517,57.49
Belarus,1990,total,16,period,0.74,0.074,0.5,98111,73,98075,5545378,56.52
Belarus,1990,total,17,period,0.91,0.091,0.5,98039,89,97994,5447303,55.56
Belarus,1990,total,18,period,1.09,0.109000005,0.5,97950,107,97896,5349309,54.61
Belarus,1990,total,19,period,0.95,0.095,0.5,97843,93,97797,5251412,53.67
Belarus,1990,total,2,period,0.81,0.081,0.5,98711,80,98671,6922767,70.13
Belarus,1990,total,20,period,1.2900001,0.12900001,0.5,97750,126,97687,5153616,52.72
Belarus,1990,total,20-24,period,1.44,0.719,2.54,97750,703,487017,5153616,52.72
Belarus,1990,total,21,period,1.49,0.149,0.5,97624,145,97551,5055929,51.79
Belarus,1990,total,22,period,1.5200001,0.15200001,0.5,97479,148,97405,4958378,50.87
Belarus,1990,total,23,period,1.49,0.149,0.5,97331,145,97258,4860973,49.94
Belarus,1990,total,24,period,1.43,0.14299999,0.5,97186,139,97116,4763715,49.02
Belarus,1990,total,25,period,1.5200001,0.15200001,0.5,97047,148,96973,4666599,48.09
Belarus,1990,total,25-29,period,1.5999999,0.797,2.61,97047,773,483389,4666599,48.09
Belarus,1990,total,26,period,1.46,0.14600001,0.5,96899,141,96829,4569626,47.16
Belarus,1990,total,27,period,1.44,0.14400001,0.5,96758,140,96688,4472797,46.23
Belarus,1990,total,28,period,1.71,0.171,0.5,96618,165,96536,4376109,45.29
Belarus,1990,total,29,period,1.87,0.18599999,0.5,96453,180,96363,4279573,44.37
Belarus,1990,total,3,period,0.58,0.058,0.5,98631,57,98602,6824097,69.19
Belarus,1990,total,30,period,1.9,0.19,0.5,96273,183,96182,4183210,43.45
Belarus,1990,total,30-34,period,2.07,1.0320001,2.63,96273,993,479011,4183210,43.45
Belarus,1990,total,31,period,1.84,0.184,0.5,96090,177,96002,4087028,42.53
Belarus,1990,total,32,period,2.0600002,0.20600002,0.5,95913,198,95814,3991026,41.61
Belarus,1990,total,33,period,2.1,0.21,0.5,95716,201,95615,3895212,40.7
Belarus,1990,total,34,period,2.46,0.245,0.5,95515,234,95397,3799597,39.78
Belarus,1990,total,35,period,2.5,0.25,0.5,95280,238,95161,3704199,38.88
Belarus,1990,total,35-39,period,2.94,1.462,2.65,95280,1393,473126,3704199,38.88
Belarus,1990,total,36,period,2.64,0.263,0.5,95042,250,94917,3609038,37.97
Belarus,1990,total,37,period,2.88,0.28800002,0.5,94791,273,94655,3514121,37.07
Belarus,1990,total,38,period,3.48,0.347,0.5,94519,328,94354,3419466,36.18
Belarus,1990,total,39,period,3.22,0.321,0.5,94190,302,94039,3325112,35.3
Belarus,1990,total,4,period,0.49,0.049000002,0.5,98573,49,98549,6725495,68.23
Belarus,1990,total,40,period,3.46,0.345,0.5,93888,324,93725,3231073,34.41
Belarus,1990,total,40-44,period,4.28,2.119,2.65,93888,1989,464759,3231073,34.41
Belarus,1990,total,41,period,3.97,0.396,0.5,93563,371,93378,3137348,33.53
Belarus,1990,total,42,period,4.45,0.44399998,0.5,93193,414,92985,3043970,32.66
Belarus,1990,total,43,period,4.83,0.482,0.5,92778,447,92555,2950984,31.81
Belarus,1990,total,44,period,4.7,0.46899998,0.5,92331,433,92115,2858429,30.96
Belarus,1990,total,45,period,5.97,0.595,0.5,91899,547,91625,2766315,30.1
Belarus,1990,total,45-49,period,6.8700004,3.3799999,2.62,91899,3106,452103,2766315,30.1
Belarus,1990,total,46,period,6.62,0.65999997,0.5,91352,603,91050,2674689,29.28
Belarus,1990,total,47,period,6.4500003,0.643,0.5,90749,584,90457,2583639,28.47
Belarus,1990,total,48,period,7.5,0.747,0.5,90165,673,89828,2493182,27.65
Belarus,1990,total,49,period,7.84,0.78099996,0.5,89492,699,89142,2403354,26.86
Belarus,1990,total,5,period,0.42999998,0.042999998,0.5,98525,43,98504,6626945,67.26
Belarus,1990,total,5-9,period,0.38000003,0.192,2.4,98525,189,492132,6626945,67.26
Belarus,1990,total,50,period,8.469999,0.84300005,0.5,88793,749,88418,2314212,26.06
Belarus,1990,total,50-54,period,9.57,4.678,2.58,88793,4154,433928,2314212,26.06
Belarus,1990,total,51,period,9.36,0.93200004,0.5,88044,821,87634,2225793,25.28
Belarus,1990,total,52,period,9.2,0.915,0.5,87223,798,86824,2138159,24.51
Belarus,1990,total,53,period,10.53,1.047,0.5,86425,905,85972,2051335,23.74
Belarus,1990,total,54,period,10.35,1.03,0.5,85520,881,85079,1965363,22.98
Belarus,1990,total,55,period,11.87,1.1800001,0.5,84639,998,84140,1880283,22.22
Belarus,1990,total,55-59,period,13.5199995,6.549,2.63,84639,5543,410038,1880283,22.22
Belarus,1990,total,56,period,12.2699995,1.219,0.5,83641,1020,83131,1796143,21.47
Belarus,1990,total,57,period,13.26,1.317,0.5,82621,1088,82077,1713012,20.73
Belarus,1990,total,58,period,14.3,1.42,0.5,81533,1158,80954,1630935,20.0
Belarus,1990,total,59,period,16.039999,1.591,0.5,80375,1279,79736,1549981,19.28
Belarus,1990,total,6,period,0.41,0.041,0.5,98482,40,98462,6528442,66.29
Belarus,1990,total,60,period,16.43,1.63,0.5,79096,1289,78452,1470245,18.59
Belarus,1990,total,60-64,period,18.96,9.064,2.57,79096,7169,378046,1470245,18.59
Belarus,1990,total,61,period,18.05,1.789,0.5,77807,1392,77112,1391793,17.89
Belarus,1990,total,62,period,20.17,1.997,0.5,76416,1526,75653,1314682,17.2
Belarus,1990,total,63,period,19.810001,1.9610001,0.5,74890,1469,74155,1239029,16.54
Belarus,1990,total,64,period,20.56,2.035,0.5,73421,1494,72674,1164874,15.87
Belarus,1990,total,65,period,22.460001,2.221,0.5,71927,1597,71128,1092200,15.18
Belarus,1990,total,65-69,period,26.95,12.660999,2.62,71927,9107,337953,1092200,15.18
Belarus,1990,total,66,period,24.960001,2.465,0.5,70330,1734,69463,1021071,14.52
Belarus,1990,total,67,period,26.33,2.599,0.5,68596,1783,67705,951608,13.87
Belarus,1990,total,68,period,29.98,2.954,0.5,66813,1973,65827,883904,13.23
Belarus,1990,total,69,period,31.640001,3.115,0.5,64840,2020,63830,818077,12.62
Belarus,1990,total,7,period,0.34,0.033999998,0.5,98442,33,98425,6429980,65.32
Belarus,1990,total,70,period,36.41,3.576,0.5,62820,2247,61697,754247,12.01
Belarus,1990,total,70-74,period,42.94,19.469,2.61,62820,12231,284853,754247,12.01
Belarus,1990,total,71,period,37.870003,3.717,0.5,60574,2251,59448,692550,11.43
Belarus,1990,total,72,period,42.350002,4.147,0.5,58322,2419,57113,633102,10.86
Belarus,1990,total,73,period,46.79,4.572,0.5,55904,2556,54626,575989,10.3
Belarus,1990,total,74,period,53.07,5.17,0.5,53348,2758,51969,521363,9.77
Belarus,1990,total,75,period,54.699997,5.3240004,0.5,50590,2693,49243,469394,9.28
Belarus,1990,total,75-79,period,65.49,28.224,2.55,50590,14278,218023,469394,9.28
Belarus,1990,total,76,period,59.34,5.763,0.5,47896,2760,46516,420151,8.77
Belarus,1990,total,77,period,66.62,6.447,0.5,45136,2910,43681,373635,8.28
Belarus,1990,total,78,period,71.43,6.8970003,0.5,42226,2912,40770,329954,7.81
Belarus,1990,total,79,period,79.4,7.637,0.5,39314,3002,37813,289184,7.36
Belarus,1990,total,8,period,0.41,0.041,0.5,98409,40,98389,6331554,64.34
Belarus,1990,total,80,period,93.92,8.971,0.5,36311,3257,34683,251372,6.92
Belarus,1990,total,80-84,period,108.95,42.618,2.45,36311,15475,142034,251372,6.92
Belarus,1990,total,81,period,97.6,9.306,0.5,33054,3076,31516,216689,6.56
Belarus,1990,total,82,period,112.64,10.6640005,0.5,29978,3197,28380,185173,6.18
Belarus,1990,total,83,period,124.28999,11.702001,0.5,26781,3134,25214,156793,5.85
Belarus,1990,total,84,period,126.38999,11.8880005,0.5,23647,2811,22242,131579,5.56
Belarus,1990,total,85,period,144.22,13.452,0.5,20836,2803,19435,109338,5.25
Belarus,1990,total,85-89,period,163.86,56.782,2.3,20836,11831,72205,109338,5.25
Belarus,1990,total,86,period,156.02,14.473001,0.5,18033,2610,16728,89903,4.99
Belarus,1990,total,87,period,172.72,15.898999,0.5,15423,2452,14197,73175,4.74
Belarus,1990,total,88,period,177.47,16.300001,0.5,12971,2114,11914,58977,4.55
Belarus,1990,total,89,period,186.48,17.057,0.5,10857,1852,9931,47063,4.33
Belarus,1990,total,9,period,0.34,0.033999998,0.5,98369,33,98352,6233166,63.37
Belarus,1990,total,90,period,215.24,19.433,0.5,9005,1750,8130,37133,4.12
Belarus,1990,total,90-94,period,219.65,67.303,2.12,9005,6061,27592,37133,4.12
Belarus,1990,total,91,period,200.7,18.239,0.5,7255,1323,6593,29003,4.0
Belarus,1990,total,92,period,236.15999,21.122,0.5,5932,1253,5305,22409,3.78
Belarus,1990,total,93,period,219.89,19.811,0.5,4679,927,4215,17104,3.66
Belarus,1990,total,94,period,241.2,21.525,0.5,3752,808,3348,12889,3.44
Belarus,1990,total,95,period,268.25,23.652,0.5,2944,696,2596,9540,3.24
Belarus,1990,total,95-99,period,291.74,78.103,2.03,2944,2300,7883,9540,3.24
Belarus,1990,total,96,period,284.28998,24.890999,0.5,2248,560,1968,6944,3.09
Belarus,1990,total,97,period,300.87,26.153002,0.5,1688,442,1468,4976,2.95
Belarus,1990,total,98,period,317.99,27.437002,0.5,1247,342,1076,3508,2.81
Belarus,1990,total,99,period,335.62,28.738998,0.5,905,260,775,2433,2.69
Belarus,1991,female,0,period,10.09,1.0,0.13,100000,1000,99129,7544517,75.45
Belarus,1991,female,1,period,1.05,0.105,0.5,99000,103,98949,7445388,75.21
Belarus,1991,female,1-4,period,0.71,0.284,1.68,99000,281,395347,7445388,75.21
Belarus,1991,female,10,period,0.34,0.033999998,0.5,98561,34,98544,6556912,66.53
Belarus,1991,female,10-14,period,0.29,0.145,2.38,98561,143,492429,6556912,66.53
Belarus,1991,female,100,period,365.72998,30.919,0.5,857,265,725,2127,2.48
Belarus,1991,female,100-104,period,391.72,87.357,1.83,857,749,1911,2127,2.48
Belarus,1991,female,101,period,386.35,32.38,0.5,592,192,496,1403,2.37
Belarus,1991,female,102,period,407.38,33.844,0.5,400,135,333,907,2.27
Belarus,1991,female,103,period,428.75998,35.307,0.5,265,94,218,574,2.17
Belarus,1991,female,104,period,450.4,36.761,0.5,171,63,140,356,2.08
Belarus,1991,female,105,period,472.24,38.203003,0.5,108,41,88,216,2.0
Belarus,1991,female,105-109,period,495.71,92.869,1.63,108,101,203,216,2.0
Belarus,1991,female,106,period,494.18,39.626,0.5,67,27,54,129,1.92
Belarus,1991,female,107,period,516.14,41.026,0.5,40,17,32,75,1.85
Belarus,1991,female,108,period,538.04,42.398,0.5,24,10,19,43,1.8
Belarus,1991,female,109,period,559.80005,43.738,0.5,14,6,11,24,1.75
Belarus,1991,female,11,period,0.19999999,0.02,0.5,98527,20,98517,6458369,65.55
Belarus,1991,female,110+,period,581.33,100.0,1.72,8,8,13,13,1.72
Belarus,1991,female,12,period,0.42,0.042,0.5,98507,42,98486,6359852,64.56
Belarus,1991,female,13,period,0.25,0.025,0.5,98465,25,98453,6261365,63.59
Belarus,1991,female,14,period,0.24,0.024,0.5,98441,23,98429,6162912,62.61
Belarus,1991,female,15,period,0.46,0.046,0.5,98418,45,98395,6064483,61.62
Belarus,1991,female,15-19,period,0.55,0.27199998,2.66,98418,268,491462,6064483,61.62
Belarus,1991,female,16,period,0.47,0.047,0.5,98373,46,98349,5966088,60.65
Belarus,1991,female,17,period,0.56,0.056,0.5,98326,55,98299,5867739,59.68
Belarus,1991,female,18,period,0.64,0.063999996,0.5,98271,63,98240,5769440,58.71
Belarus,1991,female,19,period,0.6,0.060000002,0.5,98208,59,98179,5671200,57.75
Belarus,1991,female,2,period,0.75,0.075,0.5,98897,74,98860,7346440,74.28
Belarus,1991,female,20,period,0.66,0.066,0.5,98150,65,98117,5573021,56.78
Belarus,1991,female,20-24,period,0.58,0.28800002,2.4,98150,283,490013,5573021,56.78
Belarus,1991,female,21,period,0.56,0.056,0.5,98085,55,98057,5474904,55.82
Belarus,1991,female,22,period,0.59000003,0.059,0.5,98030,57,98001,5376847,54.85
Belarus,1991,female,23,period,0.56,0.056,0.5,97972,55,97945,5278846,53.88
Belarus,1991,female,24,period,0.52,0.052,0.5,97917,51,97892,5180901,52.91
Belarus,1991,female,25,period,0.73,0.07300001,0.5,97867,72,97831,5083009,51.94
Belarus,1991,female,25-29,period,0.71,0.355,2.54,97867,348,488478,5083009,51.94
Belarus,1991,female,26,period,0.65,0.065,0.5,97795,64,97764,4985178,50.98
Belarus,1991,female,27,period,0.7,0.07,0.5,97732,69,97697,4887414,50.01
Belarus,1991,female,28,period,0.7,0.07,0.5,97663,68,97629,4789717,49.04
Belarus,1991,female,29,period,0.77,0.077,0.5,97595,75,97557,4692088,48.08
Belarus,1991,female,3,period,0.55,0.055,0.5,98823,55,98795,7247580,73.34
Belarus,1991,female,30,period,0.71,0.071,0.5,97519,69,97485,4594531,47.11
Belarus,1991,female,30-34,period,0.92,0.46,2.68,97519,449,486557,4594531,47.11
Belarus,1991,female,31,period,0.89000005,0.088,0.5,97451,86,97407,4497046,46.15
Belarus,1991,female,32,period,0.96,0.096,0.5,97364,94,97318,4399639,45.19
Belarus,1991,female,33,period,0.96999997,0.097,0.5,97271,95,97223,4302321,44.23
Belarus,1991,female,34,period,1.09,0.109000005,0.5,97176,106,97123,4205098,43.27
Belarus,1991,female,35,period,1.36,0.13599999,0.5,97070,132,97005,4107974,42.32
Belarus,1991,female,35-39,period,1.49,0.741,2.68,97070,719,483683,4107974,42.32
Belarus,1991,female,36,period,1.24,0.124,0.5,96939,120,96879,4010970,41.38
Belarus,1991,female,37,period,1.36,0.135,0.5,96818,131,96753,3914091,40.43
Belarus,1991,female,38,period,1.64,0.164,0.5,96687,159,96608,3817339,39.48
Belarus,1991,female,39,period,1.84,0.183,0.5,96528,177,96440,3720731,38.55
Belarus,1991,female,4,period,0.5,0.05,0.5,98768,49,98743,7148785,72.38
Belarus,1991,female,40,period,1.77,0.177,0.5,96351,171,96266,3624291,37.62
Belarus,1991,female,40-44,period,2.15,1.0680001,2.77,96351,1029,479459,3624291,37.62
Belarus,1991,female,41,period,1.5999999,0.16,0.5,96181,154,96104,3528025,36.68
Belarus,1991,female,42,period,2.18,0.21800001,0.5,96027,209,95922,3431921,35.74
Belarus,1991,female,43,period,2.3,0.23,0.5,95818,220,95708,3335999,34.82
Belarus,1991,female,44,period,2.8899999,0.28800002,0.5,95598,275,95460,3240292,33.9
Belarus,1991,female,45,period,2.63,0.263,0.5,95322,251,95197,3144832,32.99
Belarus,1991,female,45-49,period,3.3799999,1.6759999,2.64,95322,1597,472847,3144832,32.99
Belarus,1991,female,46,period,3.46,0.345,0.5,95072,328,94907,3049635,32.08
