country,year,sex,age,type,central_death_rate,probability_of_death,average_survival_length,number_survivors,number_deaths,number_person_years_lived,number_person_years_remaining,life_expectancy
Belarus,1989,total,10-14,period,0.41,0.20300001,2.68,98322,199,491148,6190629,62.96
Belarus,1989,total,100,period,320.91998,27.654999,0.5,931,258,802,2615,2.81
Belarus,1989,total,100-104,period,343.45,83.371,1.91,931,776,2260,2615,2.81
Belarus,1989,total,101,period,337.53,28.878998,0.5,674,195,576,1813,2.69
Belarus,1989,total,102,period,354.56,30.116999,0.5,479,144,407,1237,2.58
Belarus,1989,total,103,period,371.98,31.364,0.5,335,105,282,830,2.48
Belarus,1989,total,104,period,389.75998,32.619,0.5,230,75,192,547,2.38
Belarus,1989,total,105,period,407.87,33.878,0.5,155,52,129,355,2.29
Belarus,1989,total,105-109,period,429.77,89.606,1.75,155,139,323,355,2.29
Belarus,1989,total,106,period,426.27002,35.138,0.5,102,36,84,226,2.21
Belarus,1989,total,107,period,444.92,36.395,0.5,66,24,54,142,2.14
Belarus,1989,total,108,period,463.77,37.647,0.5,42,16,34,88,2.07
Belarus,1989,total,109,period,482.77,38.89,0.5,26,10,21,53,2.02
Belarus,1989,total,11,period,0.34,0.033999998,0.5,98286,33,98269,6092325,61.99
Belarus,1989,total,110+,period,501.86996,100.0,1.99,16,16,32,32,1.99
Belarus,1989,total,12,period,0.42,0.042,0.5,98252,41,98232,5994057,61.01
Belarus,1989,total,13,period,0.35,0.035,0.5,98211,34,98194,5895825,60.03
Belarus,1989,total,14,period,0.55,0.055,0.5,98177,54,98150,5797631,59.05
Belarus,1989,total,15,period,0.47,0.047,0.5,98123,46,98100,5699481,58.09
Belarus,1989,total,15-19,period,0.78000003,0.388,2.82,98123,381,489783,5699481,58.09
Belarus,1989,total,16,period,0.66999996,0.067,0.5,98077,66,98044,5601382,57.11
Belarus,1989,total,17,period,0.87,0.087,0.5,98011,86,97968,5503338,56.15
Belarus,1989,total,18,period,0.9,0.089999996,0.5,97925,88,97881,5405370,55.2
Belarus,1989,total,19,period,0.98,0.098000005,0.5,97838,96,97790,5307488,54.25
Belarus,1989,total,2,period,0.79999995,0.08,0.5,98726,79,98687,6978641,70.69
Belarus,1989,total,20,period,1.17,0.11699999,0.5,97742,114,97685,5209698,53.3
Belarus,1989,total,20-24,period,1.39,0.694,2.57,97742,679,487060,5209698,53.3
Belarus,1989,total,21,period,1.54,0.154,0.5,97628,150,97553,5112013,52.36
Belarus,1989,total,22,period,1.3,0.13,0.5,97478,127,97415,5014460,51.44
Belarus,1989,total,23,period,1.5600001,0.155,0.5,97352,151,97276,4917045,50.51
Belarus,1989,total,24,period,1.4100001,0.141,0.5,97200,137,97132,4819770,49.59
Belarus,1989,total,25,period,1.61,0.161,0.5,97063,156,96985,4722638,48.66
Belarus,1989,total,25-29,period,1.59,0.791,2.53,97063,768,483417,4722638,48.66
Belarus,1989,total,26,period,1.49,0.149,0.5,96907,144,96835,4625653,47.73
Belarus,1989,total,27,period,1.5699999,0.15699999,0.5,96763,152,96687,4528818,46.8
Belarus,1989,total,28,period,1.5999999,0.16,0.5,96611,155,96534,4432131,45.88
Belarus,1989,total,29,period,1.6700001,0.167,0.5,96456,161,96376,4335597,44.95
Belarus,1989,total,3,period,0.57,0.056999996,0.5,98647,56,98619,6879955,69.74
Belarus,1989,total,30,period,1.89,0.189,0.5,96295,182,96204,4239221,44.02
Belarus,1989,total,30-34,period,2.0300002,1.011,2.58,96295,973,479117,4239221,44.02
Belarus,1989,total,31,period,1.9399999,0.194,0.5,96113,187,96020,4143017,43.11
Belarus,1989,total,32,period,1.89,0.189,0.5,95926,182,95836,4046998,42.19
Belarus,1989,total,33,period,2.3,0.229,0.5,95745,220,95635,3951162,41.27
Belarus,1989,total,34,period,2.1299999,0.213,0.5,95525,203,95423,3855527,40.36
Belarus,1989,total,35,period,2.47,0.246,0.5,95322,235,95204,3760104,39.45
Belarus,1989,total,35-39,period,2.72,1.351,2.63,95322,1288,473558,3760104,39.45
Belarus,1989,total,36,period,2.34,0.23399998,0.5,95087,222,94976,3664899,38.54
Belarus,1989,total,37,period,2.8,0.28,0.5,94865,265,94732,3569923,37.63
Belarus,1989,total,38,period,2.87,0.28599998,0.5,94600,271,94464,3475191,36.74
Belarus,1989,total,39,period,3.13,0.31300002,0.5,94329,295,94181,3380727,35.84
Belarus,1989,total,4,period,0.5,0.05,0.5,98591,49,98567,6781335,68.78
Belarus,1989,total,40,period,3.98,0.39699998,0.5,94034,374,93847,3286545,34.95
Belarus,1989,total,40-44,period,4.4399996,2.199,2.67,94034,2068,465348,3286545,34.95
Belarus,1989,total,41,period,3.75,0.374,0.5,93660,350,93485,3192699,34.09
Belarus,1989,total,42,period,4.61,0.46,0.5,93310,429,93095,3099214,33.21
Belarus,1989,total,43,period,4.1200004,0.411,0.5,92881,382,92689,3006119,32.37
Belarus,1989,total,44,period,5.7799997,0.57600003,0.5,92498,533,92232,2913429,31.5
Belarus,1989,total,45,period,5.91,0.589,0.5,91966,542,91695,2821197,30.68
Belarus,1989,total,45-49,period,6.46,3.179,2.63,91966,2924,452911,2821197,30.68
Belarus,1989,total,46,period,5.3500004,0.53400004,0.5,91424,488,91180,2729503,29.86
Belarus,1989,total,47,period,6.77,0.674,0.5,90936,613,90629,2638323,29.01
Belarus,1989,total,48,period,6.64,0.661,0.5,90323,597,90024,2547694,28.21
Belarus,1989,total,49,period,7.64,0.76199996,0.5,89725,683,89383,2457670,27.39
Belarus,1989,total,5,period,0.49,0.049000002,0.5,98542,48,98518,6682769,67.82
Belarus,1989,total,5-9,period,0.45,0.224,2.41,98542,220,492140,6682769,67.82
Belarus,1989,total,50,period,7.9100003,0.78800005,0.5,89042,702,88691,2368286,26.6
Belarus,1989,total,50-54,period,9.01,4.409,2.61,89042,3926,435813,2368286,26.6
Belarus,1989,total,51,period,8.43,0.84,0.5,88340,742,87969,2279595,25.8
Belarus,1989,total,52,period,9.05,0.901,0.5,87598,789,87204,2191626,25.02
Belarus,1989,total,53,period,9.5199995,0.94699997,0.5,86809,822,86398,2104423,24.24
Belarus,1989,total,54,period,10.17,1.012,0.5,85987,870,85551,2018025,23.47
Belarus,1989,total,55,period,10.75,1.069,0.5,85116,910,84661,1932474,22.7
Belarus,1989,total,55-59,period,12.950001,6.2799997,2.63,85116,5345,412887,1932474,22.7
Belarus,1989,total,56,period,12.1,1.202,0.5,84206,1013,83700,1847812,21.94
Belarus,1989,total,57,period,13.11,1.303,0.5,83194,1084,82652,1764112,21.2
Belarus,1989,total,58,period,14.43,1.433,0.5,82110,1176,81522,1681460,20.48
Belarus,1989,total,59,period,14.46,1.436,0.5,80933,1162,80352,1599939,19.77
Belarus,1989,total,6,period,0.44,0.044,0.5,98494,43,98473,6584250,66.85
Belarus,1989,total,60,period,15.799999,1.5680001,0.5,79771,1251,79146,1519586,19.05
Belarus,1989,total,60-64,period,18.24,8.738,2.59,79771,6970,382041,1519586,19.05
Belarus,1989,total,61,period,17.77,1.761,0.5,78520,1383,77829,1440440,18.34
Belarus,1989,total,62,period,17.929998,1.777,0.5,77138,1370,76452,1362611,17.66
Belarus,1989,total,63,period,19.16,1.898,0.5,75767,1438,75048,1286159,16.98
Belarus,1989,total,64,period,20.78,2.056,0.5,74329,1528,73565,1211111,16.29
Belarus,1989,total,65,period,22.67,2.242,0.5,72801,1632,71985,1137545,15.63
Belarus,1989,total,65-69,period,26.04,12.248,2.58,72801,8916,342467,1137545,15.63
Belarus,1989,total,66,period,24.57,2.428,0.5,71169,1728,70305,1065561,14.97
Belarus,1989,total,67,period,25.78,2.545,0.5,69441,1767,68557,995256,14.33
Belarus,1989,total,68,period,27.46,2.709,0.5,67674,1833,66757,926698,13.69
Belarus,1989,total,69,period,30.16,2.971,0.5,65841,1956,64863,859941,13.06
Belarus,1989,total,7,period,0.48,0.048,0.5,98451,47,98428,6485778,65.88
Belarus,1989,total,70,period,34.24,3.366,0.5,63884,2151,62809,795078,12.45
Belarus,1989,total,70-74,period,39.579998,18.062,2.58,63884,11539,291496,795078,12.45
Belarus,1989,total,71,period,35.989998,3.536,0.5,61734,2183,60643,732269,11.86
Belarus,1989,total,72,period,39.420002,3.8649998,0.5,59551,2302,58400,671626,11.28
Belarus,1989,total,73,period,42.879997,4.198,0.5,57249,2403,56048,613226,10.71
Belarus,1989,total,74,period,46.65,4.559,0.5,54846,2500,53596,557178,10.16
Belarus,1989,total,75,period,52.0,5.069,0.5,52346,2653,51019,503582,9.62
Belarus,1989,total,75-79,period,62.99,27.331999,2.58,52346,14307,227143,503582,9.62
Belarus,1989,total,76,period,57.37,5.5769997,0.5,49693,2772,48307,452563,9.11
Belarus,1989,total,77,period,61.06,5.925,0.5,46921,2780,45531,404257,8.62
Belarus,1989,total,78,period,69.009995,6.6710005,0.5,44141,2944,42669,358726,8.13
Belarus,1989,total,79,period,79.71,7.666,0.5,41197,3158,39618,316057,7.67
Belarus,1989,total,8,period,0.47,0.047,0.5,98404,46,98381,6387350,64.91
Belarus,1989,total,80,period,87.03,8.34,0.5,38039,3172,36452,276439,7.27
Belarus,1989,total,80-84,period,103.12,40.866,2.46,38039,15545,150751,276439,7.27
Belarus,1989,total,81,period,93.97,8.976,0.5,34866,3129,33302,239987,6.88
Belarus,1989,total,82,period,108.47,10.289,0.5,31737,3266,30104,206685,6.51
Belarus,1989,total,83,period,113.619995,10.751,0.5,28471,3061,26941,176581,6.2
Belarus,1989,total,84,period,121.770004,11.478,0.5,25410,2917,23952,149640,5.89
Belarus,1989,total,85,period,136.43,12.771999,0.5,22494,2873,21057,125688,5.59
Belarus,1989,total,85-89,period,154.84001,54.817997,2.34,22494,12331,79637,125688,5.59
Belarus,1989,total,86,period,150.0,13.954,0.5,19621,2738,18252,104631,5.33
Belarus,1989,total,87,period,153.3,14.238999,0.5,16883,2404,15681,86379,5.12
Belarus,1989,total,88,period,160.68,14.872999,0.5,14479,2154,13402,70698,4.88
Belarus,1989,total,89,period,192.31001,17.544,0.5,12326,2162,11244,57296,4.65
Belarus,1989,total,9,period,0.37,0.037,0.5,98358,36,98340,6288969,63.94
Belarus,1989,total,90,period,154.33,14.328,0.5,10163,1456,9435,46051,4.53
Belarus,1989,total,90-94,period,195.57,63.567,2.25,10163,6460,33033,46051,4.53
Belarus,1989,total,91,period,217.68001,19.631,0.5,8707,1709,7852,36616,4.21
Belarus,1989,total,92,period,196.48001,17.891,0.5,6998,1252,6372,28764,4.11
Belarus,1989,total,93,period,210.85,19.074001,0.5,5746,1096,5198,22392,3.9
Belarus,1989,total,94,period,226.77,20.366999,0.5,4650,947,4176,17194,3.7
Belarus,1989,total,95,period,244.84,21.813002,0.5,3703,808,3299,13018,3.52
Belarus,1989,total,95-99,period,266.43,74.852005,2.07,3703,2772,10403,13018,3.52
Belarus,1989,total,96,period,259.08,22.936,0.5,2895,664,2563,9719,3.36
Belarus,1989,total,97,period,273.82,24.084,0.5,2231,537,1962,7156,3.21
Belarus,1989,total,98,period,289.05002,25.255001,0.5,1694,428,1480,5194,3.07
Belarus,1989,total,99,period,304.75,26.446,0.5,1266,335,1099,3714,2.93
Belarus,1990,female,0,period,9.6,0.95199996,0.13,100000,952,99171,7578634,75.79
Belarus,1990,female,1,period,1.3399999,0.134,0.5,99048,132,98982,7479463,75.51
Belarus,1990,female,1-4,period,0.74,0.296,1.51,99048,293,395462,7479463,75.51
Belarus,1990,female,10,period,0.26999998,0.026999999,0.5,98611,27,98597,6590626,66.83
Belarus,1990,female,10-14,period,0.26999998,0.137,2.88,98611,135,492768,6590626,66.83
Belarus,1990,female,100,period,343.43002,29.31,0.5,1046,306,892,2747,2.63
Belarus,1990,female,100-104,period,368.53,85.598,1.87,1046,895,2429,2747,2.63
Belarus,1990,female,101,period,362.65,30.698002,0.5,739,227,626,1855,2.51
Belarus,1990,female,102,period,382.31,32.095997,0.5,512,164,430,1229,2.4
Belarus,1990,female,103,period,402.37,33.498,0.5,348,117,290,799,2.3
Belarus,1990,female,104,period,422.76,34.899,0.5,231,81,191,510,2.2
Belarus,1990,female,105,period,443.41,36.295,0.5,151,55,123,319,2.12
Belarus,1990,female,105-109,period,466.78,91.596,1.68,151,138,296,319,2.12
Belarus,1990,female,106,period,464.27,37.68,0.5,96,36,78,195,2.04
Belarus,1990,female,107,period,485.25,39.05,0.5,60,23,48,117,1.96
Belarus,1990,female,108,period,506.28,40.401,0.5,36,15,29,69,1.9
Belarus,1990,female,109,period,527.29,41.728,0.5,22,9,17,40,1.85
Belarus,1990,female,11,period,0.11,0.011,0.5,98584,11,98579,6492029,65.85
Belarus,1990,female,110+,period,548.2,100.0,1.82,13,13,23,23,1.82
Belarus,1990,female,12,period,0.25,0.025,0.5,98573,25,98561,6393450,64.86
Belarus,1990,female,13,period,0.31,0.031,0.5,98549,30,98534,6294889,63.88
Belarus,1990,female,14,period,0.42999998,0.042999998,0.5,98519,43,98497,6196355,62.9
Belarus,1990,female,15,period,0.32,0.031999998,0.5,98476,32,98460,6097858,61.92
Belarus,1990,female,15-19,period,0.49,0.24300002,2.83,98476,240,491859,6097858,61.92
Belarus,1990,female,16,period,0.42999998,0.042999998,0.5,98444,42,98423,5999398,60.94
Belarus,1990,female,17,period,0.39999998,0.04,0.5,98402,39,98382,5900975,59.97
Belarus,1990,female,18,period,0.7,0.07,0.5,98363,69,98328,5802592,58.99
Belarus,1990,female,19,period,0.59000003,0.059,0.5,98294,58,98265,5704264,58.03
Belarus,1990,female,2,period,0.73,0.07300001,0.5,98916,72,98880,7380481,74.61
Belarus,1990,female,20,period,0.61,0.060999997,0.5,98236,60,98206,5605999,57.07
Belarus,1990,female,20-24,period,0.57,0.284,2.48,98236,279,490481,5605999,57.07
Belarus,1990,female,21,period,0.58,0.058,0.5,98176,57,98148,5507792,56.1
Belarus,1990,female,22,period,0.42999998,0.042999998,0.5,98119,42,98099,5409645,55.13
Belarus,1990,female,23,period,0.69,0.069,0.5,98078,67,98044,5311546,54.16
Belarus,1990,female,24,period,0.53000003,0.053000003,0.5,98010,52,97984,5213502,53.19
Belarus,1990,female,25,period,0.47,0.047,0.5,97958,46,97935,5115518,52.22
Belarus,1990,female,25-29,period,0.58,0.29,2.82,97958,284,489171,5115518,52.22
Belarus,1990,female,26,period,0.46,0.046,0.5,97911,45,97889,5017583,51.25
Belarus,1990,female,27,period,0.48,0.048,0.5,97866,47,97843,4919695,50.27
Belarus,1990,female,28,period,0.62,0.062,0.5,97819,61,97789,4821852,49.29
Belarus,1990,female,29,period,0.85999995,0.085999995,0.5,97759,84,97716,4724063,48.32
Belarus,1990,female,3,period,0.44,0.044,0.5,98844,43,98822,7281601,73.67
Belarus,1990,female,30,period,0.76000005,0.076000005,0.5,97674,74,97637,4626347,47.37
Belarus,1990,female,30-34,period,0.9,0.447,2.61,97674,437,487325,4626347,47.37
Belarus,1990,female,31,period,0.84,0.084,0.5,97600,82,97559,4528710,46.4
Belarus,1990,female,32,period,0.96,0.096,0.5,97518,94,97471,4431151,45.44
Belarus,1990,female,33,period,0.98,0.098000005,0.5,97424,95,97376,4333681,44.48
Belarus,1990,female,34,period,0.94,0.094,0.5,97328,91,97283,4236304,43.53
Belarus,1990,female,35,period,1.16,0.116,0.5,97237,113,97181,4139022,42.57
Belarus,1990,female,35-39,period,1.3,0.647,2.65,97237,629,484709,4139022,42.57
Belarus,1990,female,36,period,1.07,0.107,0.5,97124,104,97072,4041841,41.62
Belarus,1990,female,37,period,1.24,0.124,0.5,97020,120,96960,3944769,40.66
Belarus,1990,female,38,period,1.63,0.162,0.5,96900,157,96821,3847809,39.71
Belarus,1990,female,39,period,1.39,0.139,0.5,96742,134,96675,3750988,38.77
Belarus,1990,female,4,period,0.46,0.046,0.5,98801,45,98778,7182779,72.7
Belarus,1990,female,40,period,1.82,0.182,0.5,96608,175,96520,3654313,37.83
Belarus,1990,female,40-44,period,2.1,1.045,2.64,96608,1010,480657,3654313,37.83
Belarus,1990,female,41,period,1.89,0.188,0.5,96433,182,96342,3557793,36.89
Belarus,1990,female,42,period,1.99,0.199,0.5,96251,192,96155,3461451,35.96
Belarus,1990,female,43,period,2.59,0.259,0.5,96059,248,95935,3365296,35.03
Belarus,1990,female,44,period,2.2199998,0.22199999,0.5,95811,212,95705,3269361,34.12
Belarus,1990,female,45,period,2.97,0.297,0.5,95598,284,95457,3173656,33.2
Belarus,1990,female,45-49,period,3.74,1.8549999,2.64,95598,1773,473807,3173656,33.2
Belarus,1990,female,46,period,3.77,0.376,0.5,95315,359,95135,3078199,32.3
Belarus,1990,female,47,period,3.87,0.386,0.5,94956,366,94773,2983064,31.42
Belarus,1990,female,48,period,3.76,0.375,0.5,94590,355,94412,2888291,30.53
Belarus,1990,female,49,period,4.35,0.434,0.5,94234,409,94030,2793879,29.65
Belarus,1990,female,5,period,0.42999998,0.042999998,0.5,98755,42,98734,7084001,71.73
Belarus,1990,female,5-9,period,0.29,0.14600001,2.23,98755,145,493375,7084001,71.73
Belarus,1990,female,50,period,4.28,0.428,0.5,93825,401,93624,2699849,28.78
Belarus,1990,female,50-54,period,5.1000004,2.5180001,2.65,93825,2362,463577,2699849,28.78
Belarus,1990,female,51,period,4.87,0.48600003,0.5,93424,454,93197,2606225,27.9
Belarus,1990,female,52,period,4.68,0.467,0.5,92970,434,92753,2513028,27.03
Belarus,1990,female,53,period,5.76,0.575,0.5,92536,532,92270,2420275,26.16
Belarus,1990,female,54,period,5.9,0.588,0.5,92004,541,91733,2328005,25.3
Belarus,1990,female,55,period,6.47,0.64500004,0.5,91463,590,91168,2236272,24.45
Belarus,1990,female,55-59,period,7.89,3.874,2.63,91463,3543,448909,2236272,24.45
Belarus,1990,female,56,period,7.7999997,0.777,0.5,90873,706,90520,2145104,23.61
Belarus,1990,female,57,period,7.9199996,0.789,0.5,90167,712,89811,2054584,22.79
Belarus,1990,female,58,period,8.23,0.81900007,0.5,89455,733,89089,1964773,21.96
Belarus,1990,female,59,period,9.09,0.90500003,0.5,88722,803,88321,1875684,21.14
Belarus,1990,female,6,period,0.3,0.030000001,0.5,98713,30,98698,6985267,70.76
Belarus,1990,female,60,period,10.06,1.001,0.5,87919,880,87479,1787363,20.33
Belarus,1990,female,60-64,period,11.92,5.7980003,2.63,87919,5097,427519,1787363,20.33
Belarus,1990,female,61,period,11.09,1.1029999,0.5,87040,960,86559,1699884,19.53
Belarus,1990,female,62,period,12.2,1.2129999,0.5,86079,1044,85557,1613325,18.74
Belarus,1990,female,63,period,12.31,1.224,0.5,85035,1041,84515,1527767,17.97
Belarus,1990,female,64,period,14.05,1.395,0.5,83994,1172,83408,1443253,17.18
Belarus,1990,female,65,period,15.71,1.559,0.5,82822,1291,82177,1359844,16.42
Belarus,1990,female,65-69,period,20.199999,9.651999,2.69,82822,7994,395670,1359844,16.42
Belarus,1990,female,66,period,17.97,1.781,0.5,81531,1452,80805,1277668,15.67
Belarus,1990,female,67,period,20.06,1.987,0.5,80079,1591,79284,1196862,14.95
Belarus,1990,female,68,period,22.45,2.22,0.5,78489,1742,77617,1117578,14.24
Belarus,1990,female,69,period,25.31,2.5,0.5,76746,1918,75787,1039961,13.55
Belarus,1990,female,7,period,0.21,0.021,0.5,98683,21,98673,6886569,69.78
Belarus,1990,female,70,period,28.33,2.793,0.5,74828,2090,73783,964174,12.89
Belarus,1990,female,70-74,period,35.14,16.240002,2.67,74828,12152,345857,964174,12.89
Belarus,1990,female,71,period,30.279999,2.982,0.5,72738,2169,71653,890391,12.24
Belarus,1990,female,72,period,34.42,3.384,0.5,70568,2388,69374,818738,11.6
Belarus,1990,female,73,period,38.3,3.758,0.5,68180,2562,66899,749364,10.99
Belarus,1990,female,74,period,45.86,4.484,0.5,65618,2942,64147,682464,10.4
Belarus,1990,female,75,period,46.95,4.587,0.5,62676,2875,61239,618317,9.87
Belarus,1990,female,75-79,period,57.14,25.099,2.58,62676,15731,275325,618317,9.87
Belarus,1990,female,76,period,52.06,5.074,0.5,59801,3034,58284,557079,9.32
Belarus,1990,female,77,period,57.34,5.5750003,0.5,56767,3164,55184,498795,8.79
Belarus,1990,female,78,period,62.69,6.078,0.5,53602,3258,51973,443610,8.28
Belarus,1990,female,79,period,69.880005,6.752,0.5,50344,3399,48645,391637,7.78
Belarus,1990,female,8,period,0.29,0.029,0.5,98662,28,98648,6787896,68.8
Belarus,1990,female,80,period,85.25,8.176,0.5,46945,3838,45026,342993,7.31
Belarus,1990,female,80-84,period,99.78,39.851,2.48,46945,18708,187498,342993,7.31
Belarus,1990,female,81,period,88.79,8.502,0.5,43107,3665,41274,297967,6.91
Belarus,1990,female,82,period,103.1,9.805,0.5,39442,3867,37508,256693,6.51
Belarus,1990,female,83,period,112.53,10.654,0.5,35574,3790,33679,219185,6.16
Belarus,1990,female,84,period,118.21,11.161,0.5,31784,3547,30011,185505,5.84
Belarus,1990,female,85,period,137.27,12.845,0.5,28237,3627,26423,155495,5.51
Belarus,1990,female,85-89,period,154.08,54.549004,2.32,28237,15403,99969,155495,5.51
Belarus,1990,female,86,period,142.43,13.2960005,0.5,24610,3272,22974,129071,5.24
Belarus,1990,female,87,period,163.69,15.131,0.5,21338,3229,19723,106097,4.97
Belarus,1990,female,88,period,163.22,15.091001,0.5,18109,2733,16743,86374,4.77
Belarus,1990,female,89,period,180.25,16.535,0.5,15376,2542,14105,69631,4.53
Belarus,1990,female,9,period,0.24,0.024,0.5,98634,23,98622,6689248,67.82
Belarus,1990,female,90,period,201.56001,18.31,0.5,12834,2350,11659,55526,4.33
Belarus,1990,female,90-94,period,206.1,64.977005,2.16,12834,8339,40461,55526,4.33
Belarus,1990,female,91,period,183.95001,16.845999,0.5,10484,1766,9601,43867,4.18
Belarus,1990,female,92,period,225.29,20.248001,0.5,8718,1765,7835,34266,3.93
Belarus,1990,female,93,period,208.01001,18.841,0.5,6953,1310,6298,26431,3.8
Belarus,1990,female,94,period,226.45999,20.343,0.5,5643,1148,5069,20133,3.57
Belarus,1990,female,95,period,255.64,22.666,0.5,4495,1019,3985,15065,3.35
Belarus,1990,female,95-99,period,280.03,76.737,2.06,4495,3449,12317,15065,3.35
Belarus,1990,female,96,period,271.97,23.942,0.5,3476,832,3060,11079,3.19
Belarus,1990,female,97,period,288.94998,25.246998,0.5,2644,667,2310,8019,3.03
Belarus,1990,female,98,period,306.54,26.58,0.5,1976,525,1714,5709,2.89
Belarus,1990,female,99,period,324.71002,27.935999,0.5,1451,405,1248,3996,2.75
Belarus,1990,male,0,period,13.589999,1.343,0.12,100000,1343,98821,6624453,66.24
Belarus,1990,male,1,period,1.4100001,0.141,0.5,98657,139,98588,6525632,66.14
Belarus,1990,male,1-4,period,0.89000005,0.354,1.6,98657,349,393791,6525632,66.14
Belarus,1990,male,10,period,0.35,0.035,0.5,98077,34,98059,5640878,57.52
Belarus,1990,male,10-14,period,0.41,0.205,2.64,98077,201,489907,5640878,57.52
Belarus,1990,male,100,period,428.27002,35.273,0.5,174,61,143,377,2.17
Belarus,1990,male,100-104,period,452.66,90.941,1.71,174,158,349,377,2.17
Belarus,1990,male,101,period,449.56,36.704998,0.5,112,41,92,234,2.08
Belarus,1990,male,102,period,471.04,38.125,0.5,71,27,58,142,2.0
Belarus,1990,male,103,period,492.62,39.526,0.5,44,17,35,85,1.92
Belarus,1990,male,104,period,514.23004,40.906,0.5,27,11,21,49,1.85
Belarus,1990,male,105,period,535.79004,42.258,0.5,16,7,12,28,1.78
Belarus,1990,male,105-109,period,556.58,94.902,1.53,16,15,27,28,1.78
Belarus,1990,male,106,period,557.22,43.579998,0.5,9,4,7,16,1.72
Belarus,1990,male,107,period,578.43,44.867,0.5,5,2,4,9,1.67
Belarus,1990,male,108,period,599.36,46.116,0.5,3,1,2,5,1.62
Belarus,1990,male,109,period,619.94,47.325,0.5,2,1,1,2,1.59
Belarus,1990,male,11,period,0.37,0.037,0.5,98042,36,98024,5542819,56.54
Belarus,1990,male,110+,period,640.08997,100.0,1.56,1,1,1,1,1.56
Belarus,1990,male,12,period,0.38000003,0.038000003,0.5,98006,37,97988,5444795,55.56
Belarus,1990,male,13,period,0.57,0.056999996,0.5,97969,56,97941,5346807,54.58
Belarus,1990,male,14,period,0.39000002,0.039,0.5,97914,38,97894,5248866,53.61
Belarus,1990,male,15,period,0.82,0.082,0.5,97875,80,97835,5150971,52.63
Belarus,1990,male,15-19,period,1.21,0.605,2.74,97875,592,488038,5150971,52.63
Belarus,1990,male,16,period,1.04,0.104,0.5,97796,102,97745,5053136,51.67
Belarus,1990,male,17,period,1.4,0.14,0.5,97694,137,97625,4955391,50.72
Belarus,1990,male,18,period,1.48,0.148,0.5,97557,144,97485,4857766,49.79
Belarus,1990,male,19,period,1.33,0.133,0.5,97413,130,97348,4760281,48.87
Belarus,1990,male,2,period,0.89000005,0.089,0.5,98518,87,98474,6427044,65.24
Belarus,1990,male,20,period,1.9799999,0.198,0.5,97283,192,97187,4662933,47.93
Belarus,1990,male,20-24,period,2.34,1.162,2.54,97283,1130,483640,4662933,47.93
Belarus,1990,male,21,period,2.43,0.24300002,0.5,97091,236,96973,4565746,47.03
Belarus,1990,male,22,period,2.6499999,0.265,0.5,96855,256,96727,4468773,46.14
Belarus,1990,male,23,period,2.29,0.229,0.5,96599,221,96488,4372046,45.26
Belarus,1990,male,24,period,2.3300002,0.23300001,0.5,96377,224,96265,4275558,44.36
Belarus,1990,male,25,period,2.57,0.257,0.5,96153,247,96029,4179293,43.46
Belarus,1990,male,25-29,period,2.6100001,1.296,2.56,96153,1246,477729,4179293,43.46
Belarus,1990,male,26,period,2.44,0.24399999,0.5,95906,234,95789,4083263,42.58
Belarus,1990,male,27,period,2.39,0.23900001,0.5,95672,229,95558,3987475,41.68
Belarus,1990,male,28,period,2.79,0.278,0.5,95443,266,95310,3891917,40.78
Belarus,1990,male,29,period,2.8500001,0.285,0.5,95178,271,95042,3796606,39.89
Belarus,1990,male,3,period,0.72,0.072000004,0.5,98431,71,98395,6328570,64.29
Belarus,1990,male,30,period,3.03,0.302,0.5,94907,287,94763,3701564,39.0
Belarus,1990,male,30-34,period,3.24,1.609,2.63,94907,1527,470922,3701564,39.0
Belarus,1990,male,31,period,2.83,0.283,0.5,94620,268,94486,3606801,38.12
Belarus,1990,male,32,period,3.16,0.316,0.5,94352,298,94203,3512315,37.23
Belarus,1990,male,33,period,3.22,0.322,0.5,94054,302,93903,3418111,36.34
Belarus,1990,male,34,period,3.97,0.39699998,0.5,93752,372,93566,3324208,35.46
Belarus,1990,male,35,period,3.84,0.384,0.5,93380,358,93201,3230642,34.6
Belarus,1990,male,35-39,period,4.6,2.277,2.65,93380,2126,461895,3230642,34.6
Belarus,1990,male,36,period,4.22,0.421,0.5,93022,392,92826,3137441,33.73
Belarus,1990,male,37,period,4.55,0.454,0.5,92630,421,92420,3044615,32.87
Belarus,1990,male,38,period,5.3500004,0.53400004,0.5,92209,492,91963,2952195,32.02
Belarus,1990,male,39,period,5.06,0.505,0.5,91717,463,91485,2860232,31.19
Belarus,1990,male,4,period,0.53000003,0.053000003,0.5,98360,52,98334,6230175,63.34
Belarus,1990,male,40,period,5.14,0.51199996,0.5,91254,467,91020,2768746,30.34
Belarus,1990,male,40-44,period,6.5299997,3.2159998,2.65,91254,2934,449373,2768746,30.34
Belarus,1990,male,41,period,6.12,0.611,0.5,90787,554,90509,2677726,29.49
Belarus,1990,male,42,period,7.0099998,0.698,0.5,90232,630,89917,2587217,28.67
Belarus,1990,male,43,period,7.14,0.711,0.5,89602,637,89284,2497300,27.87
Belarus,1990,male,44,period,7.28,0.72499996,0.5,88965,645,88642,2408016,27.07
Belarus,1990,male,45,period,9.150001,0.911,0.5,88320,805,87917,2319374,26.26
Belarus,1990,male,45-49,period,10.25,5.0,2.61,88320,4416,431059,2319374,26.26
