zone_id,year,dn_sum,lit_km2
r-drybinski,2024,1258.0,73.639
r-kasciukovicki,2024,3626.0,138.107
r-kirauski,2024,8773.0,379.331
r-klimavicki,2024,3778.0,182.71
r-klichauski,2024,2725.0,176.164
r-krasnapolski,2024,1131.0,74.506
r-kruhlanski,2024,865.0,59.334
r-krychauski,2024,6455.0,262.333
r-mahilouski,2024,35720.0,1016.707
r-mscislauski,2024,2394.0,129.018
r-slauharadski,2024,1531.0,91.797
r-chocimski,2024,1027.0,71.303
r-chavuski,2024,2273.0,120.974
r-cherykauski,2024,1628.0,98.121
r-shklouski,2024,5715.0,292.438
BY-HM,2024,26560.0,215.072
BY,2024,1237128.0,52528.846
